NAME	DESCRIPTION	PUTR-Putrescine-_1	PUTR-Putrescine-_2	PUTR-Putrescine-_3	PUTR-M9-_1	PUTR-M9-_2	PUTR-M9-_3	MG1655-Putrescine-_1	MG1655-Putrescine-_2	MG1655-Putrescine-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
frlB	b3371	4.9452	5.465380000000001	5.40574	2.59226	3.6219099999999997	3.34721	4.23679	4.0976300000000005	5.01335	4.41622	4.02197	4.269419999999999
frlD	b3374	6.49103	4.6906	5.22244	6.30168	5.2804	4.46437	6.13159	5.998819999999999	7.559710000000001	4.95239	4.30399	6.48913
frlC	b4474	2.92929	3.20079	3.4545	5.51248	5.02834	4.80737	7.71484	6.6124	6.4398	4.43656	6.96448	5.774290000000001
yahD	b0318	13.4611	18.3334	19.4038	16.5694	14.0794	20.4822	17.5836	18.012	16.8845	19.7622	26.0725	24.0221
frlR	b3375	41.5517	44.5821	48.5176	75.7273	66.4274	63.0606	48.0162	50.8281	49.1626	46.1722	49.8785	51.4029
mrcA	b3396	23.5891	19.2828	19.2835	26.8422	30.6204	32.2021	32.5524	37.2257	27.5299	52.2917	60.5466	51.1351
yrfF	b3398	68.4975	70.5012	67.8446	46.4735	41.5206	46.1599	47.3966	60.2006	52.8465	31.9049	27.8668	28.1686
yrfG	b3399	77.2207	104.601	121.946	90.0619	98.5718	105.679	98.1314	97.6423	88.9035	123.553	128.007	127.666
hslR	b3400	216.122	185.705	192.54	139.80100000000002	114.26299999999999	156.349	137.239	142.255	143.472	125.12	121.45	111.48
hslO	b3401	237.888	207.142	220.416	192.077	169.07299999999998	181.003	167.89700000000002	154.799	184.512	146.803	153.66	151.542
pck	b3403	210.148	216.388	190.213	139.826	140.71	146.004	266.89599999999996	257.475	284.327	124.663	122.53399999999999	152.749
greB	b3406	74.4565	77.3644	80.0032	60.708	66.7125	59.2781	58.2543	59.4148	71.9083	38.3243	34.7316	37.8111
yhgF	b3407	138.97799999999998	123.615	124.056	130.388	135.232	141.554	139.203	140.976	145.654	168.028	160.433	157.717
feoA	b3408	3771.92	3985.3	4458.45	420.07099999999997	464.13300000000004	459.233	2048.89	526.742	2450.8	219.005	272.627	259.232
yahF	b0320	1.33095	1.8403200000000002	0.8200649999999999	1.9462099999999998	1.78272	1.88467	3.4893699999999996	3.26828	2.72844	2.52901	2.5522099999999996	1.82292
feoC	b3410	536.823	528.447	533.913	100.995	100.61	58.8128	101.639	103.10600000000001	119.9	53.1779	26.6376	68.1918
feoB	b3409	1284.96	1329.93	1434.94	186.187	165.077	160.32399999999998	276.845	197.105	363.375	96.9027	101.271	93.2177
yhgA	b3411	10.7454	10.4777	13.1658	11.3166	8.316189999999999	12.3832	17.8832	14.9179	12.681	13.539000000000001	14.6397	11.1323
gntX	b3413	48.6254	57.9005	52.9593	46.6275	41.6387	44.3676	75.435	60.6874	80.0847	64.4626	63.0318	77.5096
nfuA	b3414	325.48	335.881	300.97900000000004	395.871	474.588	584.681	452.105	535.003	411.404	710.437	426.16900000000004	875.4010000000001
gntT	b3415	15.3706	12.2806	13.3691	19.9961	16.4392	15.1533	18.484	18.6167	22.4768	22.9636	18.0464	21.901999999999997
malT	b3418	276.631	292.214	204.753	175.15599999999998	174.917	173.861	471.385	441.715	508.515	226.225	213.696	230.65
rtcR	b3422	2.82533	3.74249	4.91575	4.60487	4.32669	5.598330000000001	4.23454	3.71138	4.10711	3.9952699999999997	1.95003	2.7854200000000002
glpD	b3426	265.245	293.101	297.778	42.6175	35.2039	39.7977	78.82600000000001	75.3764	99.7376	25.2741	15.7469	15.446
yhgN	b3434	11.8064	11.1328	22.1581	23.3739	30.3423	24.5375	26.9354	19.7293	22.5812	48.9971	52.5487	45.3065
yahE	b0319	0.222083	0.343648	0.956557	1.984	0.743721	0.796786	1.6447900000000002	2.06454	1.78465	1.47548	1.86005	1.38226
yhhY	b3441	28.7548	36.734	36.8459	46.0255	40.3204	38.5174	21.6362	14.3352	20.5428	29.8647	38.621	28.3374
yhhZ	b3442	1.37176	1.29549	2.4119	0.558558	1.02626	0.405325	0.6440670000000001	0.730499	0.129093	1.7129599999999998	1.2564899999999999	0.575465
yrhB	b3446	15.3156	8.794830000000001	12.8296	13.7827	15.8387	17.9967	14.9824	14.9762	16.5177	13.495	9.12161	13.5018
yhhA	b3448	225.486	275.481	281.762	169.93900000000002	176.232	176.03799999999998	163.109	134.194	155.106	113.988	128.989	91.565
panM	b3459	109.619	84.5502	108.059	31.1488	27.3102	28.6021	42.0507	25.7585	40.9714	51.0974	46.3508	46.6565
yhhL	b3466	53.4263	61.9107	83.7161	59.3561	51.0913	62.4428	61.1269	84.9302	50.1356	64.8655	56.3278	59.2989
yahG	b0321	1.6304299999999998	0.515837	1.00632	3.00766	2.9181	2.93567	2.64975	1.5340799999999999	2.23216	1.92123	1.76642	3.3191699999999997
rsmD	b3465	87.9143	88.2961	101.09200000000001	76.2781	79.2872	72.4543	79.9091	92.6662	76.8582	77.4881	105.848	84.0219
yhhN	b3468	158.235	221.03900000000002	256.746	144.079	132.691	150.90200000000002	162.634	162.482	158.391	117.21799999999999	76.1742	122.13
zntA	b3469	17.8487	18.035999999999998	18.5972	27.5906	27.2264	27.2088	23.3378	19.9851	22.3712	20.5474	18.0655	20.2682
yhhQ	b3471	28.7875	40.9199	62.5022	23.8922	30.3704	36.6929	52.2049	48.1745	41.3637	44.2087	50.6687	50.571999999999996
dcrB	b3472	315.762	354.939	417.162	354.551	325.132	370.101	289.62	252.507	314.26099999999997	410.004	396.272	415.45099999999996
yhhT	b3474	63.0146	38.1111	39.1145	47.0625	58.9005	57.5939	31.5194	32.7205	30.3327	45.0016	56.7673	40.9561
acpT	b3475	110.09299999999999	113.126	138.588	83.6589	77.6115	83.4699	62.3852	74.7574	73.7375	96.8103	108.05	59.1905
nikB	b3477	26.8833	29.844	26.3318	2.728	2.42239	2.11145	1.0752899999999999	2.19538	5.82138	0.95596	1.8494	0.994643
nikA	b3476	67.9832	65.6674	88.2269	16.3807	12.2006	6.875360000000001	35.0741	11.2494	40.289	4.7255400000000005	10.9307	2.82178
nikC	b3478	24.676	34.0513	31.1397	2.40783	3.4433	3.4547	2.62825	2.19308	3.8194199999999996	2.74612	3.5800099999999997	2.0342
yahI	b0323	1.04607	0.19407	1.51904	1.98547	2.7617	2.30449	2.76768	1.0910799999999998	1.31936	1.99852	2.5228900000000003	1.29506
nikD	b3479	19.0243	24.4273	30.5375	2.94389	4.97225	4.53721	5.55	4.443569999999999	3.90535	3.66773	3.59535	2.52864
nikE	b3480	14.1176	12.2365	24.1765	4.11019	6.234719999999999	3.96795	3.5730199999999996	4.8472800000000005	4.612430000000001	5.71459	3.6074599999999997	2.6210400000000003
nikR	b3481	35.8776	41.0198	50.754	75.3239	74.0992	91.361	41.5733	37.7045	39.379	91.1959	72.7923	81.8298
rhsB	b3482	1.23652	1.20813	0.8505219999999999	0.466355	0.64359	0.713328	0.51471	0.475559	0.407481	0.764409	0.868433	0.477175
yhhH	b3483	2.45707	4.813219999999999	6.86296	10.5795	4.71895	11.3987	4.1935199999999995	3.00857	3.15817	4.02004	5.03224	3.07138
yrhC	b4552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yhhI	b3484	1.81076	1.26955	0.789589	1.20617	1.4012799999999999	1.7710400000000002	1.6712599999999997	1.76365	1.6069	2.11225	1.34217	1.4742600000000001
yhiM	b3491	6.21823	6.727239999999999	8.84725	17.679000000000002	11.8383	10.1334	50.3782	42.8985	43.2562	20.7157	15.7936	10.2931
pitA	b3493	111.631	89.5722	97.954	169.546	193.65	194.06799999999998	150.254	159.02100000000002	144.757	242.354	223.454	275.487
uspA	b3495	2032.78	2527.26	2711.64	3217.31	3275.89	3828.34	3166.07	2434.72	2611.0	3273.2	3132.58	3280.55
yahJ	b0324	28.6118	26.7149	24.9828	32.969	36.5448	33.95	34.5626	34.4563	37.4238	29.7361	28.1579	31.0028
dtpB	b3496	115.01899999999999	138.937	159.631	59.5801	54.1181	50.3731	47.9535	40.7449	46.0356	33.5657	33.2019	27.009
rlmJ	b3499	186.204	175.84099999999998	187.851	91.8097	89.8391	83.124	113.73200000000001	120.345	136.667	102.715	117.331	103.366
gor	b3500	275.505	302.671	294.302	247.287	258.607	272.293	190.03900000000002	180.111	201.676	250.43099999999998	291.95599999999996	259.473
arsR	b3501	22.0371	18.22	18.855	10.84	12.7389	16.6127	10.1602	12.1098	16.6355	18.6242	17.3516	10.4493
arsB	b3502	5.04531	4.1540099999999995	5.82525	7.81452	7.331	7.37979	5.66975	7.820689999999999	4.55955	6.3601	7.255	5.37403
arsC	b3503	10.7813	7.83372	12.8948	27.7057	27.2007	19.2951	12.862	16.0224	10.5296	16.6792	18.1685	24.7145
slp	b3506	98.7349	90.6169	108.97399999999999	411.314	377.949	273.591	588.635	577.415	627.056	288.834	245.53400000000002	324.504
dctR	b3507	5.192069999999999	5.62741	2.81576	21.9571	23.4149	12.4889	39.8277	50.1054	30.6049	25.8538	13.55	23.9537
yahK	b0325	167.81099999999998	151.07399999999998	150.132	354.07099999999997	338.306	329.889	310.381	309.153	268.366	337.85699999999997	322.596	234.373
hdeD	b3511	92.1137	100.76799999999999	126.249	489.855	467.191	438.23400000000004	1493.65	1132.66	1252.17	672.691	561.994	350.689
gadE	b3512	25.1755	10.8595	6.46606	194.365	218.85299999999998	144.226	617.717	659.059	507.74199999999996	164.646	73.8987	116.477
mdtE	b3513	2.0566	2.43684	2.63828	28.3578	34.8264	28.3363	87.6	99.6912	76.7514	33.5047	30.1259	18.6636
mdtF	b3514	3.3484300000000005	4.53664	3.8875800000000003	29.8349	31.8586	23.6832	101.854	98.3652	80.4302	31.1771	25.9841	18.3749
treF	b3519	315.83299999999997	338.99	336.914	157.091	148.78	152.84	115.181	104.62100000000001	111.54799999999999	115.439	106.831	80.9173
yhjC	b3521	20.3001	18.3793	15.9718	25.0783	28.0911	27.3612	30.9511	27.2331	26.7617	24.4852	20.3954	24.3697
yhjD	b3522	168.655	196.174	221.584	117.667	118.103	115.969	99.2853	91.9717	102.265	87.235	85.8094	68.5667
yhjE	b3523	49.8703	19.8334	20.7024	967.518	833.666	846.408	61.1627	73.7888	63.0355	779.8960000000001	668.49	802.035
kdgK	b3526	46.5808	47.0085	43.3297	57.8838	60.3766	56.8669	65.4088	74.5294	71.4683	56.5219	43.9981	63.7253
bcsE	b3536	256.23400000000004	259.14599999999996	241.53599999999997	321.494	300.117	289.467	161.187	156.681	156.82299999999998	213.017	207.985	203.408
yahL	b0326	1.01935	0.48038500000000006	0.798424	0.685127	1.50591	0.817178	1.04132	1.34477	1.7762200000000001	0.902782	0.9064760000000001	0.30099499999999996
bcsF	b3537	183.02	182.227	183.757	197.704	210.78099999999998	328.079	69.0196	107.566	54.0338	278.332	368.2	214.558
bcsG	b3538	63.5907	65.0366	72.274	123.109	121.63	107.625	43.44	47.3193	39.9115	69.9447	72.9431	61.5617
yhjV	b3539	16.3982	10.9073	17.1445	16.6618	16.3338	15.9048	15.5753	18.1275	16.182000000000002	18.8134	20.4577	16.4027
yiaC	b3550	34.1835	31.2335	26.0131	65.0033	75.6914	66.5513	29.8836	45.5642	26.8568	40.4594	36.439	34.2075
tag	b3549	58.269	57.1348	61.8127	104.311	100.454	111.30799999999999	69.7805	72.6652	73.8894	94.079	76.9225	90.9529
yiaD	b3552	39.714	43.8403	33.7095	34.4535	37.4242	43.0912	39.6778	45.111999999999995	46.8173	24.7033	20.4789	29.9779
ghrB	b3553	320.063	315.073	336.561	699.367	673.052	700.467	388.50300000000004	386.865	400.75	490.894	479.33	538.469
yiaG	b3555	440.57800000000003	297.028	295.83	1497.43	1282.08	1088.08	638.823	817.3380000000001	634.863	533.225	375.81199999999995	348.921
cspA	b3556	6263.59	4815.93	5620.44	913.679	886.2660000000001	411.72900000000004	704.845	800.9689999999999	1216.74	1142.19	2999.12	842.557
insK	b3558	5.75401	5.85745	6.24644	3.41448	3.6642099999999997	2.81831	1.7457200000000002	3.5457199999999998	2.9484	2.81495	3.07708	3.12858
fkpB	b0028	265.15	320.828	348.913	257.441	256.575	252.93099999999998	339.806	321.36400000000003	308.587	350.36	307.393	335.19199999999995
yahM	b0327	3.4757300000000004	8.432839999999999	13.3391	5.56418	5.7975900000000005	2.94137	3.8587599999999997	3.9734	4.11665	2.38207	12.3687	2.35644
insJ	b3557	13.5409	9.9125	13.1021	7.539569999999999	6.02088	4.86329	7.4489399999999995	10.949000000000002	7.31275	5.20792	4.71429	7.2388699999999995
wecH	b3561	17.0855	14.9065	19.6704	16.0397	18.1573	14.49	11.9166	16.623	7.55214	13.8646	11.2515	12.04
xylF	b3566	3.75388	3.15857	3.05845	3.53151	3.74051	2.38459	3.8079400000000003	3.86058	2.43735	3.82114	2.7242599999999997	2.5268200000000003
xylH	b3568	5.06681	6.051819999999999	5.17248	6.4218	5.1910300000000005	7.681360000000001	6.81237	6.35619	6.564830000000001	7.1300300000000005	8.478639999999999	6.77446
xylG	b3567	0.867259	2.09786	1.8780000000000001	3.06586	2.30385	1.9484099999999998	1.7702799999999999	3.68647	2.20329	2.8022400000000003	3.9216	3.2729
xylR	b3569	12.4606	17.3915	17.8593	28.285	33.2007	34.8697	28.0392	25.6639	22.2148	28.7267	25.3421	26.4504
malS	b3571	131.754	161.425	159.222	22.5862	20.7371	20.480999999999998	10.6037	9.5826	10.8075	12.0179	13.1375	12.6438
avtA	b3572	252.66299999999998	245.44299999999998	284.721	381.931	386.63199999999995	410.43199999999996	473.784	485.417	454.583	546.378	626.283	511.569
yiaK	b3575	1.26178	0.793377	0.693379	1.58944	1.2178	2.53983	1.06379	2.5051799999999997	1.5695299999999999	1.59871	1.04399	1.0586200000000001
yiaL	b3576	2.03762	0.44388900000000003	0.491155	0.683543	0.8714200000000001	1.57213	0.0	0.735581	0.371075	0.558774	1.17519	0.0
yahO	b0329	465.99199999999996	774.113	721.934	2388.71	2587.12	3034.57	1451.1	1005.15	774.085	3105.65	4099.86	2078.14
yiaM	b3577	0.0	0.0	0.5957279999999999	0.795784	1.06821	0.0	0.593593	0.0	0.445003	0.0	0.0	0.702331
yiaN	b3578	0.502706	0.149372	0.159321	0.45877399999999996	0.147288	0.8400780000000001	0.80785	0.364429	0.235988	0.183402	0.393043	0.7708510000000001
yiaO	b3579	0.38396399999999997	0.817395	0.533744	0.493542	1.6130200000000001	0.604031	0.884019	0.8297209999999999	0.673552	0.0	1.04674	0.8371209999999999
sgbH	b3581	1.00576	1.7267299999999999	1.56866	4.28895	3.75735	6.06263	2.22491	1.72196	2.63858	3.5157300000000005	2.88052	0.762369
lyxK	b3580	0.9128379999999999	1.7612299999999999	1.7933599999999998	1.99755	1.49463	0.9135620000000001	2.7524599999999997	2.8445400000000003	2.44456	1.31863	2.26462	1.67071
sgbU	b3582	2.24172	2.6741599999999996	2.15604	4.7243900000000005	7.1877	5.179869999999999	1.96048	1.95665	2.61775	3.55257	3.5382	2.8364
sgbE	b3583	6.03533	5.55016	6.53723	8.11135	6.086130000000001	8.42327	7.49315	5.4741	6.20869	4.27487	3.89112	5.16901
ysaD	b4649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yiaU	b3585	32.1376	36.605	37.0535	20.3744	20.4451	21.4153	16.2282	19.1754	16.7685	19.2891	24.0805	24.9918
rhsA	b3593	0.767899	0.747676	0.325888	0.93755	0.822943	0.769267	0.5977600000000001	0.6220180000000001	0.7180810000000001	0.415555	0.20837600000000003	0.45346400000000003
prpB	b0331	0.258916	1.0108700000000002	0.562425	0.353692	0.0	0.682462	0.5405810000000001	0.589122	0.366226	0.979349	0.0	0.6712199999999999
yibA	b3594	20.7578	17.8165	16.2579	25.0286	22.1578	19.3918	24.7886	21.4888	16.3868	22.5894	19.7631	22.018
rhsJ	b3595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yibG	b3596	1.90885	4.71652	3.6291900000000004	3.16471	2.86828	1.8559900000000003	4.6245400000000005	2.0716099999999997	3.28594	5.81545	7.571280000000001	3.65113
yibS	b4650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yibW	b4651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yibV	b4615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yibU	b4652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mtlA	b3599	46.5971	40.9656	35.496	173.543	160.484	165.456	67.2596	57.2907	55.2743	98.1538	84.3437	89.5451
mtlD	b3600	126.51899999999999	90.5738	94.6256	159.513	141.953	125.906	120.399	143.654	129.41299999999998	110.04299999999999	91.2637	105.665
mtlR	b3601	55.8463	61.5354	64.8864	82.4384	80.2167	75.3328	96.1082	100.306	77.0475	90.7029	68.5084	69.0498
prpC	b0333	0.624424	0.99054	0.939232	0.5233869999999999	1.3597700000000001	0.764311	0.30057399999999995	0.9287350000000001	0.8894209999999999	1.00921	0.49536899999999995	0.8922760000000001
yibL	b3602	317.098	274.125	325.47900000000004	291.073	264.994	268.825	206.10299999999998	232.78900000000002	180.43599999999998	294.053	285.465	362.967
lldR	b3604	40.1879	78.3373	53.2606	18.9251	21.3077	21.5286	41.8955	31.265	37.4419	38.7338	34.5151	29.7741
lldP	b3603	27.7161	36.3223	24.8689	24.8141	21.7646	26.4882	48.461999999999996	45.0461	54.0421	25.7157	31.4397	23.6873
lldD	b3605	48.8937	69.3331	62.4453	36.5526	40.275999999999996	38.3541	48.4055	50.6213	51.5852	54.6187	39.9531	42.9852
trmL	b3606	24.430999999999997	24.1238	23.2408	29.9505	30.4324	35.2516	41.6145	37.6418	37.7058	54.0362	60.8547	48.7121
gpmM	b3612	518.868	569.641	592.822	460.208	440.439	431.659	309.997	279.995	366.957	421.411	383.57099999999997	447.121
envC	b3613	91.5717	100.37100000000001	106.609	105.9	101.26799999999999	104.005	91.8061	130.259	96.8922	139.834	137.643	132.067
yibQ	b3614	52.8288	53.3776	60.2743	44.0754	44.6297	38.8524	42.3557	69.3566	50.5458	64.8089	68.2635	70.2815
hldD	b3619	700.67	723.932	843.4639999999999	458.751	475.205	482.165	481.13800000000003	492.21	496.68199999999996	556.69	539.743	593.758
waaF	b3620	437.53	416.365	419.235	245.671	252.12599999999998	252.18200000000002	276.612	281.70599999999996	278.715	309.345	333.559	309.66700000000003
prpD	b0334	0.8448549999999999	0.206333	0.111997	0.812427	0.841985	0.576254	1.00773	0.525458	0.928183	0.8729549999999999	0.9002969999999999	0.262531
waaC	b3621	172.476	132.128	128.289	108.189	117.58200000000001	109.096	112.11399999999999	146.194	108.96700000000001	131.041	128.506	127.575
waaL	b3622	133.674	98.145	95.9866	155.613	147.105	135.512	148.27	171.13099999999997	134.025	185.15099999999998	232.433	177.488
waaA	b3633	25.2491	23.4609	26.4056	61.5823	64.1489	60.1771	39.474000000000004	65.8697	47.9879	81.3564	76.5329	87.7984
coaD	b3634	24.0404	23.5773	31.7837	69.4421	64.7848	66.2628	36.2899	59.5679	46.3339	70.4306	44.1162	85.6387
dut	b3640	195.96099999999998	169.949	187.833	245.855	238.75099999999998	248.517	198.69799999999998	280.629	250.46900000000002	299.189	227.051	329.745
dfp	b3639	199.824	203.33599999999998	228.321	187.66400000000002	182.22799999999998	199.30700000000002	182.905	187.447	186.967	196.608	227.983	220.65900000000002
slmA	b3641	103.036	116.646	135.806	184.313	182.872	224.03799999999998	178.278	235.197	162.80200000000002	258.051	213.643	286.96
yicC	b3644	145.558	127.194	125.19	213.481	220.007	232.32299999999998	177.90599999999998	207.674	177.41	239.675	226.90400000000002	282.514
dinD	b3645	19.0101	22.0219	23.0228	8.71213	8.29364	6.31222	13.185	12.2782	12.3336	8.90958	12.5404	8.96299
yicG	b3646	6.98665	5.48779	11.4628	3.6156300000000003	2.57508	2.78593	2.36435	3.04427	3.7671699999999997	6.72527	4.68905	2.34258
prpE	b0335	1.71387	1.81722	2.38078	1.63418	1.4558799999999998	2.71913	3.55195	3.10776	3.23358	2.64697	1.86133	1.63419
gmk	b3648	559.375	579.1	619.437	355.84	355.445	302.5	417.19699999999995	483.746	460.721	381.56699999999995	314.86	369.586
rpoZ	b3649	809.572	514.369	496.715	917.316	797.5369999999999	638.88	607.255	852.297	826.3510000000001	689.1339999999999	502.17400000000004	740.755
spoT	b3650	399.58	389.704	414.37800000000004	250.204	231.793	235.959	365.43199999999996	405.769	374.06699999999995	321.121	304.561	281.857
trmH	b3651	156.847	117.06700000000001	113.479	86.4036	79.4015	75.2825	101.524	156.067	133.425	72.4742	70.4197	83.7414
recG	b3652	111.60799999999999	102.07600000000001	84.4729	54.2412	56.8348	56.2058	106.164	101.68700000000001	111.15	77.1368	69.4097	77.9358
xanP	b3654	73.5157	55.953	56.0973	165.998	179.36700000000002	188.399	192.44099999999997	260.128	206.80200000000002	273.8	266.85200000000003	251.458
yicH	b3655	102.91799999999999	122.75200000000001	111.36	147.72299999999998	132.537	157.779	76.8146	86.7281	74.9429	75.374	65.0083	76.1115
yicT	b4653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
setC	b3659	1.6877	1.72079	1.29026	2.60759	2.1326	1.23813	0.541949	1.08899	1.19671	0.839799	1.11351	1.2858399999999999
yicL	b3660	44.7618	65.2535	69.1526	59.4521	66.0121	57.683	51.193000000000005	56.4682	41.2404	58.9259	55.8695	56.8003
codA	b0337	137.582	116.35799999999999	84.8001	293.014	339.76199999999994	337.18699999999995	444.084	449.651	429.869	849.913	826.46	1323.02
yicS	b4555	57.8284	58.0885	61.6049	48.2137	44.9376	30.6548	53.3174	40.1665	31.3658	37.7352	48.3236	33.9596
ade	b3665	5.14471	5.01932	4.79702	10.9044	12.4629	11.0988	10.282	10.5113	11.9484	14.8111	12.2709	17.3952
tisB	b4618	0.0	242.202	0.0	0.0	0.0	0.0	0.0	139.023	146.476	0.0	0.0	0.0
emrD	b3673	0.6682600000000001	1.67262	0.687783	0.303019	0.200621	0.39026700000000003	2.22094	0.8234540000000001	1.20716	0.803657	0.61837	1.10744
yidI	b3677	21.9771	24.8303	22.3162	23.1538	18.1889	14.1992	22.8939	27.0451	23.7146	14.6013	14.8597	16.7265
yidL	b3680	9.51626	8.24874	6.5628	12.3603	7.82159	8.67223	8.39665	16.3808	8.54352	4.88925	6.89346	8.91762
yidP	b3684	0.589359	1.6259	2.07712	1.5905	2.83485	3.87291	5.12299	2.8115200000000002	1.6607599999999998	5.28075	4.05309	6.1935
yidQ	b3688	197.35299999999998	149.078	142.743	159.217	139.02200000000002	130.38299999999998	240.013	314.046	342.48800000000006	163.335	115.37200000000001	154.469
cbrA	b3690	3.29618	2.1034900000000003	3.96841	4.54775	3.24044	5.49812	2.4129	4.24411	3.20543	2.1543099999999997	3.11365	4.47806
yidX	b3696	6.75713	11.270999999999999	9.496360000000001	12.7552	12.0571	14.0163	14.0478	15.9579	10.7497	9.868689999999999	6.07862	10.6577
codB	b0336	76.1815	66.27199999999999	47.4537	212.415	279.937	286.057	393.86	389.39099999999996	343.945	911.07	850.936	1463.99
rpmH	b3703	1195.11	1569.06	1903.17	1810.79	1934.58	1822.33	1870.81	2317.73	2153.78	2621.71	1695.91	3072.04
yidD	b4557	819.671	1219.81	1436.1	550.339	688.8939999999999	840.237	928.541	979.041	686.885	2501.92	3693.89	1936.66
rnpA	b3704	760.898	663.335	825.68	580.34	552.322	530.948	541.799	908.186	701.5889999999999	994.7280000000001	1078.52	966.4739999999999
yidC	b3705	477.358	412.759	453.944	457.4	475.106	473.337	451.457	504.586	513.62	638.795	649.811	668.153
mnmE	b3706	160.43200000000002	160.191	163.632	132.885	141.381	152.939	137.94299999999998	140.99200000000002	121.094	155.12	199.36	132.42700000000002
tnaC	b3707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	372.76	0.0	0.0	0.0	0.0
tnaA	b3708	4.00835	5.57671	3.22682	3.3150199999999996	3.0362	3.97994	7.57303	6.689	8.17401	3.35342	3.04223	5.01527
tnaB	b3709	2.38751	1.0146	0.9158700000000001	1.09414	0.8103199999999999	1.52054	1.9982799999999998	1.7455599999999998	1.84274	1.45035	1.0765799999999999	1.05592
yidZ	b3711	29.7877	37.6692	40.8872	17.3069	16.6865	20.7107	22.8839	27.2149	25.7045	24.3148	28.0503	25.0055
mdtL	b3710	3.7662400000000003	3.79179	5.090990000000001	5.1058	5.84794	6.211119999999999	3.7234599999999998	4.83694	5.135330000000001	7.9988600000000005	8.522639999999999	8.20921
cynT	b0339	4.3758300000000006	2.09286	4.09261	3.8287	2.73848	3.07383	2.667	3.8764800000000004	3.02163	2.6785799999999997	3.63766	4.42457
yieE	b3712	139.577	155.16899999999998	131.83700000000002	60.049	61.8249	51.2225	92.3462	110.15799999999999	107.985	51.3635	55.208999999999996	54.3589
chrR	b3713	270.491	307.397	269.904	356.55300000000005	332.32599999999996	337.616	251.88400000000001	281.005	259.772	212.27700000000002	171.622	243.783
yieH	b3715	23.4019	27.7444	34.1634	36.7334	37.7883	36.731	38.1663	46.5162	42.6261	56.4417	46.8344	49.428000000000004
cbrB	b3716	10.1484	7.47975	8.896339999999999	24.7258	19.8419	19.1808	9.39279	11.6165	18.1723	11.5317	9.65219	10.390999999999998
cbrC	b3717	12.2104	14.6586	13.8968	19.896	25.1092	28.1182	15.7417	17.4901	14.7772	28.5407	19.3739	28.1468
asnA	b3744	712.318	395.95099999999996	295.63	83.4455	99.4169	91.9405	119.485	82.7686	127.93299999999999	117.15899999999999	112.57	148.05200000000002
kup	b3747	41.8549	29.4388	31.3855	52.9918	49.2921	52.8356	51.3318	58.0323	49.5058	56.8245	52.6613	50.6353
rbsD	b3748	71.2943	32.9044	22.5091	55.9819	78.2385	109.189	246.488	123.26799999999999	132.805	625.606	903.707	501.162
rbsA	b3749	11.3083	5.93277	7.06031	8.77178	9.72953	8.45335	16.914	12.9184	13.1538	28.2335	36.3458	34.4543
rbsC	b3750	48.1702	57.8426	61.7673	30.8713	33.5854	30.2971	61.9717	57.9073	49.0115	67.8797	61.449	71.6514
cynS	b0340	8.67486	10.4423	5.35875	9.97202	8.564960000000001	13.43	11.024000000000001	9.41531	11.1392	9.60034	5.97306	6.36538
rbsB	b3751	119.432	108.223	103.43299999999999	76.6528	72.8187	69.0316	132.776	128.95600000000002	136.621	133.186	123.354	160.986
rbsK	b3752	70.6505	71.7689	72.0721	78.3695	73.7075	77.6279	67.0032	75.2548	70.081	80.2294	83.01299999999999	101.764
rbsR	b3753	36.2973	38.498000000000005	33.5191	26.433000000000003	26.8758	31.0716	26.5083	16.5001	21.2044	23.3654	23.4697	23.2238
yifE	b3764	133.74	99.6702	84.6782	804.801	781.4780000000001	792.492	247.45	320.388	227.593	734.242	491.14099999999996	973.966
ilvL	b3766	2981.63	1921.06	1950.72	7004.96	6501.91	4870.63	4151.41	7557.14	7100.53	4910.39	5092.86	9953.27
ilvX	b4669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ilvM	b3769	53.1246	85.4736	122.971	36.1434	58.4824	70.0778	55.593	50.6993	43.4831	126.515	122.848	94.5317
ilvG	b4488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ilvE	b3770	218.0	168.90099999999998	175.261	397.655	364.087	352.36	189.854	201.958	204.55599999999998	336.75300000000004	305.877	376.189
ilvD	b3771	190.09400000000002	122.186	111.11	192.293	195.755	205.46400000000003	181.12	146.564	172.275	280.09	272.406	264.925
