NAME	DESCRIPTION	HEXA-Hexa-acid-_1	HEXA-Hexa-acid-_2	HEXA-Hexa-acid-_3	HEXA-M9-_1	HEXA-M9-_2	HEXA-M9-_3	MG1655-Hexa-acid-_1	MG1655-Hexa-acid-_2	MG1655-Hexa-acid-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
ribF	b0025	217.93400000000003	246.422	311.382	412.94800000000004	446.981	477.05800000000005	277.91200000000003	223.722	369.376	293.156	275.651	328.663
ykfC	b0258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guaD	b2883	19.5362	16.3071	17.7428	12.6913	11.9413	11.01	14.6237	19.776	16.9751	17.2665	18.9709	20.3018
ygfQ	b4464	18.9696	23.4129	14.0252	8.476460000000001	10.1334	7.21995	9.10135	6.383290000000001	10.3575	10.1941	9.84404	8.923119999999999
uacT	b2888	0.47448500000000005	0.41486000000000006	0.176122	0.517515	0.44158400000000003	0.286481	0.691543	0.378565	0.156253	0.330889	0.710147	0.173479
yqfG	b4684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
idi	b2889	125.823	149.204	83.5061	15.5326	18.8285	15.069	71.5257	74.892	79.3232	41.0182	37.1039	46.4193
fldB	b2895	279.746	302.731	270.254	233.653	205.595	214.49400000000003	189.00099999999998	177.576	149.781	186.47099999999998	159.70600000000002	190.24099999999999
ygfZ	b2898	378.032	404.779	406.059	413.426	433.789	427.58099999999996	388.366	365.65	450.151	330.94800000000004	273.825	364.749
bglA	b2901	298.013	333.756	252.27700000000002	205.232	208.364	197.187	189.375	221.162	185.22099999999998	178.83900000000003	159.59	201.81
zapA	b2910	705.638	732.305	571.006	577.506	509.76	533.1519999999999	727.302	675.816	706.3710000000001	517.076	399.07300000000004	500.961
fau	b2912	180.93200000000002	189.24599999999998	124.71799999999999	72.78	69.1163	80.0945	70.1072	78.4734	56.1724	61.7584	81.5352	55.6182
mmuP	b0260	35.7527	23.818	49.38399999999999	61.7001	55.4784	43.1867	27.8773	17.9456	25.5384	21.5966	12.5773	36.8209
argP	b2916	221.524	228.13099999999997	296.415	298.086	299.893	296.152	165.342	177.03799999999998	191.826	170.484	166.38	186.486
scpA	b2917	2.32558	4.00668	4.14859	4.17132	2.88985	4.168480000000001	2.48096	2.37747	2.18097	1.548	2.5470599999999997	0.90471
argK	b2918	7.868110000000001	10.2808	5.87976	3.61389	4.611619999999999	2.74035	2.80613	4.2748	2.64764	3.9196800000000005	2.84916	2.38271
scpB	b2919	18.1519	17.3347	18.9139	7.2649300000000006	7.8469	5.596019999999999	6.82498	7.34819	6.206	4.80128	4.80662	5.2036
scpC	b2920	7.1673	8.343119999999999	5.98125	2.97209	3.9236800000000005	3.65812	4.080080000000001	4.47797	3.23075	5.93971	3.91114	1.37402
loiP	b2936	221.995	204.81599999999997	215.166	138.987	129.659	136.931	135.162	136.416	144.812	123.964	111.54700000000001	144.69899999999998
yqgC	b2940	13.9994	6.6693	3.42518	3.85299	0.0	1.9712900000000002	5.07241	12.9329	0.0	0.0	3.7140199999999997	0.0
metK	b2942	2322.88	2026.53	2966.87	1860.99	1623.96	1572.04	2513.83	1874.9	1986.68	1208.66	846.4019999999999	1607.07
galP	b2943	374.00300000000004	313.954	403.657	179.455	172.672	171.173	165.57	172.674	142.3	125.795	123.95700000000001	134.763
yggI	b2944	6.09976	11.7949	17.3952	38.271	34.0756	33.5496	23.4043	13.2846	20.9585	25.6031	24.4521	24.8178
mmuM	b0261	86.8831	66.587	91.41	83.7569	78.9651	77.0891	63.7243	57.2903	52.8776	51.4236	44.5014	54.5942
endA	b2945	11.9488	17.8416	25.2278	14.0933	16.7633	15.9525	6.2092	11.8812	3.23921	8.961319999999999	9.80974	4.31428
rsmE	b2946	190.05700000000002	201.058	143.238	162.59799999999998	164.918	149.86	122.604	136.844	148.07399999999998	126.569	98.1428	136.88299999999998
gshB	b2947	376.115	459.899	286.806	256.51099999999997	286.668	255.00099999999998	195.08900000000003	255.78799999999998	193.05	233.27200000000002	211.899	253.69
yqgF	b2949	163.916	183.81400000000002	204.042	251.47799999999998	281.37	277.83299999999997	182.317	175.017	230.233	232.59799999999998	260.36	221.851
yqgE	b2948	203.639	223.16	241.328	289.19	313.795	319.98	204.8	165.166	236.817	221.044	226.33599999999998	241.392
yggS	b2951	42.0821	44.7487	71.9584	141.033	151.84	140.92600000000002	55.1155	36.5311	78.9026	72.7058	63.5997	99.2792
yggU	b2953	199.416	151.917	317.58	239.52200000000002	273.73400000000004	233.80200000000002	174.257	130.029	110.59899999999999	231.709	245.442	238.398
yggT	b2952	120.501	120.027	202.25599999999997	309.673	294.404	297.541	193.458	174.748	192.862	211.248	196.986	276.351
yggW	b2955	112.523	97.2768	114.245	134.84799999999998	141.431	148.274	87.4844	101.962	96.5803	105.98700000000001	135.779	106.68299999999999
rdgB	b2954	119.139	124.022	142.61700000000002	204.71900000000002	227.71900000000002	254.8	96.3854	82.1228	134.786	143.97299999999998	122.637	151.409
mutY	b2961	28.1246	33.6356	37.454	66.5367	69.3798	76.6412	62.4326	44.4002	64.4787	72.9997	64.9821	74.2945
yggX	b2962	281.057	282.272	267.41200000000003	366.724	322.193	296.91700000000003	286.279	291.332	278.339	293.36400000000003	188.78	312.59
mltC	b2963	65.1495	52.6769	109.439	86.4488	84.9679	79.9052	97.4724	127.169	85.7344	107.485	133.49	101.56299999999999
nupG	b2964	23.6509	22.0442	18.4703	20.012999999999998	23.6681	24.2398	19.3297	20.0933	15.2085	24.4639	21.7015	25.985
yqgA	b2966	263.221	307.618	50.0968	9.56369	10.9254	12.4859	19.6287	45.2721	13.4081	9.97996	12.9505	12.3316
glcC	b2980	50.0612	31.3996	102.51700000000001	35.1626	42.1706	34.1322	90.0628	94.8452	100.485	81.53	91.9778	86.2306
yghT	b2986	1.9157099999999998	0.285481	1.8304599999999998	0.716783	0.51362	0.24856599999999998	0.57505	0.363834	0.8598040000000001	0.336708	1.01639	0.701867
yghU	b2989	198.192	199.167	223.449	109.13	96.0451	108.945	359.86300000000006	395.796	342.05400000000003	253.329	272.962	278.041
gpr	b3001	61.9348	61.6902	55.8526	20.109	20.8306	23.6984	46.5327	49.8679	57.6491	42.2074	31.9117	32.1435
yagE	b0268	3.64894	6.886410000000001	4.08956	1.13848	3.06904	2.08796	3.5755800000000004	4.23958	4.07685	6.07611	4.3544599999999996	3.1988
yghA	b3003	80.2058	61.9017	65.461	9.65456	7.52883	12.5866	177.96599999999998	150.158	135.359	109.132	80.3841	69.6773
metC	b3008	427.517	390.219	406.80800000000005	287.692	263.78700000000003	243.472	336.251	408.838	304.996	275.533	242.321	373.423
yghB	b3009	675.952	578.17	268.715	144.44	140.269	139.101	131.864	199.65400000000002	98.9509	105.449	139.564	126.15899999999999
yqhD	b3011	1058.84	1249.13	588.633	502.773	498.699	524.259	280.638	346.346	261.642	413.81	369.347	407.474
dkgA	b3012	260.152	367.48699999999997	133.72	86.0179	84.1665	85.2631	314.654	403.82199999999995	217.859	416.18	378.542	320.508
yqhG	b3013	4.36108	4.37981	4.0398	4.861619999999999	3.8041699999999996	3.7517400000000003	5.09037	2.95148	5.66031	5.15013	2.87393	3.14031
yqhH	b3014	3.6768300000000003	11.2326	8.04674	0.0	7.36229	1.65475	4.275919999999999	11.2872	3.9709	7.77308	5.846369999999999	13.1024
qseC	b3026	16.2814	17.36	19.0695	18.2041	20.7405	24.0124	19.5739	12.532	22.6438	17.2737	13.7192	16.4842
qseB	b3025	20.5696	26.3007	15.8042	29.4499	33.655	33.9422	26.0218	16.2521	28.8075	22.4508	22.3372	24.0955
mdaB	b3028	278.592	280.184	296.33	117.955	101.37299999999999	105.359	218.851	203.75599999999997	224.69	99.6321	86.6866	108.368
yagF	b0269	5.027819999999999	7.3436	4.9343900000000005	5.08643	5.98654	6.9597	4.649380000000001	4.5931	5.58908	3.5309800000000005	3.9171400000000003	3.15389
ygiN	b3029	959.827	948.86	909.08	529.7719999999999	504.199	518.631	948.961	925.946	1103.79	555.206	537.811	731.15
tolC	b3035	665.044	652.952	843.189	647.659	641.8480000000001	633.179	806.0060000000001	794.085	798.377	718.941	746.9680000000001	757.752
ygiB	b3037	405.48699999999997	377.551	496.602	449.923	434.534	450.418	355.267	309.232	362.356	360.527	367.26099999999997	367.093
ygiC	b3038	160.52100000000002	167.928	222.683	295.664	281.981	294.33799999999997	180.188	143.968	175.923	202.46900000000002	180.12599999999998	207.11599999999999
zupT	b3040	176.97099999999998	190.041	166.33700000000002	150.627	151.299	143.46	143.86700000000002	137.607	141.471	149.773	132.775	155.108
yqiC	b3042	349.259	317.343	399.57800000000003	375.19699999999995	345.214	312.0	719.238	643.552	615.424	662.048	685.9110000000001	645.555
ygiL	b3043	1.08586	5.37145	4.4892	5.68521	5.19425	5.12314	2.33097	4.70728	2.47897	2.29679	3.59899	2.74816
yagG	b0270	2.25676	5.51624	2.51332	3.5899	3.11902	3.44201	4.73161	4.29721	4.87415	5.83933	4.3273	2.98438
yqiH	b3047	1.58637	0.242083	1.64382	2.63912	2.2765299999999997	2.26266	2.15211	0.910641	1.344	1.08762	2.85127	1.13457
yqiI	b3048	0.928516	1.50433	1.743	2.34033	2.59478	2.2189400000000004	1.28378	0.9722959999999999	1.7935599999999998	0.848298	0.6284350000000001	1.5214299999999998
yqiJ	b3050	28.7837	24.4888	17.2593	2.12376	0.395208	3.37284	6.42584	17.8131	12.5028	3.66925	5.1479	3.71495
yqiK	b3051	12.5634	11.7653	5.342230000000001	2.7443400000000002	2.61857	3.4012599999999997	4.50601	3.41261	3.6301	2.6422	3.22741	3.16398
ibsD	b4664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ibsE	b4666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ygiM	b3055	43.5572	41.715	141.129	107.715	114.874	100.323	163.632	100.84700000000001	130.033	159.68	168.44099999999997	127.243
cca	b3056	63.8658	75.033	70.786	86.6769	82.7418	92.6717	107.37899999999999	78.7412	118.314	129.817	113.939	111.309
plsY	b3059	40.0974	40.2761	58.1942	74.6661	75.5853	68.8015	72.8733	72.9041	80.6207	71.7159	70.22800000000001	86.5947
yagH	b0271	7.83489	8.60774	5.19949	4.1998	7.0662	5.67291	6.42026	8.31105	8.49746	10.2937	5.7458	5.9657599999999995
ttdB	b3062	1.66363	1.23433	0.429183	0.262859	0.579032	1.38206	1.3532799999999998	0.901101	2.01103	0.796357	0.851151	1.20943
ttdA	b3061	1.6799099999999998	1.4965700000000002	1.6895799999999999	0.7693300000000001	0.352016	0.512253	0.0	0.869315	0.933839	0.613455	0.646463	0.649637
ttdT	b3063	1.22671	0.999505	1.64447	0.791515	0.74124	1.13561	1.21433	1.24676	1.3229600000000001	1.0781399999999999	0.794127	0.373604
rpsU	b3065	604.197	501.657	1932.61	9225.84	8488.49	7621.71	4628.23	2144.6	5264.1	7691.02	6438.73	9002.84
dnaG	b3066	219.65900000000002	162.379	472.395	715.302	733.8739999999999	752.4839999999999	177.886	135.55700000000002	152.954	208.81400000000002	220.96599999999998	165.615
rpoD	b3067	1252.53	1047.73	1250.23	1280.68	1273.28	1356.73	420.833	394.781	389.159	456.72	451.78	425.64300000000003
yqjI	b3071	93.2574	101.12299999999999	74.6319	71.8328	58.1463	72.3374	52.8483	41.872	72.297	33.0794	31.8825	48.8773
patA	b3073	110.795	107.184	104.54700000000001	43.5052	44.2186	35.7136	532.876	537.37	590.802	703.4730000000001	709.7180000000001	554.891
ebgR	b3075	50.7136	54.3002	41.8543	36.6431	36.0767	33.5954	27.6935	36.4482	33.8448	34.4019	32.4118	47.11
ebgA	b3076	2.3113200000000003	1.9875099999999999	1.75649	1.36989	1.4046299999999998	1.60762	0.975935	0.981693	1.9066299999999998	1.69524	1.5050299999999999	1.17076
ykgS	b4688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ebgC	b3077	1.48872	1.80434	1.7666	3.01009	2.07762	3.0419400000000003	0.465193	1.79341	1.87008	2.1636900000000003	1.08233	2.26697
ygjI	b3078	0.0	0.155079	0.601159	0.5606760000000001	0.0	0.305417	0.63657	0.43718500000000005	0.34815100000000004	0.943208	1.16216	0.776037
ygjJ	b3079	0.6792279999999999	0.530261	0.336444	0.361304	0.411603	0.131421	0.409811	0.179635	0.294717	0.16378	0.17313199999999998	0.34370700000000004
ygjK	b3080	2.39888	2.1941200000000003	2.9226900000000002	1.8985400000000001	1.7120900000000001	1.24051	1.81109	0.962173	1.7592299999999998	1.2819200000000002	1.44995	0.782266
fadH	b3081	3.10466	3.7867800000000003	3.71735	2.84762	2.18995	2.60318	6.646439999999999	7.27707	8.416789999999999	7.49205	4.69436	6.66035
ygjP	b3085	25.8391	37.4345	29.8785	28.8529	25.2765	26.3781	30.7591	40.1046	26.4702	17.9441	26.0922	28.9751
ygjQ	b3086	2.00695	1.46361	0.391652	3.94369	3.22102	3.65409	2.46585	1.26207	0.97095	1.4578200000000001	1.54579	1.8684599999999998
ygjR	b3087	129.739	122.71700000000001	120.025	64.5571	59.7862	65.762	100.87899999999999	116.712	74.7802	74.4493	63.4506	68.8929
alx	b3088	9.7724	13.6752	22.9165	99.7391	107.74	100.20700000000001	8.57598	7.10734	9.79803	15.1888	17.8669	19.2482
sstT	b3089	717.6010000000001	904.173	569.106	407.524	408.506	427.724	296.35	312.995	326.94599999999997	256.107	244.503	291.061
yagJ	b0276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
exuT	b3093	9.82335	12.9946	8.490110000000001	7.60493	5.29392	5.78144	13.5217	16.3378	16.2143	11.743	9.10567	10.5978
exuR	b3094	432.445	386.25699999999995	235.097	150.166	148.791	155.738	143.696	241.77599999999998	116.79899999999999	119.22399999999999	118.512	133.292
yqjA	b3095	252.669	274.88599999999997	183.457	180.435	172.635	169.718	196.875	231.18900000000002	146.02	189.393	215.483	158.993
mzrA	b3096	180.715	162.554	150.92700000000002	81.3051	60.1663	57.6771	163.639	134.382	76.9948	156.312	161.611	120.045
yqjC	b3097	368.05300000000005	369.74199999999996	345.394	212.817	217.916	241.136	775.043	842.062	878.122	727.137	633.321	617.695
yqjD	b3098	261.495	265.465	273.813	128.08700000000002	140.877	123.991	691.784	589.263	743.922	560.744	478.517	478.67800000000005
yqjK	b3100	524.5409999999999	587.8430000000001	499.38	157.528	170.171	163.422	1790.64	1027.01	1323.05	1419.74	1023.94	1070.3
yqjE	b3099	369.504	411.103	341.98199999999997	194.65200000000002	169.908	168.296	996.194	724.584	1018.33	786.467	700.9889999999999	615.649
yqjF	b3101	24.1781	38.1797	37.4267	15.2309	14.943	15.2995	25.0914	40.8728	30.947	24.7916	28.0635	17.92
yqjG	b3102	99.0204	109.929	77.8484	27.9741	29.3605	24.8704	100.935	106.944	73.9519	80.0692	75.82600000000001	61.3838
ileS	b0026	966.783	1031.8	876.842	754.13	759.1389999999999	769.355	611.738	685.693	685.9910000000001	594.763	560.232	654.245
yagU	b0287	517.606	519.8330000000001	576.34	495.24800000000005	487.745	426.157	720.7589999999999	839.669	873.437	645.196	592.565	798.48
yhaH	b3103	138.304	124.958	93.7636	88.5334	101.449	102.82	157.386	159.064	110.171	190.665	142.283	171.824
yhaI	b3104	0.0	3.00283	0.0	4.01837	3.53396	2.60548	6.3535900000000005	1.43815	4.12552	3.6022300000000005	4.8760900000000005	3.5998900000000003
yhaK	b3106	30.1805	47.8597	16.5389	11.3907	13.9904	12.0484	14.6917	17.3602	11.7755	15.8399	10.0422	17.8518
yhaL	b3107	99.4012	87.1993	69.5284	86.0275	98.4949	171.50599999999997	29.9944	0.0	90.1115	41.5446	16.0855	26.3508
tdcR	b3119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yhaB	b3120	0.7633989999999999	0.45289700000000005	1.8638700000000001	0.0	0.378824	0.362744	0.0	0.0	0.8446799999999999	0.0	1.0271	0.541784
yhaC	b3121	0.261718	0.792081	1.9915900000000002	0.7145640000000001	0.662713	0.929852	0.46158000000000005	0.595774	0.708444	0.696419	0.501973	0.531459
garD	b3128	13.5942	16.124000000000002	11.1136	6.09426	7.11102	8.421560000000001	8.54771	9.68144	8.77177	6.8056	4.82637	7.01002
prlF	b3129	344.501	282.27	197.30900000000003	185.095	169.143	164.074	266.72	359.83099999999996	269.573	266.54200000000003	315.437	228.424
yhaV	b3130	132.126	160.046	104.679	102.081	90.0317	85.6115	127.859	118.008	134.496	96.7437	97.4155	101.65299999999999
ykgL	b0295	56.4296	38.9143	40.257	33.6225	24.4652	16.5123	42.6961	57.571999999999996	28.4271	20.9118	38.1694	27.2497
kbaZ	b3132	2.20424	2.37226	3.25732	2.12341	0.651998	0.306633	1.89713	2.4462099999999998	1.09782	2.01513	3.4127199999999998	1.65967
agaV	b3133	11.4268	2.45792	3.95019	1.28826	0.491813	3.21915	5.81318	6.25465	3.7576	3.1107099999999996	2.04483	2.56467
agaA	b3135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
agaW	b3134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
agaS	b3136	2.90515	2.56803	1.15123	0.290164	0.839563	1.28129	0.652165	0.22566399999999998	0.36334299999999997	0.775015	0.655568	0.407009
kbaY	b3137	1.54751	2.1981	0.8969239999999999	0.567137	0.854499	1.64933	0.964108	1.6393400000000002	0.485883	0.8454709999999999	0.314786	0.8680190000000001
agaB	b3138	2.61415	2.8755900000000003	6.15264	0.39053699999999997	2.17181	2.51152	2.62184	1.41828	1.99155	1.85765	0.654828	1.2299200000000001
agaD	b3140	2.20365	1.88556	2.31877	1.47359	1.43659	2.42262	0.649055	1.11344	1.7972700000000001	1.2741	1.03782	0.521146
agaC	b3139	0.508418	2.35507	2.2612099999999997	2.6916900000000004	3.37581	0.884423	1.56571	1.2767600000000001	0.0	1.09566	0.795814	1.51189
agaI	b3141	2.12728	2.8426400000000003	4.60271	3.45422	5.67466	4.82606	1.82355	1.3997899999999999	2.74496	2.42309	2.89039	1.5842200000000002
eaeH	b0297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yraH	b3142	14.7902	8.5478	10.0541	6.87581	4.770519999999999	6.8183	7.10168	12.6305	4.0543	14.1405	7.28171	13.0639
yraI	b3143	0.45524	0.55289	0.358098	0.22629200000000002	0.5059170000000001	0.248286	0.27258499999999997	1.0679100000000001	0.0	0.6296689999999999	1.26997	0.32764499999999996
yraJ	b3144	5.58101	5.3736	6.12597	3.42633	4.40267	3.19275	5.55454	5.661519999999999	4.83824	3.7797699999999996	4.6946699999999995	4.20043
yraK	b3145	30.0263	37.3807	30.8649	3.8391599999999997	4.30011	4.30586	9.88222	9.659939999999999	9.62073	4.92384	6.13382	4.15375
yraN	b3148	198.665	217.113	188.875	176.25599999999997	193.72799999999998	167.36900000000003	196.778	350.73400000000004	194.69099999999997	181.11700000000002	229.916	158.643
lpoA	b3147	118.486	120.219	167.58599999999998	175.708	168.396	169.07	130.106	100.28299999999999	132.81799999999998	133.678	125.95200000000001	135.999
diaA	b3149	164.40099999999998	174.48	173.676	159.125	164.57	169.481	160.207	121.708	174.65400000000002	174.222	154.588	162.16899999999998
yraP	b3150	194.605	212.84	233.67	222.058	227.976	219.12400000000002	176.729	160.643	203.83900000000003	185.46099999999998	159.952	193.903
yhbO	b3153	34.2305	22.7509	19.6452	1.79731	2.44856	3.1404	40.216	79.8108	35.0543	67.5223	48.4795	43.7601
yhbQ	b3155	25.3292	24.9562	35.515	28.474	36.7319	31.573	26.6575	38.0636	30.605	22.4913	23.3611	38.4911
yhbU	b3158	78.8127	116.749	26.2355	2.87032	3.82594	18.0906	25.1084	31.2838	15.6037	2.00177	7.548710000000001	2.34036
yhbV	b3159	32.3495	45.828	11.7236	3.21535	3.9114699999999996	7.7224699999999995	7.48406	11.2773	6.59991	2.86712	5.4561	3.3632800000000005
yhbW	b3160	332.728	350.594	292.519	55.9983	64.3837	55.3114	260.791	256.072	273.91200000000003	145.5	133.253	126.40799999999999
argG	b3172	1030.76	514.489	1100.49	2415.56	2296.52	2384.15	969.995	1153.31	938.742	1159.47	1067.05	2411.66
yhbY	b3180	79.6318	104.69	200.018	635.619	608.356	717.665	395.843	233.78799999999998	435.589	503.908	419.12199999999996	622.914
dacB	b3182	26.7813	28.1683	89.2618	102.93700000000001	101.912	101.439	65.0735	36.7212	61.4848	65.6098	64.8543	55.9021
ispB	b3187	242.858	285.973	336.902	481.559	484.14300000000003	517.351	300.613	227.112	366.594	354.22	329.069	423.994
sfsB	b3188	56.5388	57.8976	68.9568	75.1511	77.0267	54.456	32.0927	42.0919	50.7553	41.7363	60.22	34.9529
yrbG	b3196	59.0575	57.7056	70.2177	70.0771	71.0554	69.6645	74.0577	82.1287	72.10300000000001	81.8254	61.7885	65.8489
kdsD	b3197	367.999	373.616	342.83099999999996	185.55200000000002	167.452	162.852	235.671	257.185	211.72	208.3	211.28400000000002	207.88
lptC	b3199	563.637	648.984	483.70300000000003	354.161	343.95300000000003	342.659	307.907	289.346	289.323	282.967	319.64799999999997	284.39099999999996
kdsC	b3198	430.667	470.93300000000005	310.904	256.743	267.491	254.09400000000002	221.75900000000001	202.888	205.03599999999997	183.953	209.778	181.34599999999998
lptA	b3200	734.745	845.3919999999999	667.67	555.034	566.9580000000001	620.01	434.02	441.025	493.649	451.25199999999995	514.225	443.04699999999997
lptB	b3201	252.674	323.899	200.53400000000002	288.89	296.19	325.462	189.889	161.138	223.28799999999998	190.615	187.165	221.56400000000002
rpoN	b3202	449.973	463.80300000000005	388.566	320.509	338.724	348.00800000000004	391.709	453.733	386.829	404.051	412.77099999999996	375.538
hpf	b3203	2153.06	1971.85	1440.39	830.7189999999999	838.3439999999999	704.5260000000001	1682.19	2648.81	1834.87	1766.83	1674.28	1702.01
ptsN	b3204	582.752	624.635	444.69599999999997	366.086	370.02	355.11	501.779	546.393	462.774	481.81199999999995	434.381	447.894
npr	b3206	116.178	159.409	126.59700000000001	108.78299999999999	134.464	134.645	137.19299999999998	106.64399999999999	175.331	158.332	159.317	134.80700000000002
yhbJ	b3205	756.722	705.065	700.1039999999999	328.351	319.249	317.95	697.77	912.041	508.23400000000004	577.905	691.335	503.57599999999996
yrbL	b3207	1389.56	1450.42	1203.37	351.464	288.774	310.46	2114.26	2236.53	2258.29	734.3860000000001	620.029	863.548
ykgQ	b4631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gltB	b3212	1881.26	1865.07	1697.56	2029.62	2062.16	2163.71	2318.44	2689.1	2909.83	2363.89	2011.46	2880.82
gltD	b3213	2013.11	2108.89	1780.76	1942.73	1951.47	2076.39	2312.3	2648.27	2746.32	2251.49	1960.6	2512.54
gltF	b3214	69.5111	69.7562	66.2371	95.1296	89.0062	99.4764	92.7733	91.4092	103.02	80.0787	78.7762	103.48100000000001
yhcA	b3215	5.10508	5.28969	9.68877	7.250319999999999	7.8875	7.3052	8.91586	8.92141	8.69613	9.10621	11.4807	6.05516
yhcD	b3216	6.66087	6.73233	7.2626100000000005	4.62028	3.45264	4.8063	8.41099	6.8898	7.14491	8.02132	9.3638	5.88513
yhcF	b3219	39.4902	39.951	40.1693	20.3994	16.6905	16.374000000000002	38.6565	28.6502	29.3735	33.917	30.3614	26.1056
yhcG	b3220	10.2768	12.0436	12.7869	4.6784300000000005	6.5471900000000005	3.18085	7.90972	7.66352	5.4337	6.5216400000000005	9.21925	6.5144400000000005
dcuD	b3227	2.16457	3.9483699999999997	2.17042	1.2308299999999999	1.39317	2.09491	0.733577	1.1183299999999998	0.49422	1.3855	1.2316799999999999	0.5513279999999999
rclR	b0305	2.6627400000000003	2.91411	5.94461	4.89837	2.78725	3.36246	7.02503	4.25561	4.2623	3.01231	2.03708	3.15387
yhcB	b3233	554.154	665.25	521.039	623.485	599.695	601.569	549.285	607.781	570.634	555.817	456.55699999999996	680.493
degQ	b3234	84.8664	91.3303	82.4924	71.1281	78.1525	63.318000000000005	66.07300000000001	70.6545	65.6757	87.3166	79.6776	80.4557
degS	b3235	48.8457	52.9712	73.988	98.6378	96.2298	99.0488	61.812	43.2435	64.6224	58.3912	51.5504	63.6367
argR	b3237	282.878	219.65599999999998	271.159	340.75199999999995	335.17199999999997	344.624	426.44800000000004	373.474	302.422	342.00199999999995	325.437	514.905
yhcN	b3238	40255.4	48968.8	25194.9	191.813	68.9985	56.4823	11997.1	16002.6	11968.6	103.64	143.894	115.088
aaeR	b3243	43.8081	48.5873	50.2173	59.9475	64.8838	59.5128	46.111999999999995	41.9024	54.2739	51.038999999999994	45.7214	52.0976
acuI	b3253	123.348	161.748	72.709	72.7878	82.3043	67.9983	65.0549	96.2759	47.1336	87.9833	72.7658	78.0461
yrdF	b4697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yrdE	b4646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
accB	b3255	640.235	401.51199999999994	1088.59	2228.62	2365.22	2203.24	1317.03	864.336	1459.09	2117.17	2414.5	2254.91
ykgE	b0306	8.94185	5.48644	8.80905	5.66777	6.09576	4.8493	3.50389	3.3350699999999995	4.52629	4.36677	2.4946200000000003	3.08548
accC	b3256	351.276	310.445	573.797	1028.96	1025.19	1137.44	596.194	439.25800000000004	735.453	779.8760000000001	697.9789999999999	907.8960000000001
yhdT	b3257	32.3436	24.0934	57.38399999999999	70.7927	71.7162	86.0379	28.4415	25.86	23.4149	37.2299	21.8951	58.1039
panF	b3258	30.0018	30.0175	50.0627	76.788	69.414	75.4356	32.3463	18.7965	29.4478	42.8198	42.6192	37.808
prmA	b3259	133.335	166.132	177.03400000000002	183.247	188.984	217.162	96.3469	85.5187	90.6396	119.079	110.12299999999999	119.726
dusB	b3260	108.61200000000001	99.8201	354.53	1095.64	1015.52	1036.21	733.2260000000001	481.37800000000004	649.145	1188.99	1380.37	1252.61
fis	b3261	212.355	148.864	559.48	2694.12	2238.9	2179.44	1430.49	821.633	1493.67	2421.62	2498.9	2874.9
yhdJ	b3262	8.04663	4.53076	5.92569	11.8256	10.2139	9.47638	7.86822	5.96117	2.9051099999999996	4.0404800000000005	10.9323	8.4058
yhdU	b3263	0.0	0.0	0.0	22.0392	23.9564	14.0365	11.857999999999999	0.0	9.417530000000001	0.0	7.86945	14.1512
acrE	b3265	0.789484	1.06916	1.36909	1.05908	1.35484	1.29951	0.9730790000000001	0.888156	0.5006520000000001	0.75439	0.615321	1.55542
acrF	b3266	10.0011	10.7627	6.977339999999999	4.60726	4.74287	4.22738	5.811319999999999	4.19916	6.50166	3.92628	2.7887299999999997	4.380669999999999
ykgF	b0307	14.1647	12.7837	16.3401	10.1847	13.0929	10.7161	14.6995	15.592	16.159000000000002	14.2684	12.6126	13.9423
yhdV	b3267	16.6707	10.675	8.5438	25.7597	18.9898	23.1161	12.6785	12.3028	2.70704	58.9554	21.3904	30.5962
yhdW	b3268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yhdX	b3269	2.09659	1.4137600000000001	2.0617900000000002	2.10227	2.3671900000000003	2.287	2.1621	1.25241	0.7959470000000001	3.6161800000000004	4.27529	5.7012
yhdY	b3270	3.6256800000000005	3.58285	3.1434	3.83811	2.73748	2.27636	2.9508099999999997	2.48522	2.73159	4.29919	6.67536	6.724139999999999
