evolved_compound,grown_compound,strain,repl,growth_rate,rel_growth_rate,growth_ratio,exp_name
octanoate,M9,OCTA4-13,1,0.9542526678119667,0.2638679676702056,1.3822042516527726,OCTA
octanoate,M9,OCTA5-8,2,0.7821154530787041,0.091730752936943,1.1328690408667912,OCTA
octanoate,M9,OCTA6-5,3,0.8373771994983688,0.14699249935660763,1.2129139005056524,OCTA
octanoate,M9,OCTA7-2,1,0.9519005835485784,0.2615158834068173,1.3787973333608328,OCTA
octanoate,M9,OCTA7-10,2,0.8735808595165279,0.18319615937476674,1.2653537358767508,OCTA
octanoate,M9,OCTA8-7,3,0.6444619466910937,-0.04592275345066743,0.933482370856078,OCTA
NA,M9,MG1655,4,0.7289407773572826,0.038556077215521456,1.0558472359071753,OCTA
octanoate,M9,OCTA1-9,1,0.9609550224892836,0.27057032234752243,1.3919123965116325,OCTA
octanoate,M9,OCTA2-9,2,0.895572985238188,0.20518828509642684,1.2972086215906786,OCTA
octanoate,M9,OCTA2-14,3,0.7767154394054948,0.08633073926373369,1.1250472950023471,OCTA
octanoate,M9,OCTA4-9,1,0.8558836966854488,0.16549899654368772,1.239719965563699,OCTA
octanoate,M9,OCTA4-13,2,0.9247274965704971,0.234342796428736,1.339437992152226,OCTA
octanoate,M9,OCTA5-8,3,0.8409823632248784,0.15059766308311728,1.2181358640366655,OCTA
octanoate,M9,OCTA6-6,1,0.7791769322195515,0.08879223207779041,1.1286126880557437,OCTA
octanoate,M9,OCTA7-2,2,0.7574321705790834,0.06704747043732229,1.0971161012455157,OCTA
octanoate,M9,OCTA7-10,3,0.9432534991943321,0.252868799052571,1.3662723102071175,OCTA
octanoate,M9,OCTA8-10,1,0.7593100973349957,0.06892539719323454,1.0998362176610832,OCTA
NA,M9,MG1655,5,0.6903446996354237,-4.000050633745644e-05,0.9999420605550365,OCTA
octanoate,M9,OCTA1-9,2,0.8847004455527606,0.1943157454109995,1.2814600980744495,OCTA
octanoate,M9,OCTA2-16,1,0.7642465897801709,0.07386188963840978,1.106986567957319,OCTA
octanoate,M9,OCTA4-9,2,0.7114492395914738,0.02106453944971265,1.0305113068777267,OCTA
octanoate,M9,OCTA4-13,3,0.9926151347311257,0.3022304345893646,1.437771049282097,OCTA
octanoate,M9,OCTA5-9,1,0.8609361881409561,0.17055148799919495,1.2470383366899274,OCTA
octanoate,M9,OCTA6-6,2,0.755950230781771,0.06556553064000992,1.0949695591842445,OCTA
octanoate,M9,OCTA7-2,3,0.8389435207614286,0.14855882061966752,1.2151826664020262,OCTA
octanoate,M9,OCTA8-5,1,0.6882850106007355,-0.0020996895410255734,0.9969586673334527,OCTA
octanoate,M9,OCTA8-10,2,0.6867040581850228,-0.0036806419567383397,0.994668708683749,OCTA
octanoate,M9,OCTA1-3,1,1.0342224334006194,0.34383773325885825,1.4980378811816888,OCTA
octanoate,M9,OCTA1-9,3,1.0011246764631017,0.31073997632134054,1.4500968463778736,OCTA
octanoate,M9,OCTA2-10,1,0.6320223604319848,-0.058362339709776334,0.9154640308544028,OCTA
octanoate,M9,OCTA2-16,2,0.7351580333797954,0.04477333323803423,1.0648527309901865,OCTA
octanoate,M9,OCTA4-9,3,0.830824534019447,0.14043983387768588,1.2034225756289914,OCTA
octanoate,M9,OCTA5-4,1,0.6626797789354835,-0.027704921206277655,0.9598703140428969,OCTA
octanoate,M9,OCTA5-9,2,0.8477864522308999,0.15740175208913876,1.227991367793664,OCTA
octanoate,M9,OCTA6-6,3,0.8386032592160925,0.14821855907433135,1.214689808513857,OCTA
octanoate,M9,OCTA7-9,1,0.9373912507653572,0.2470065506235961,1.3577810321881072,OCTA
octanoate,M9,OCTA8-5,2,0.7109406937691398,0.0205559936273787,1.0297746946349735,OCTA
octanoate,M9,OCTA8-10,3,0.7051825071307164,0.014797806988955275,1.0214341467676162,OCTA
octanoate,M9,OCTA1-3,2,0.9113750065628219,0.22099030642106077,1.3200973404765248,OCTA
octanoate,M9,OCTA2-4,1,0.8648158093535645,0.17443110921180338,1.2526578430489355,OCTA
octanoate,M9,OCTA2-10,2,0.5537886392441969,-0.13659606089756426,0.8021450057199759,OCTA
octanoate,M9,OCTA2-16,3,0.7698803287659817,0.07949562862422055,1.1151468574084813,OCTA
octanoate,M9,OCTA4-10,1,0.7646777726028363,0.0742930724610752,1.1076111223870113,OCTA
octanoate,M9,OCTA5-4,2,0.6191084390553665,-0.07127626108639462,0.896758631713943,OCTA
octanoate,M9,OCTA5-9,3,0.8531478542682762,0.1627631541265151,1.2357571859473333,OCTA
octanoate,M9,OCTA6-7,1,0.7521469456636669,0.06176224552190579,1.089460623199245,OCTA
octanoate,M9,OCTA7-9,2,0.9080870352590866,0.2177023351173255,1.3153348199527355,OCTA
octanoate,M9,OCTA8-5,3,0.6482461458436324,-0.04213855429812874,0.938963661434739,OCTA
octanoate,M9,OCTA1-3,3,1.0260062486031556,0.33562154846139447,1.4861370021561588,OCTA
octanoate,M9,OCTA2-4,2,0.8126291828898532,0.12224448274809208,1.1770671956128096,OCTA
octanoate,M9,OCTA2-10,3,0.5713543836961087,-0.11903031644565243,0.8275884207439546,OCTA
octanoate,M9,OCTA4-5,1,0.8649353108577933,0.17455061071603217,1.2528309371285178,OCTA
octanoate,M9,OCTA4-10,2,0.8412400223285876,0.1508553221868265,1.218509074948866,OCTA
octanoate,M9,OCTA5-4,3,0.7688286601444656,0.07844396000270448,1.113623549285778,OCTA
octanoate,M9,OCTA6-5,1,0.8100163733541479,0.11963167321238677,1.173282625162206,OCTA
octanoate,M9,OCTA6-7,2,0.8074274214591862,0.1170427213174251,1.1695326117357352,OCTA
octanoate,M9,OCTA7-9,3,1.0145171893754492,0.3241324892336881,1.4694954699418048,OCTA
octanoate,M9,OCTA8-7,1,0.705359886408247,0.014975186266485863,1.0216910749375108,OCTA
NA,M9,MG1655,1,0.7478624326044059,0.01638679825275413,1.0224023842807541,PUTR
putrescine,M9,PUTR1-6,1,0.9022421960395152,0.17076656168786342,1.2334548871736835,PUTR
NA,M9,MG1655,2,0.7448344820492251,0.01335884769757334,1.0182628744830498,PUTR
putrescine,M9,PUTR1-6,2,0.8937540305144989,0.16227839616284712,1.2218507200266262,PUTR
putrescine,M9,PUTR2-4,3,0.8339236225796175,0.10244798822796575,1.1400565971261247,PUTR
putrescine,M9,PUTR3-1,1,0.8793770363070618,0.14790140195541002,1.2021959379228038,PUTR
putrescine,M9,PUTR3-10,2,0.8927222889546408,0.16124665460298904,1.2204402266193202,PUTR
putrescine,M9,PUTR4-7,3,0.8087223712920976,0.07724673694044581,1.1056039781952738,PUTR
putrescine,M9,PUTR5-6,1,0.8491797003280034,0.11770406597635164,1.160913173930502,PUTR
putrescine,M9,PUTR6-2,2,0.8586600708842949,0.1271844365326431,1.1738737841150018,PUTR
putrescine,M9,PUTR6-10,3,0.7818382378032229,0.050362603451571175,1.0688506917885383,PUTR
putrescine,M9,PUTR7-9,1,0.7749301551717237,0.04345452082007195,1.0594066552313641,PUTR
putrescine,M9,PUTR8-6,2,0.7041400455446546,-0.027335588806997158,0.9626295292375306,PUTR
NA,M9,MG1655,3,0.7224235454917258,-0.009052088859925922,0.987624893523693,PUTR
putrescine,M9,PUTR1-6,3,0.8899852421812083,0.1585096078295566,1.2166984112465382,PUTR
putrescine,M9,PUTR2-8,1,0.8348818348139375,0.10340620046228577,1.1413665686266372,PUTR
putrescine,M9,PUTR3-1,2,0.847644258104472,0.11616862375282022,1.1588140715798239,PUTR
putrescine,M9,PUTR3-10,3,0.8085939968421053,0.07711836249045356,1.1054284775443108,PUTR
putrescine,M9,PUTR4-8,1,0.8051594992133534,0.07368386486170164,1.1007331774311413,PUTR
putrescine,M9,PUTR5-6,2,0.83863335383779,0.10715771948613828,1.146495268541813,PUTR
putrescine,M9,PUTR6-2,3,0.7613753778241944,0.02989974347254265,1.040875925414856,PUTR
putrescine,M9,PUTR7-1,1,0.7724617559411602,0.04098612158950843,1.0560321077896693,PUTR
putrescine,M9,PUTR7-9,2,0.7681628122877361,0.036687177936084336,1.0501550239176487,PUTR
putrescine,M9,PUTR8-6,3,0.7174351509361504,-0.014040483415501348,0.9808052616435458,PUTR
NA,M9,MG1655,4,0.7519915396269748,0.0205159052753231,1.0280472845736106,PUTR
putrescine,M9,PUTR1-9,1,0.8244221970889014,0.09294656273724966,1.1270672027505515,PUTR
putrescine,M9,PUTR2-8,2,0.8244933955388078,0.0930177611871561,1.1271645381183517,PUTR
putrescine,M9,PUTR3-1,3,0.8577513089922795,0.12627567464062772,1.1726314161544875,PUTR
putrescine,M9,PUTR4-3,1,0.7781992280706336,0.046723593718981826,1.0638758032731952,PUTR
putrescine,M9,PUTR4-8,2,0.8135581737161816,0.0820825393645298,1.1122150014433279,PUTR
putrescine,M9,PUTR5-6,3,0.7878452665688117,0.05636963221715996,1.0770628980241066,PUTR
putrescine,M9,PUTR6-7,1,0.8891529424687382,0.15767730811708647,1.2155605746961684,PUTR
putrescine,M9,PUTR7-1,2,0.7897314404840843,0.05825580613243253,1.0796414855076724,PUTR
putrescine,M9,PUTR7-9,3,0.7610396195017765,0.029563985150124705,1.0404169103682162,PUTR
putrescine,M9,PUTR8-10,1,0.7887777529445846,0.05730211859293288,1.0783376997153473,PUTR
NA,M9,MG1655,5,0.6902661719859269,-0.04120946236572487,0.9436625631388923,PUTR
putrescine,M9,PUTR1-9,2,0.7748986143266994,0.043422979975047626,1.05936353575678,PUTR
putrescine,M9,PUTR2-8,3,0.8212241652027159,0.08974853085106416,1.122695174844222,PUTR
putrescine,M9,PUTR3-9,1,0.7632192354248423,0.03174360107319052,1.0433966622843516,PUTR
putrescine,M9,PUTR4-3,2,0.7892522197192224,0.05777658536757069,1.078986343022596,PUTR
putrescine,M9,PUTR4-8,3,0.7761717391933918,0.044696104841740025,1.0611040241707528,PUTR
putrescine,M9,PUTR5-8,1,0.8181572099854315,0.08668157563377976,1.1185023417910709,PUTR
putrescine,M9,PUTR6-7,2,0.8683195307659196,0.13684389641426786,1.1870792272329895,PUTR
putrescine,M9,PUTR7-1,3,0.7574242777997636,0.025948643448111874,1.035474378406482,PUTR
putrescine,M9,PUTR8-3,1,0.7226607110059978,-0.008814923345653924,0.9879491223881065,PUTR
putrescine,M9,PUTR8-10,2,0.6814179487301388,-0.050057685621512915,0.9315661612353201,PUTR
putrescine,M9,PUTR1-3,1,0.9648302662046865,0.23335463185303473,1.3190190088284623,PUTR
putrescine,M9,PUTR1-9,3,0.8558896244444478,0.12441399009279608,1.1700863080737764,PUTR
putrescine,M9,PUTR2-6,1,0.8139230280752178,0.08244739372356602,1.1127137936681155,PUTR
putrescine,M9,PUTR3-9,2,0.7231563960510902,-0.008319238300561582,0.9886267731830393,PUTR
putrescine,M9,PUTR4-3,3,0.7869611846832529,0.055485550331601186,1.0758542700889568,PUTR
putrescine,M9,PUTR5-1,1,0.6308800787146865,-0.1005955556369652,0.8624758626086996,PUTR
putrescine,M9,PUTR5-8,2,0.7779810154469026,0.04650538109525082,1.063577484896638,PUTR
putrescine,M9,PUTR6-7,3,0.8282946878910533,0.09681905353940157,1.132361283127657,PUTR
putrescine,M9,PUTR7-7,1,0.8106579379604685,0.07918230360881673,1.1082500904886605,PUTR
putrescine,M9,PUTR8-3,2,0.676489983474655,-0.054985650876996695,0.9248291422232627,PUTR
putrescine,M9,PUTR8-10,3,0.688562698016672,-0.04291293633497972,0.9413337446666752,PUTR
putrescine,M9,PUTR1-3,2,0.9820379246412151,0.25056229028956334,1.3425435906852192,PUTR
putrescine,M9,PUTR2-4,1,0.7972739555700277,0.06579832121837592,1.0899528543786652,PUTR
putrescine,M9,PUTR2-6,2,0.7940697989692876,0.0625941646176359,1.0855724533779127,PUTR
putrescine,M9,PUTR3-9,3,0.7176756073437667,-0.013800027007885074,0.9811339894867218,PUTR
putrescine,M9,PUTR4-7,1,0.773449065500652,0.04197343114900021,1.0573818582299104,PUTR
putrescine,M9,PUTR5-1,2,0.63461534893388,-0.0968602854177717,0.8675823487905726,PUTR
putrescine,M9,PUTR5-8,3,0.7685215172609858,0.03704588290933408,1.0506454093199837,PUTR
putrescine,M9,PUTR6-10,1,0.6837049142390786,-0.047770720112573106,0.9346926707204471,PUTR
putrescine,M9,PUTR7-7,2,0.8116330783700201,0.08015744401836833,1.1095832044896703,PUTR
putrescine,M9,PUTR8-3,3,0.7013854780296515,-0.030090156322000294,0.9588637612670846,PUTR
putrescine,M9,PUTR1-3,3,0.9070213013033852,0.17554566695173346,1.2399883997603414,PUTR
putrescine,M9,PUTR2-4,2,0.7740183574794286,0.04254272312777685,1.0581601370296974,PUTR
putrescine,M9,PUTR2-6,3,0.8024315037752086,0.0709558694235568,1.0970037361346274,PUTR
putrescine,M9,PUTR3-10,1,0.7459977954421648,0.014522161090513075,1.0198532396822553,PUTR
putrescine,M9,PUTR4-7,2,0.7622261904640037,0.030750556112352,1.042039070979593,PUTR
putrescine,M9,PUTR5-1,3,0.5971263044622419,-0.13434932988940984,0.8163310935045823,PUTR
putrescine,M9,PUTR6-2,1,0.8515343419655196,0.12005870761386783,1.164132203419575,PUTR
putrescine,M9,PUTR6-10,2,0.714214364293397,-0.01726127005825473,0.9764021257200803,PUTR
putrescine,M9,PUTR7-7,3,0.7464886936797148,0.015013059328063072,1.0205243464348202,PUTR
putrescine,M9,PUTR8-6,1,0.6735196488385181,-0.057955985513133634,0.9207683991217243,PUTR
