	MG1655-1	COUM2-4_1	COUM4-2_1	COUM7-6_1	COUM8-6_1	nadR-1	mprA-1	yhjK-1	MG1655-2	COUM2-4_2	COUM4-2_2	COUM7-6_2	COUM8-6_2	nadR-2	mprA-2	yhjK-2	MG1655-3	COUM2-4_3	COUM4-2_3	COUM7-6_3	COUM8-6_3	nadR-3	mprA-3	yhjK-3	ypjA-1	nadR_mprA-1	nadR_yhjK-1	mprA_yhjK-1	ypjA_mprA-1	nadR_mprA_yhjK-1	ypjA_mprA_nadR-1	ypjA_mprA_yhjK-1	ypjA-2	nadR_mprA-2	nadR_yhjK-2	mprA_yhjK-2	ypjA_mprA-2	nadR_mprA_yhjK-2	ypjA_mprA_nadR-2	ypjA_mprA_yhjK-2	ypjA-3	nadR_mprA-3	nadR_yhjK-3	mprA_yhjK-3	ypjA_mprA-3	nadR_mprA_yhjK-3	ypjA_mprA_nadR-3	ypjA_mprA_yhjK-3
8.67195	0.715	2.952	8.707	6.403	1.235	0.74	0.9179999999999999	0.613	0.514	8.154	9.85	12.738	1.199	0.504	0.823	0.735	0.444	6.456	10.058	7.782	0.74	0.537	2.89	0.841	0.33899999999999997	1.3619999999999999	0.752	0.5870000000000001	1.198	0.8440000000000001	1.005	0.688	0.452	0.903	0.8009999999999999	0.838	0.9359999999999999	0.695	1.965	0.506	0.145	0.688	0.738	0.722	0.768	0.747	0.85	0.645
8.83863	1.217	3.21	9.132	7.263	0.8909999999999999	0.669	0.9279999999999999	0.57	0.49700000000000005	8.689	10.522	13.686	1.374	0.57	0.752	0.8540000000000001	0.509	6.854	11.414000000000001	8.208	0.7240000000000001	0.684	2.505	0.797	0.433	1.429	0.764	0.597	1.21	0.828	1.016	0.6990000000000001	0.518	0.86	0.976	0.986	1.002	0.5429999999999999	2.14	0.682	0.156	0.836	0.831	0.9520000000000001	1.3519999999999999	0.621	0.9159999999999999	0.575
9.00526	0.7859999999999999	3.79	9.604	7.625	1.088	0.81	0.9329999999999999	0.63	0.503	9.761000000000001	11.159	14.433	1.379	0.52	0.8390000000000001	0.777	0.515	8.035	11.751	9.199	0.7559999999999999	0.47100000000000003	2.6260000000000003	1.021	0.43799999999999994	1.544	0.769	0.657	1.379	0.915	1.103	0.705	0.687	0.866	0.9540000000000001	0.938	1.7169999999999999	0.9309999999999999	2.31	0.743	0.161	0.8420000000000001	0.754	0.821	0.922	0.6809999999999999	1.004	0.499
9.17194	0.889	4.301	10.687000000000001	8.463	1.082	0.6409999999999999	0.983	0.624	0.44299999999999995	10.544	11.559000000000001	14.968	1.865	0.733	0.752	0.8270000000000001	0.536	8.463	11.985999999999999	10.008	0.669	0.629	2.859	0.797	0.433	1.511	0.764	0.652	1.319	0.991	1.0979999999999999	0.836	0.46299999999999997	0.9420000000000001	0.894	0.932	1.411	0.625	2.358	0.682	0.21100000000000002	0.863	0.831	0.843	1.107	0.6759999999999999	0.998	0.575
9.33871	0.7959999999999999	4.6419999999999995	11.105	9.156	1.208	0.631	1.082	0.858	0.596	10.853	12.467	15.764000000000001	1.69	0.504	0.769	0.898	0.41600000000000004	8.855	13.057	10.915999999999999	0.795	0.5920000000000001	2.7539999999999996	1.004	0.42100000000000004	1.771	0.807	0.669	1.444	0.98	1.25	0.769	0.452	1.094	0.9640000000000001	1.056	1.345	0.6679999999999999	2.6189999999999998	0.67	0.22699999999999998	0.9059999999999999	0.82	0.8859999999999999	0.9309999999999999	0.665	0.986	0.645
9.50537	1.9809999999999999	5.256	11.587	9.827	1.082	0.723	1.1740000000000002	0.679	0.6609999999999999	11.362	12.786	15.895	1.756	0.597	0.779	0.909	0.536	10.017999999999999	13.078	12.054	0.915	0.7929999999999999	2.614	0.961	0.433	2.1109999999999998	0.982	0.7340000000000001	1.401	0.91	1.262	0.6990000000000001	0.518	1.1059999999999999	0.976	1.014	1.329	0.7070000000000001	2.9589999999999996	0.682	0.23800000000000002	1.0270000000000001	0.9129999999999999	0.9520000000000001	1.079	0.758	1.026	0.575
9.67206	0.772	6.172000000000001	12.637	10.387	1.156	0.634	1.139	0.861	0.599	11.593	13.372	15.742	2.0469999999999997	0.643	0.7170000000000001	0.9279999999999999	0.61	10.277000000000001	13.389000000000001	12.665999999999999	0.743	0.54	2.76	1.0070000000000001	0.451	2.1830000000000003	0.8909999999999999	0.726	1.61	0.847	1.526	0.8270000000000001	0.619	0.988	1.022	1.3869999999999998	1.702	0.8340000000000001	3.085	0.6729999999999999	0.284	1.073	1.041	1.189	1.07	0.7490000000000001	1.0170000000000001	0.5660000000000001
9.83863	0.845	6.433	12.704	11.6	1.121	0.653	1.213	0.7709999999999999	0.563	11.687999999999999	14.365	16.27	2.202	0.47100000000000003	0.818	0.8109999999999999	0.52	11.135	14.354000000000001	12.977	0.872	0.504	2.5789999999999997	0.9440000000000001	0.49700000000000005	2.146	0.992	0.718	1.765	0.893	1.435	0.845	1.7269999999999999	1.006	1.04	1.214	1.557	0.825	3.403	0.6629999999999999	0.19399999999999998	1.173	0.95	1.207	1.089	0.823	1.307	0.612
10.00539	0.778	7.271	14.392000000000001	12.440999999999999	1.325	0.748	1.28	0.867	0.6859999999999999	12.203	14.390999999999998	15.862	2.38	0.649	0.995	1.07	0.615	11.432	14.818	13.958	0.912	0.7090000000000001	2.69	1.013	0.457	2.162	1.006	0.813	1.725	0.852	1.504	0.9420000000000001	0.9520000000000001	1.0759999999999998	1.109	1.393	1.653	1.031	3.5010000000000003	0.897	0.37200000000000005	1.242	0.9640000000000001	1.304	2.44	0.782	1.159	0.7090000000000001
10.17207	0.701	7.892	14.540999999999999	13.955	1.412	0.782	1.205	0.98	0.501	12.573	15.220999999999998	16.008	2.6839999999999997	0.627	0.892	0.912	0.512	11.475	15.591	14.895	0.945	0.66	2.697	1.018	0.434	2.654	0.983	0.8190000000000001	1.7830000000000001	0.9940000000000001	1.645	0.836	1.391	1.215	1.195	1.396	1.766	0.762	3.883	0.872	0.214	1.381	1.051	1.335	1.679	0.76	1.325	0.63
10.33872	0.693	8.342	14.716	13.612	1.703	0.6920000000000001	1.3330000000000002	0.972	0.547	12.694	15.259	16.480999999999998	3.2460000000000004	0.537	0.884	0.9590000000000001	0.585	11.379000000000001	15.9	15.232000000000001	0.883	0.679	2.544	1.064	0.425	2.6439999999999997	1.0290000000000001	0.784	1.8559999999999999	1.121	1.7990000000000002	1.073	0.648	1.2329999999999999	1.159	1.5230000000000001	2.274	1.1340000000000001	4.145	0.8079999999999999	0.314	1.3719999999999999	1.015	1.435	1.67	0.887	1.126	0.8390000000000001
10.50539	0.701	9.689	15.357999999999999	14.472000000000001	1.875	0.945	1.396	1.008	0.664	13.498	16.119	16.553	3.283	0.654	0.919	0.9670000000000001	0.593	11.693	17.305999999999997	15.739	1.0270000000000001	0.851	2.888	0.991	0.488	2.872	0.983	0.9	2.083	1.048	1.835	1.0	0.575	1.297	1.25	1.695	2.0380000000000003	0.898	4.455	0.953	0.18600000000000003	1.7080000000000002	1.024	1.689	1.5430000000000001	0.6779999999999999	1.298	0.7659999999999999
10.672	0.843	9.861	15.587	14.890999999999998	1.8259999999999998	0.787	1.564	1.286	0.588	13.89	17.137999999999998	16.673	3.698	0.632	0.925	1.054	0.5720000000000001	12.738	17.754	15.505999999999998	1.114	0.856	2.7910000000000004	1.078	0.494	3.1239999999999997	1.043	0.9059999999999999	2.28	1.163	1.923	1.169	0.607	1.33	1.419	1.7009999999999998	2.262	1.067	4.789	0.905	0.13699999999999998	1.7690000000000001	1.111	1.749	1.685	0.82	1.331	0.636
10.8387	0.845	10.82	16.137	15.578	2.074	0.735	1.73	1.1520000000000001	0.754	14.658	17.907	16.924	4.3	0.58	0.982	1.22	0.738	13.07	18.768	16.302	1.198	0.831	3.1510000000000002	1.19	0.524	3.154	1.074	1.045	2.419	1.193	2.062	1.091	0.6920000000000001	1.3880000000000001	1.422	1.95	2.592	1.0979999999999999	5.2010000000000005	0.9079999999999999	0.19399999999999998	2.044	1.2770000000000001	1.943	1.77	0.986	1.389	0.748
11.00557	0.9159999999999999	10.855	17.395	16.073	2.1719999999999997	1.3780000000000001	1.72	1.25	0.7979999999999999	14.827	18.101	17.473	4.777	0.57	0.998	1.155	0.509	13.512	19.206	15.788	1.297	0.848	2.909	1.178	0.512	3.6039999999999996	1.1159999999999999	0.9520000000000001	2.488	1.345	2.214	1.16	0.653	1.5930000000000002	1.328	2.019	2.661	1.14	5.35	1.222	0.184	2.168	1.266	2.148	1.8659999999999999	0.975	1.4040000000000001	0.818
11.17217	0.82	12.055	17.665	15.392000000000001	2.4019999999999997	0.7120000000000001	1.733	1.344	0.73	15.317	19.459	17.824	5.277	0.6920000000000001	1.067	1.1420000000000001	0.631	14.003	19.528	15.595999999999998	1.501	0.807	2.7439999999999998	1.328	0.389	3.8310000000000004	1.1840000000000002	1.048	2.636	1.4669999999999999	2.307	1.199	2.543	1.578	1.26	2.112	2.727	1.1520000000000001	5.821000000000001	1.097	0.17	2.1790000000000003	1.2790000000000001	2.296	2.15	0.825	1.443	0.83
11.3388	1.015	12.11	18.055999999999997	15.752	2.707	0.795	2.008	1.294	0.596	15.759	20.262999999999998	18.053	5.67	0.722	1.178	1.089	0.58	14.634	20.417	16.067999999999998	1.476	0.8640000000000001	2.59	1.5219999999999998	0.503	4.197	1.4609999999999999	1.159	2.861	1.607	2.531	1.396	0.534	1.8030000000000002	1.455	2.283	2.844	1.349	6.353	1.133	0.282	2.378	1.31	2.412	2.43	0.91	1.5859999999999999	0.863
11.5054	0.861	11.917	18.593	15.991	3.1519999999999997	0.97	2.101	1.604	0.743	15.835	20.225	18.235	6.465	0.706	1.2429999999999999	1.237	0.509	14.683	21.03	16.06	1.5959999999999999	0.875	2.855	1.4240000000000002	0.485	4.856	1.307	1.224	2.978	1.671	2.7310000000000003	1.242	1.0070000000000001	1.838	1.601	2.373	3.097	1.494	6.602	1.141	0.21100000000000002	2.685	1.429	2.611	3.1460000000000004	0.975	1.6219999999999999	0.981
11.67203	0.758	12.366	18.98	15.593	3.073	0.677	2.215	1.661	0.7759999999999999	16.47	21.451999999999998	18.512999999999998	6.843	0.847	1.222	1.351	0.48700000000000004	15.318	21.574	16.176	1.819	0.9079999999999999	3.188	1.537	0.5429999999999999	4.527	1.365	1.338	3.17	1.893	2.951	1.462	0.6579999999999999	2.003	1.8219999999999998	2.511	3.207	1.469	6.952000000000001	1.4140000000000001	0.19	2.8489999999999998	1.515	2.83	2.8739999999999997	1.034	1.76	0.902
11.83878	0.902	12.735	20.412	15.882	3.5989999999999998	0.929	2.386	1.8330000000000002	0.7020000000000001	16.46	21.771	18.912	7.6160000000000005	0.937	1.284	1.359	0.74	15.552999999999999	22.275	17.01	1.936	0.8340000000000001	3.2060000000000004	1.409	0.498	5.517	1.455	1.347	3.425	1.983	3.15	1.716	1.156	1.986	1.885	2.819	3.57	2.022	7.371	1.288	0.252	3.185	1.4969999999999999	2.949	2.667	0.988	1.7690000000000001	1.047
12.00559	0.818	13.138	20.27	16.067	4.004	0.872	2.41	2.021	0.7	16.862000000000002	23.613000000000003	19.232	8.619	0.7709999999999999	1.554	1.3840000000000001	0.737	15.819	22.404	16.759	2.205	1.0759999999999998	2.955	1.624	0.5760000000000001	5.405	1.67	1.453	3.721	2.035	3.392	1.713	0.5820000000000001	2.336	2.045	3.197	3.648	1.801	7.857	1.3659999999999999	0.249	3.2910000000000004	1.7380000000000002	3.353	2.99	1.0659999999999998	2.065	1.071
12.1722	0.818	13.274000000000001	21.358	16.203	4.4110000000000005	0.872	2.655	2.184	0.8079999999999999	16.862000000000002	23.885	19.558	9.244	0.88	1.472	1.493	0.737	16.090999999999998	24.144000000000002	17.439	2.504	0.94	3.173	1.624	0.5489999999999999	5.513999999999999	1.588	1.67	4.074	2.225	3.718	1.713	0.664	2.472	2.154	3.36	4.274	1.965	8.455	1.5290000000000001	0.331	3.699	1.6019999999999999	3.5980000000000003	3.153	1.202	2.065	1.044
12.33882	1.171	13.709000000000001	21.521	16.475	4.8469999999999995	0.845	2.9	2.102	0.7	17.379	23.804000000000002	19.694000000000003	9.951	0.7709999999999999	1.581	1.493	0.574	16.553	24.498	17.521	2.45	0.995	2.928	1.733	0.5760000000000001	6.058	1.6159999999999999	1.67	4.074	2.388	3.718	1.876	0.637	2.5810000000000004	2.154	3.36	4.22	2.101	8.455	1.611	0.304	3.78	1.766	3.5980000000000003	3.425	1.284	2.174	1.071
12.50549	0.774	14.356	22.146	17.069000000000003	5.2139999999999995	0.937	3.102	2.305	0.738	17.429000000000002	24.893	20.182000000000002	10.731	0.972	1.673	1.5030000000000001	0.8029999999999999	16.658	25.643	17.709	2.87	1.115	3.142	1.8259999999999998	0.643	6.672000000000001	1.791	1.8719999999999999	4.387	2.455	4.194	1.9980000000000002	0.675	2.648	2.33	3.6460000000000004	4.533	2.6310000000000002	9.097999999999999	1.787	0.20600000000000002	4.039	1.859	4.074	3.602	1.35	2.35	1.084
12.67217	1.084	14.649000000000001	22.704	16.898	5.9270000000000005	0.867	3.112	2.504	0.857	17.53	24.795	19.98	11.300999999999998	0.792	1.7380000000000002	1.868	0.868	16.732	25.135	17.807000000000002	3.178	1.0170000000000001	3.4330000000000003	1.8359999999999999	0.38	6.892	1.909	1.964	4.53	2.763	4.337	2.06	0.74	2.955	2.229	4.114	4.865	2.502	9.425	1.849	0.298	4.6160000000000005	1.896	4.189	3.69	1.496	2.548	1.147
12.83887	0.9329999999999999	15.163	22.963	17.36	6.441	1.2309999999999999	3.3710000000000004	2.7119999999999997	0.841	17.722	25.142	20.398	12.375	0.722	1.778	1.743	0.743	17.195999999999998	25.541	18.494	3.4389999999999996	1.137	3.572	1.9580000000000002	0.748	7.604	2.061	2.14	5.151	3.052	4.9030000000000005	2.241	0.779	3.193	2.573	4.3	5.215	2.739	9.732999999999999	2.2230000000000003	0.363	4.8580000000000005	2.1830000000000003	4.566	4.393	1.537	2.84	1.4080000000000001
13.00553	1.4809999999999999	15.305	23.651	17.557000000000002	7.127000000000001	0.797	3.565	2.988	0.898	17.864	26.131	21.004	12.489	1.079	2.026	1.855	0.746	17.393	26.83	18.773	3.906	1.194	3.687	2.125	0.669	7.69	2.146	2.307	5.236000000000001	3.1639999999999997	4.988	2.408	0.755	3.36	2.903	4.413	5.655	2.9610000000000003	10.31	2.227	0.203	5.1080000000000005	2.322	4.651	4.697	1.649	2.952	1.357
13.17218	1.028	15.435	24.018	18.012	7.675	0.8909999999999999	4.037	3.077	0.882	17.937	26.358	20.583000000000002	13.549000000000001	1.117	2.09	1.975	0.675	17.439	26.456	18.953	4.431	1.123	3.623	2.2430000000000003	0.57	8.073	2.508	2.5340000000000003	5.459	3.608	5.321000000000001	2.552	0.9009999999999999	3.747	3.074	4.609	5.877999999999999	3.267	10.5	2.614	0.18600000000000003	5.33	2.331	5.065	4.756	1.686	3.068	1.501
13.33891	3.15	15.917	24.674	18.142	8.58	0.912	4.335	3.403	0.986	18.367	26.746	21.180999999999997	13.59	0.894	2.168	2.188	0.67	17.487000000000002	27.500999999999998	19.25	4.867	1.2	3.6719999999999997	2.295	0.784	8.326	2.6430000000000002	2.64	6.007000000000001	3.661	5.922999999999999	2.7689999999999997	0.7609999999999999	3.9939999999999998	3.264	5.129	6.29	4.303999999999999	10.81	2.5610000000000004	0.344	5.5520000000000005	2.41	5.1770000000000005	5.031000000000001	1.8730000000000002	3.205	1.6909999999999998
13.50559	3.1710000000000003	16.396	25.069000000000003	18.43	9.607999999999999	0.9059999999999999	4.492	3.424	0.8440000000000001	18.3	27.549	21.386	14.097999999999999	1.052	2.271	2.1	0.774	17.938	27.648000000000003	19.564	5.487	1.3030000000000002	3.523	2.5069999999999997	0.669	9.081	2.6910000000000003	2.88	6.654	3.873	6.1610000000000005	3.008	0.8370000000000001	4.013999999999999	3.4210000000000003	5.231	6.855	3.7239999999999998	10.692	2.718	0.33899999999999997	6.362	2.6489999999999996	5.332999999999999	5.324	2.0580000000000003	3.525	1.6569999999999998
13.67226	1.015	16.69	25.116	18.56	9.821	0.904	4.871	3.8569999999999998	0.759	18.703	28.141	21.488000000000003	14.229000000000001	1.24	2.459	2.506	0.743	17.932000000000002	27.531	20.021	5.974	1.382	3.8169999999999997	2.694	0.748	9.322000000000001	2.9330000000000003	3.285	6.895	4.251	6.239	3.305	0.943	4.447	3.636	5.718	7.3420000000000005	4.021	11.177999999999999	2.905	0.363	6.358	2.728	5.765	6.218999999999999	2.137	4.475	1.7630000000000001
13.8389	0.946	16.878	26.06	19.074	10.589	1.136	5.181	4.003	0.828	18.7	28.21	22.026	14.747	1.1440000000000001	2.608	2.247	0.675	18.337	27.954	19.96	6.446000000000001	1.422	3.8680000000000003	2.815	0.679	9.38	2.998	3.2969999999999997	7.066	4.479	6.928	3.3960000000000004	1.092	4.837	3.728	5.835	7.321000000000001	4.765	11.181	3.1860000000000004	0.214	6.9910000000000005	2.903	5.855	5.982	2.339	3.8310000000000004	1.7469999999999999
14.00556	1.099	16.695999999999998	26.705	18.893	11.298	1.261	5.446000000000001	4.269	0.9259999999999999	18.982	28.83	21.576999999999998	15.624	1.325	2.625	2.537	0.746	18.347	28.793000000000003	20.109	6.8229999999999995	1.4669999999999999	4.2589999999999995	2.943	0.669	10.117	3.1	3.697	7.581	4.882	7.306	3.799	0.9179999999999999	5.05	3.9930000000000003	6.0489999999999995	7.945	4.76	11.128	3.372	0.366	7.234	3.3310000000000004	6.096	6.087000000000001	2.358	4.343	1.902
14.17227	0.9329999999999999	17.017	26.615	19.840999999999998	11.702	1.122	5.852	4.456	0.977	19.03	28.904	22.305999999999997	16.082	1.131	3.031	2.697	0.607	18.614	29.439	20.648000000000003	8.155	1.6	4.335	3.185	0.748	10.520999999999999	3.342	3.721	8.067	5.287000000000001	7.492000000000001	3.904	1.079	5.372999999999999	4.343999999999999	6.29	8.077	4.947	11.177999999999999	3.532	0.282	7.721	3.327	6.037999999999999	6.492000000000001	2.627	4.5569999999999995	2.063
14.33889	1.3419999999999999	16.908	27.541999999999998	19.677	11.975	1.149	5.879	4.947	1.0590000000000002	19.357	29.476	22.497	16.6	1.5130000000000001	3.222	2.779	0.662	18.559	29.875	20.838	8.564	1.6	4.199	3.267	0.6940000000000001	10.520999999999999	3.533	4.103	8.367	5.4510000000000005	8.147	3.986	1.188	5.591	4.453	6.617000000000001	8.486	5.165	11.014000000000001	3.804	0.445	7.83	3.5460000000000003	6.1739999999999995	6.955	2.9539999999999997	4.775	2.144
14.50565	0.87	17.407	27.764	19.930999999999997	12.722999999999999	1.114	6.604	5.018	1.051	19.366	29.533	22.912	18.081	1.4769999999999999	3.267	2.9339999999999997	0.8170000000000001	18.758	29.576999999999998	21.035999999999998	9.396	1.7009999999999998	4.343999999999999	3.448	0.7390000000000001	10.505999999999998	3.7680000000000002	4.3660000000000005	8.763	5.685	8.597000000000001	4.4110000000000005	0.934	5.934	4.742	6.768	9.263	5.399	11.163	4.011	0.32799999999999996	8.334	3.6719999999999997	6.271	7.4879999999999995	2.9989999999999997	5.091	2.38
14.67235	0.9359999999999999	17.323	28.177	19.684	13.261	1.234	6.81	5.196000000000001	1.1440000000000001	19.636	30.084	23.076	18.324	1.57	3.634	3.109	0.91	18.947	30.647	21.309	9.876	1.876	4.859	3.597	0.778	10.635	4.081	4.379	8.971	6.109	8.613999999999999	4.671	0.8640000000000001	6.277	5.193	6.8389999999999995	9.309	6.422999999999999	11.019	4.2989999999999995	0.42100000000000004	8.597000000000001	3.7939999999999996	6.287000000000001	7.832000000000001	3.367	6.987	2.475
14.83896	0.992	17.567999999999998	28.269000000000002	20.144000000000002	13.379000000000001	1.318	7.457000000000001	5.517	1.119	19.987000000000002	30.826	22.930999999999997	19.575	1.4080000000000001	3.823	3.109	0.993	18.999000000000002	30.814	21.165	10.735	1.931	4.938	3.8939999999999997	0.7509999999999999	10.754000000000001	4.295	4.73	9.721	6.183	9.338	4.801	0.838	6.731	5.3229999999999995	6.721	9.431000000000001	6.0329999999999995	11.085	4.482	0.342	8.747	4.145	6.415	7.956	3.446	5.5889999999999995	2.553
15.00564	1.099	17.759	28.586	20.555999999999997	13.588	1.4240000000000002	7.655	5.905	1.171	20.127	30.656999999999996	22.858	19.114	1.652	4.07	3.5180000000000002	0.746	19.22	30.865	21.609	12.548	2.012	5.159	4.197	0.86	11.262	4.572	5.17	9.707	6.462999999999999	9.732000000000001	5.38	0.946	7.204	5.847	7.03	9.854	6.26	10.856	4.68	0.42100000000000004	8.706	4.3389999999999995	6.614	8.35	3.803	6.006	2.802
15.17225	1.135	17.969	28.746	20.494	14.530999999999999	1.4869999999999999	8.185	6.435	1.207	20.255	30.791	23.588	20.250999999999998	1.6059999999999999	4.217	3.6639999999999997	0.836	19.648	31.819000000000003	21.875	12.235999999999999	2.048	5.287000000000001	4.371	0.8420000000000001	10.868	4.774	5.289	10.212	6.8020000000000005	9.908999999999999	5.473	1.0090000000000001	7.38	5.832000000000001	7.097	10.468	6.572	10.624	5.047	0.429	8.965	4.513999999999999	6.135	8.199	4.059	6.454	2.9760000000000004
15.339	1.3419999999999999	18.298	30.023000000000003	20.877	14.645999999999999	2.512	8.55	6.746	1.0859999999999999	20.23	31.82	23.587	20.389	1.976	4.776	3.8689999999999998	0.7709999999999999	19.595	31.729	21.765	12.707	2.2	5.671	4.603	0.9390000000000001	10.93	5.223	5.4110000000000005	10.710999999999999	7.032	10.273	5.812	1.025	7.718	6.497999999999999	7.108	10.585	7.127999999999999	10.633	5.276	0.282	9.465	4.827	6.256	8.945	4.317	6.7379999999999995	2.989
15.50577	1.0590000000000002	18.172	29.526999999999997	21.08	16.016	1.7380000000000002	9.312000000000001	7.125	1.185	20.840999999999998	31.545	24.066999999999997	20.701	1.749	4.906000000000001	4.1339999999999995	0.8690000000000001	19.988	32.492	22.217	13.145999999999999	2.463	5.819	4.978	0.93	10.796	5.354	5.76	10.958	7.41	10.546	5.945	1.015	8.235	6.685	7.2139999999999995	11.46	6.662000000000001	10.797	5.519	0.462	9.22	5.093999999999999	6.143	8.918	4.5569999999999995	6.843999999999999	3.31
15.67235	2.597	18.519000000000002	29.77	21.209	16.879	1.665	9.133	7.301	1.275	20.697	32.499	23.57	21.485	1.949	5.407	4.335	0.85	20.145	32.219	22.401999999999997	13.407	2.5	5.92	5.235	0.966	10.81	5.747999999999999	6.263	10.918	7.341	10.642000000000001	6.121	1.051	8.33	6.916	7.063	10.737	6.9479999999999995	10.429	5.886	0.38799999999999996	9.671	5.487	6.318	9.15	4.677	7.649	3.512
15.83916	1.033	18.688	30.134	21.593000000000004	17.082	1.768	9.601	7.688	1.16	20.864	32.394	23.838	21.241	2.076	5.2829999999999995	4.486000000000001	0.98	20.393	32.492	22.779	14.517000000000001	2.681	6.087000000000001	5.627000000000001	0.9840000000000001	10.779000000000002	5.893	6.462999999999999	11.187999999999999	7.292000000000001	10.613	6.4	1.261	8.767000000000001	7.4670000000000005	7.1770000000000005	11.17	6.707000000000001	10.264000000000001	5.836	0.41	10.023	5.769	6.353	9.041	4.961	7.515	3.687
16.00574	1.141	18.718	30.891	21.516	17.817	1.7930000000000001	9.557	8.052999999999999	1.185	21.278000000000002	33.264	24.203000000000003	21.793000000000003	2.185	5.752000000000001	4.843999999999999	0.924	20.316	32.656	22.353	13.992	2.654	6.6370000000000005	5.742000000000001	0.93	10.959000000000001	6.282	6.525	11.449000000000002	7.218999999999999	10.901	6.682	1.124	9.135	7.667999999999999	7.132999999999999	11.514000000000001	7.072	10.47	6.365	0.38	9.52	5.912000000000001	6.525	9.3	5.294	7.9910000000000005	3.938
16.17236	1.4709999999999999	19.188	31.254	21.769000000000002	18.342	1.8769999999999998	10.38	8.412	1.379	21.366999999999997	33.218	24.456	22.726999999999997	2.2969999999999997	6.192	5.093	0.9540000000000001	20.65	33.702	22.961	14.734000000000002	3.2030000000000003	6.835	6.074	1.015	10.800999999999998	6.832000000000001	6.747000000000001	11.562999999999999	7.223	11.069	6.8229999999999995	1.1	9.522	7.8629999999999995	7.191	11.465	7.021	10.502	6.369	0.43700000000000006	9.525	6.297999999999999	6.775	9.714	5.68	7.995	4.215
16.33911	3.928	19.352	31.364	21.96	18.915	1.8769999999999998	10.708	8.576	1.379	21.694000000000003	33.437	24.238000000000003	22.7	2.625	6.438	5.147	0.927	20.677	33.565	22.934	15.662	3.285	7.381	6.237	1.178	10.800999999999998	6.75	6.747000000000001	11.7	7.223	11.069	7.096	1.4269999999999998	9.932	8.218	7.4639999999999995	11.219000000000001	7.1579999999999995	10.42	6.832999999999999	0.46399999999999997	9.607000000000001	6.707999999999999	6.775	9.496	5.789	8.541	4.351
16.50575	3.072	19.250999999999998	31.393	21.94	19.414	1.9509999999999998	11.104000000000001	8.672	1.425	21.756	34.31	24.87	23.061	2.588	7.108	5.5729999999999995	0.9179999999999999	20.956999999999997	34.301	23.021	16.3	3.2760000000000002	7.688	6.7170000000000005	1.196	10.786	7.1739999999999995	6.7620000000000005	11.712	7.047000000000001	10.972999999999999	7.165	1.3359999999999999	9.89	8.75	7.4239999999999995	11.123	6.736000000000001	10.624	6.766	0.511	9.484	6.614	6.926	9.536	5.859	8.964	4.613
16.67248	3.662	19.558	31.694000000000003	22.083000000000002	20.186	2.242	11.008	9.095	1.58	22.063000000000002	33.928000000000004	24.712	23.176	2.852	7.4510000000000005	5.999	0.91	21.21	34.764	23.735	16.965	3.43	8.131	6.896	1.187	10.526	7.707000000000001	6.805	11.752	7.145	11.368	7.37	1.273	10.285	8.737	7.603	10.835	7.05	10.365	6.888999999999999	0.53	9.579	6.93	7.023	9.468	6.175	8.868	4.819
16.83926	1.1320000000000001	20.008	31.929000000000002	22.451	19.817	2.33	11.454	9.431000000000001	1.368	22.24	34.383	24.89	23.518	3.103	7.7860000000000005	6.115	0.943	21.605	34.483000000000004	23.695	17.086	3.9539999999999997	8.308	7.34	1.33	10.645	8.07	6.895	11.544	7.044	10.887	7.461	2.07	10.049	9.564	7.747999999999999	10.845	6.513	10.538	7.143	0.426	9.343	7.347	7.167999999999999	9.45	6.401	10.623	5.154
17.00583	1.65	19.817	33.102	22.315	20.772	2.3569999999999998	11.536	9.84	1.749	22.404	34.656	25.19	23.980999999999998	3.1310000000000002	7.867999999999999	6.525	0.997	21.551	34.783	23.831999999999997	17.822	3.7089999999999996	8.718	7.559	1.275	10.89	8.37	6.922000000000001	11.217	7.044	11.187000000000001	7.379	1.442	10.049	9.237	7.747999999999999	10.927	6.813	10.783	7.252000000000001	0.508	9.261000000000001	7.51	7.167999999999999	9.613	6.483	9.505	5.5089999999999995
17.17249	1.369	20.233	32.312	22.811999999999998	20.943	2.539	11.549000000000001	10.29	1.686	22.41	35.173	24.677	24.096	3.366	8.756	6.595	1.261	21.912	35.082	23.81	19.303	4.19	8.86	7.955	1.239	10.93	8.548	7.047000000000001	11.202	7.059	11.036	7.311	1.4340000000000002	10.634	9.496	8.389	10.503	6.746	10.687000000000001	7.239	0.527	9.002	8.043	7.455	9.436	6.471	9.517999999999999	5.47
17.33901	1.381	20.506	32.946999999999996	22.54	21.46	2.633	11.868	10.363	1.671	23.011	35.156	25.28	24.316	3.352	8.882	7.047000000000001	1.1640000000000001	22.049	35.638000000000005	24.03	19.41	4.476	9.57	8.217	1.415	10.977	9.111	7.09	10.949000000000002	7.157	10.728	7.492000000000001	1.746	10.463	9.814	8.297	10.14	7.0089999999999995	10.897	7.42	0.511	9.266	8.224	7.499	9.127	6.487	9.455	5.757999999999999
