	rpsG1-1	proV_rpsG1-1	proV_mreB-1	proV_spoT-1	proV_argG-1	proV_rpsG1_mreB-1	proV_rpsG1_spoT-1	proV_rpsG1_argG-1	rpsG1-2	proV_rpsG1-2	proV_mreB-2	proV_spoT-2	proV_argG-2	proV_rpsG1_mreB-2	proV_rpsG1_spoT-2	proV_rpsG1_argG-2	rpsG1-3	proV_rpsG1-3	proV_mreB-3	proV_spoT-3	proV_argG-3	proV_rpsG1_mreB-3	proV_rpsG1_spoT-3	proV_rpsG1_argG-3	MG1655-1	proV-1	PUTR3-1_1	proV_ygaC-1	proV_edd/zwf-1	proV_ygaC_edd/zwf-1	PUTR8-10_1	MG1655-2	proV-2	PUTR3-1_2	proV_ygaC-2	proV_edd/zwf-2	proV_ygaC_edd/zwf-2	PUTR8-10_2	MG1655-3	proV-3	PUTR3-1_3	proV_ygaC-3	proV_edd/zwf-3	proV_ygaC_edd/zwf-3	PUTR8-10_3
26.67347	28.316	28.764	33.067	0.815	3.779	28.028000000000002	3.3110000000000004	28.866999999999997	29.081999999999997	28.83	34.064	0.659	5.615	28.666999999999998	4.106	28.138	28.959	24.467	35.501	0.782	4.18	29.255	4.49	29.39	1.719	3.552	35.263000000000005	28.706	3.826	21.85	55.87	1.518	2.4859999999999998	34.11	31.017	2.695	26.955	58.37	1.6480000000000001	1.452	38.001	23.276999999999997	1.992	31.886	60.288999999999994
26.84007	28.343000000000004	29.059	33.132	0.723	3.889	28.655	3.42	28.996	29.01	29.058000000000003	32.996	0.667	6.027	28.695	4.217	28.4	28.954	24.891	35.967	0.7559999999999999	4.19	29.684	4.567	29.451999999999998	1.827	3.495	33.428000000000004	29.068	3.838	23.075	56.418	1.5919999999999999	2.595	34.542	30.448	2.805	27.683000000000003	58.786	1.556	1.493	37.869	24.401	1.736	32.751	60.506
27.00689	28.443	29.289	33.382	0.6940000000000001	3.952	28.057	3.486	29.025	29.105999999999998	29.155	31.818	0.737	6.149	29.424	4.077	28.695	29.083000000000002	25.199	35.315	0.8270000000000001	4.252	29.177	4.629	29.311	1.765	3.661	34.677	29.925	4.06	23.712	56.673	1.597	2.497	34.556999999999995	31.669	2.803	29.076999999999998	59.001000000000005	1.7280000000000002	1.531	36.846	23.746	1.5959999999999999	32.103	60.653
27.17354	28.543000000000003	29.625	33.431999999999995	0.823	4.189	28.455	3.4530000000000003	29.363000000000003	29.21	29.758000000000003	32.029	0.701	5.894	29.328000000000003	4.217	28.666999999999998	29.054000000000002	25.991999999999997	35.034	0.79	4.4910000000000005	29.517	4.567	29.853	1.794	3.695	33.929	30.568	4.038	24.409000000000002	57.452	1.625	2.528	34.742	31.148000000000003	2.838	30.517	59.586999999999996	1.589	1.493	38.236	25.968000000000004	1.8030000000000002	31.551	61.339
27.34011	29.026	30.006	31.573	0.6990000000000001	4.158	28.008000000000003	3.425	29.643	29.225	29.773000000000003	32.104	0.6759999999999999	6.357	29.043000000000003	4.018	28.78	29.169	26.114	35.769	0.833	4.625	29.496	4.569	29.531	1.8030000000000002	3.667	33.933	32.008	4.367	25.526	57.504	1.5019999999999998	2.602	34.445	31.256999999999998	2.9760000000000004	30.726	59.966	1.633	1.569	36.369	27.055	1.8030000000000002	30.926	61.885
27.50685	29.026	30.273000000000003	30.509	0.799	4.158	28.74	3.525	29.743000000000002	29.624000000000002	30.139	30.94	0.742	6.39	29.343000000000004	4.218	28.381	29.568	27.011999999999997	34.97	0.833	4.725	29.529	4.669	30.096	1.87	3.9330000000000003	33.867	31.541999999999998	4.268	27.123	57.903	1.6019999999999999	2.602	33.78	31.256999999999998	3.009	30.226999999999997	60.431999999999995	1.6669999999999998	1.569	35.704	27.388	1.903	31.724	62.284
27.6735	29.241	30.651999999999997	30.489	0.6940000000000001	4.3839999999999995	28.655	3.4189999999999996	29.723000000000003	29.505	30.618000000000002	30.853	0.637	6.4479999999999995	29.69	4.177	28.462	29.449	27.294	34.749	0.7609999999999999	4.651	29.21	4.662	29.544	1.964	3.86	33.613	31.156	4.293	27.237	58.269	1.6640000000000001	2.596	33.426	31.569000000000003	3.202	31.704	60.896	1.7280000000000002	1.531	35.681999999999995	27.47	1.8619999999999999	31.837	62.715
27.84029	29.645	30.989	30.592	0.753	4.474	28.894000000000002	3.41	29.429000000000002	30.274	30.855	30.691	0.662	6.8020000000000005	28.996	4.0	28.666	29.72	27.4	35.083	0.753	4.806	29.148000000000003	4.751	29.913	1.857	4.0169999999999995	33.282	31.656999999999996	4.38	27.773000000000003	58.518	1.589	2.654	33.893	30.84	3.193	32.039	61.144	1.6540000000000001	1.4569999999999999	36.114000000000004	27.975	1.984	30.975	62.961999999999996
28.00687	29.831	30.905	31.269000000000002	0.755	4.565	28.686	3.4730000000000003	29.679000000000002	30.787	30.938000000000002	30.905	0.795	7.05	29.381	4.322	28.883000000000003	30.003	27.691	33.629	0.7879999999999999	4.863	29.031999999999996	4.908	30.391	1.9240000000000002	3.978	33.92	31.699	4.596	28.948	59.213	1.724	2.819	33.899	32.079	3.253	32.544000000000004	61.566	1.69	1.493	35.884	28.165	1.94	31.151999999999997	63.615
28.17358	29.888	31.261999999999997	29.305	0.6709999999999999	4.586	28.276	3.491	29.570999999999998	30.480999999999998	31.261999999999997	30.3	0.6459999999999999	7.2410000000000005	28.840999999999998	4.343999999999999	29.339000000000002	29.994	28.309	32.795	0.737	5.117	29.123	4.928999999999999	30.385	1.94	4.0969999999999995	34.282	32.789	4.621	28.909000000000002	59.31399999999999	1.6740000000000002	2.737	34.128	31.245	3.273	31.081	62.135	1.705	1.409	35.982	29.447	1.7630000000000001	30.915	63.952
28.3404	30.076999999999998	31.551	29.395	0.735	4.649	28.698	3.554	30.092	30.305	31.351999999999997	29.826	0.7090000000000001	7.237	29.03	4.274	28.898000000000003	30.449	28.499000000000002	32.885	0.934	5.312	29.379	5.025	30.375	1.871	4.127	34.139	32.348	4.816	29.131	59.894	1.7369999999999999	2.833	33.056	31.831999999999997	3.27	32.165	62.416000000000004	1.703	1.6380000000000001	35.109	29.305	1.825	31.833000000000002	64.598
28.50688	30.575	31.454	30.061	0.6859999999999999	4.872	28.329	3.609	29.695	30.44	31.487	30.491999999999997	0.762	7.832000000000001	29.163	4.266	29.296999999999997	30.052	28.796	31.494	0.853	5.305	29.081999999999997	4.984	30.445	1.989	4.449	33.580999999999996	33.219	4.845	31.328000000000003	60.178999999999995	1.855	2.92	33.594	31.14	3.392	32.47	62.772	1.754	1.5230000000000001	34.985	29.603	1.9509999999999998	30.776	64.85600000000001
28.67358	30.346999999999998	31.956	28.603	0.845	4.995	28.668000000000003	3.5	30.031	30.61	31.889	28.703000000000003	0.72	7.818	28.869	4.255	29.335	30.621	29.166999999999998	31.131999999999998	0.812	5.4270000000000005	29.252	5.073	30.614	1.882	4.306	34.080999999999996	32.589	4.966	30.2	60.626000000000005	1.681	2.911	33.196999999999996	31.973000000000003	3.3819999999999997	31.908	63.184	1.8459999999999999	1.516	35.218	30.139	2.039	30.878	65.46600000000001
28.84026	30.794	32.305	28.351	0.691	5.178999999999999	28.38	3.616	30.345	31.423000000000002	32.238	29.514	0.6679999999999999	8.206	28.715999999999998	4.306	29.616	31.035	29.445999999999998	30.982	0.825	5.545	29.467	5.09	31.064	1.895	4.422	33.902	32.342	5.2860000000000005	30.651	61.011	1.661	3.0589999999999997	33.316	32.056999999999995	3.498	31.66	63.672	1.7590000000000001	1.5619999999999998	34.773	30.386999999999997	1.9909999999999999	31.726999999999997	65.789
29.00694	31.14	32.351	29.163	0.753	5.205	28.794	3.676	30.259	31.204	32.484	29.03	0.7290000000000001	8.33	29.495	4.3660000000000005	29.596	31.281	29.625999999999998	31.162	0.853	5.504	29.746	5.15	30.944000000000003	2.056	4.615	33.781	32.62	5.144	31.428	61.442	1.7890000000000001	2.9530000000000003	34.092	31.638	3.591	32.77	64.633	1.82	1.4569999999999999	35.150999999999996	30.766	2.084	30.676	66.28399999999999
29.17359	30.736	32.51	28.793000000000003	0.7759999999999999	5.29	28.956999999999997	3.5639999999999996	30.386999999999997	30.899	32.709	29.656	0.7170000000000001	8.611	28.76	4.3839999999999995	29.557	31.009	29.688000000000002	31.289	0.743	5.821000000000001	29.541	5.335	30.969	1.945	4.801	33.473	32.113	5.3260000000000005	30.886999999999997	61.803999999999995	1.745	2.9419999999999997	33.154	31.996	3.545	31.930999999999997	64.593	1.744	1.646	34.71	30.229	1.936	30.669	66.61
29.34033	31.115	33.021	28.575	0.737	5.382000000000001	28.939	3.657	30.533	31.675	32.655	28.973000000000003	0.8109999999999999	8.801	28.575	4.377	29.77	31.320999999999998	29.968000000000004	31.07	0.804	5.847	29.686999999999998	5.261	31.281	2.04	4.728	33.154	32.093	5.351	30.733	62.466	1.74	3.035	33.73	31.245	3.737	33.900999999999996	65.12100000000001	1.805	1.541	35.551	31.371	1.8619999999999999	31.844	67.303
29.50699	31.002	33.34	28.694000000000003	0.7759999999999999	5.356	28.426	3.597	30.221	31.363000000000003	33.008	28.526999999999997	0.7170000000000001	9.042	29.158	4.418	29.889	31.441	30.551	30.691	0.7090000000000001	6.12	29.973000000000003	5.367999999999999	31.101999999999997	2.0780000000000003	4.834	33.473	32.777	5.757999999999999	30.788	62.7	1.845	3.141	33.385999999999996	32.062	3.7439999999999998	32.329	65.755	1.81	1.6130000000000002	35.207	31.789	2.168	29.971999999999998	67.83800000000001
29.67365	31.238000000000003	33.342	28.035	0.768	5.478	29.229	3.588	30.822	31.765	33.077	28.698	0.7090000000000001	9.392999999999999	28.831	4.407	30.025	31.476999999999997	30.323	31.491	0.8009999999999999	6.34	29.711	5.357	31.503	2.037	4.99	33.243	32.446999999999996	5.612	30.656999999999996	63.07899999999999	1.936	3.1319999999999997	33.122	31.733	3.668	32.762	66.33	1.835	1.6380000000000001	35.308	31.926	2.157	31.435	68.446
29.84036	31.359	33.326	27.861	0.813	5.746	29.354	3.6289999999999996	30.611	31.585	33.558	28.392	0.72	9.388	28.625	4.543	29.846999999999998	31.133000000000003	30.776999999999997	31.180999999999997	0.813	6.375	30.361	5.327999999999999	31.421	2.115	5.061	32.829	32.959	5.875	31.037	63.5	1.9480000000000002	3.174	33.834	31.783	4.005	31.023000000000003	66.679	1.7819999999999998	1.618	34.229	31.747	2.127	30.758000000000003	68.82600000000001
30.00708	31.436999999999998	33.442	28.665	0.768	5.876	28.631999999999998	3.654	31.22	31.930999999999997	33.441	29.096	0.61	9.725	29.03	4.407	30.158	31.179000000000002	30.755	30.795	0.9009999999999999	6.506	29.412	5.456	31.801	2.136	5.189	33.906	31.253	5.9110000000000005	31.022	63.974	1.837	3.1319999999999997	34.25	32.894	3.9330000000000003	32.198	67.425	1.736	1.705	34.876999999999995	31.859	2.0580000000000003	30.406999999999996	69.308
30.17371	31.845	33.95	28.177	0.737	6.112	28.475	3.557	30.831999999999997	31.741999999999997	33.650999999999996	29.537	0.745	10.061	29.139	4.477	30.268	31.320999999999998	31.362	31.269000000000002	0.903	6.61	28.891	5.526	31.779	2.1719999999999997	5.225	34.448	31.495	6.247000000000001	30.236	64.49	1.839	3.234	34.029	31.179000000000002	3.87	32.773	67.809	1.9380000000000002	1.7069999999999999	34.688	31.836	2.128	29.787	69.825
30.34042	31.971	33.51	27.775	0.8590000000000001	6.13	28.87	3.678	30.892	31.933000000000003	34.14	28.77	0.7340000000000001	10.207	29.069000000000003	4.595	29.896	31.845	31.421999999999997	29.936999999999998	0.893	6.8260000000000005	30.278000000000002	5.545	31.87	2.161	5.311	34.14	31.918000000000003	6.129	31.089000000000002	64.98100000000001	1.962	3.2889999999999997	33.787	31.105	4.055	32.266999999999996	68.263	1.8940000000000001	1.6969999999999998	34.547	31.066999999999997	2.146	30.211	70.08
30.50702	31.636	33.973	28.035	0.6679999999999999	6.075	28.399	3.654	31.353	32.361999999999995	34.071999999999996	28.3	0.742	10.454	28.699	4.506	30.158	31.975	31.65	30.894000000000002	0.8340000000000001	6.506	29.379	5.523	32.0	2.136	5.421	33.044000000000004	32.082	6.3420000000000005	31.154	65.268	1.97	3.298	33.753	30.936	4.033	31.866999999999997	68.586	1.835	1.605	34.213	32.025	2.157	30.805	70.536
30.67372	32.17	34.107	28.105999999999998	0.826	6.329	28.439	3.5780000000000003	31.090999999999998	31.834	34.272	28.438000000000002	0.7340000000000001	10.704	28.77	4.495	30.326999999999998	31.679000000000002	31.654	29.871	0.826	6.8260000000000005	29.680999999999997	5.711	32.168	2.161	5.476	33.775	31.189	6.593	31.52	65.578	1.9280000000000002	3.322	33.489000000000004	32.199	4.122	31.869	68.827	1.994	1.829	35.077	31.066999999999997	2.245	29.913	70.975
30.84044	32.025	34.354	27.734	0.805	6.562	28.07	3.752	31.309	32.349000000000004	34.189	28.662	0.778	11.292	29.093000000000004	4.565	30.843000000000004	32.063	31.575	29.894000000000002	0.872	7.091	29.471	5.78	32.150999999999996	2.206	5.481	33.525999999999996	31.141	6.5889999999999995	32.13	65.961	2.0069999999999997	3.397	33.736	31.521	4.1930000000000005	32.150999999999996	69.27	1.774	1.61	34.694	32.412	2.215	30.131999999999998	71.483
31.00717	32.852	34.52	27.965999999999998	0.7390000000000001	6.496	28.07	3.8510000000000004	30.879	32.184	34.983000000000004	27.570999999999998	0.7120000000000001	11.225999999999999	28.596999999999998	4.565	30.843000000000004	32.260999999999996	32.17	30.06	0.872	7.19	29.802	5.681	32.317	2.206	5.58	33.493	30.843000000000004	6.689	32.097	66.457	1.841	3.364	34.1	30.86	4.3919999999999995	32.647	69.667	1.9069999999999998	1.676	34.264	32.114000000000004	2.315	29.934	71.88
31.17374	32.699	34.532	27.385	0.7340000000000001	6.7860000000000005	28.482	4.705	31.521	32.626	34.631	27.619	0.706	11.513	28.182	4.558	31.055	32.439	32.514	29.842	0.8	7.38	29.385	5.806	32.13	2.233	5.5729999999999995	33.406	31.351999999999997	7.042999999999999	31.513	67.544	1.902	3.457	33.681999999999995	31.435	4.385	31.072	70.025	1.8030000000000002	1.704	34.54	32.986999999999995	2.307	29.418000000000003	72.535
31.34041	32.803000000000004	35.135999999999996	27.648000000000003	0.752	6.946000000000001	28.346	4.066	31.656999999999996	32.532	35.135	28.212	0.693	12.047	28.511	4.683	31.125999999999998	31.948	32.816	30.604	0.818	7.31	29.651999999999997	5.7989999999999995	33.064	2.219	5.962999999999999	33.645	31.191999999999997	7.01	31.29	67.775	2.053	3.5780000000000003	33.855	31.075	4.4430000000000005	31.904	70.459	2.019	1.788	34.515	32.992	2.201	29.221	73.335
31.50712	33.399	35.135999999999996	28.377	0.752	6.946000000000001	27.915	4.198	31.590999999999998	32.731	35.367	28.741999999999997	0.726	12.445	29.041	4.584	31.291	32.014	32.518	29.113000000000003	0.885	7.343	29.651999999999997	5.832000000000001	32.468	2.153	5.962999999999999	32.585	30.893	7.209	31.787	68.60300000000001	2.053	3.478	34.054	30.180999999999997	4.5089999999999995	31.639	70.889	1.92	1.722	34.846	32.992	2.3	29.287	73.667
31.67369	32.673	35.17	27.554000000000002	0.711	7.297999999999999	27.823	3.957	32.056999999999995	32.866	34.905	27.986	0.684	12.56	28.384	4.672	31.393	32.116	32.985	28.886999999999997	0.8109999999999999	7.728	28.895	6.019	32.437	2.211	6.084	33.016999999999996	30.730999999999998	7.393	31.754	68.811	1.913	3.668	34.155	30.979	4.498	31.211	71.195	2.011	1.714	34.814	32.531	2.289	28.398000000000003	74.00399999999999
31.84049	33.111	35.014	26.729	0.755	7.215	28.454	4.5	31.7	32.708	35.211999999999996	28.155	0.695	13.047	29.149	4.654	31.301	32.62	32.694	29.255	0.821	7.745	29.728	6.001	33.34	2.322	6.066	34.218	30.572	7.5120000000000005	32.195	69.02	2.023	3.614	34.065	30.688000000000002	4.512	32.014	71.87	2.022	1.791	34.625	32.77	2.3369999999999997	29.296999999999997	74.449
32.00716	33.371	35.211	27.811999999999998	0.737	7.638	27.976999999999997	4.088	32.092	32.903	35.641999999999996	28.011	0.6459999999999999	13.114	28.608	4.676	31.462	32.681999999999995	33.452	29.112	0.8370000000000001	8.236	28.891	6.124	33.205	2.338	6.32	33.353	30.732	7.872999999999999	31.331	69.699	2.039	3.7319999999999998	34.161	30.183000000000003	4.567	31.213	72.321	2.004	1.7069999999999999	35.12	33.361999999999995	2.26	29.189	74.76899999999999
32.17393	33.509	35.445	27.293000000000003	0.755	7.6129999999999995	28.023000000000003	4.003	32.032	33.305	35.842	27.491999999999997	0.695	13.51	28.255	4.654	31.865	32.321999999999996	33.589	29.653000000000002	0.887	8.441	29.165	6.167000000000001	33.075	2.255	6.462999999999999	34.119	29.776999999999997	7.843	30.803	70.21300000000001	2.023	3.713	33.799	30.588	4.612	32.113	72.665	1.922	1.791	34.857	35.023	2.403	28.104	74.87899999999999
32.34045	33.73	35.533	27.88	0.818	7.707999999999999	27.948	4.198	32.187	32.93	35.93	27.483	0.726	13.802999999999999	29.438000000000002	4.683	32.119	32.444	33.678000000000004	29.743000000000002	0.885	8.436	28.526	6.263	33.363	2.319	6.492999999999999	34.208	30.296999999999997	8.004	32.383	70.293	2.119	3.71	33.756	30.511999999999997	4.708	31.142	73.142	1.92	1.722	35.111	33.82	2.4330000000000003	28.326999999999998	75.223
32.50709	33.18	35.611	27.232	0.813	7.766	28.03	4.258	32.299	33.009	35.842	28.425	0.687	14.089	28.658	4.742	31.834	32.325	33.458	28.962	0.78	8.593	28.936999999999998	6.222	33.209	2.346	6.353	34.385	31.502	8.126	30.673000000000002	70.453	2.147	3.8689999999999998	33.536	30.393	4.8	31.486	73.598	2.08	1.8159999999999998	34.03	34.097	2.326	29.103	75.348
32.67381	33.775999999999996	36.141	27.066999999999997	0.747	7.932	28.295	4.092	31.901999999999997	33.207	36.24	27.399	0.72	14.288	27.929000000000002	4.676	32.132	32.523	34.187	29.691	0.879	8.626	29.434	6.321000000000001	33.838	2.247	6.651	33.821999999999996	30.575	8.391	31.533	71.048	2.114	3.803	34.927	30.658	4.998	31.023000000000003	74.227	1.9809999999999999	1.982	34.825	34.494	2.425	28.406999999999996	75.74600000000001
32.8405	33.838	35.908	27.32	0.762	8.057	28.281999999999996	4.211	32.427	33.436	36.372	27.718000000000004	0.737	14.92	28.879	4.864	32.26	32.949	34.25	29.549	0.7959999999999999	8.72	28.962	6.278	33.803000000000004	2.4290000000000003	6.707000000000001	34.35	31.0	8.256	31.133000000000003	71.332	2.13	3.988	34.594	30.95	5.053999999999999	30.851	74.715	1.996	1.732	35.253	33.398	2.415	28.761999999999997	76.2
33.00734	34.064	36.328	27.156999999999996	0.8109999999999999	8.126	27.889	3.99	32.488	33.793	36.493	28.383000000000003	0.684	14.977	28.119	4.738	32.287	32.778	34.077	28.755	0.91	9.019	29.226	6.416	33.926	2.41	6.779	34.176	30.035999999999998	8.517999999999999	30.563000000000002	71.26100000000001	2.045	3.866	34.32	30.648000000000003	5.093999999999999	31.675	75.266	1.912	1.913	34.814	33.821999999999996	2.322	28.1	76.222
33.1739	34.167	36.56	26.673000000000002	0.795	8.562999999999999	28.166999999999998	4.169	32.327	33.663000000000004	36.56	27.7	0.767	15.138	28.791	4.749	32.357	32.65	34.543	29.823	0.861	9.321	29.069000000000003	6.327000000000001	33.564	2.327	7.12	33.782	31.166	8.852	30.996	71.638	2.029	3.6489999999999996	34.355	30.919	5.105	30.951999999999998	75.473	2.128	1.765	34.519	32.867	2.2	28.308000000000003	76.726
33.3405	34.099000000000004	36.295	27.13	0.8029999999999999	8.51	28.16	4.4430000000000005	32.887	33.662	36.99	27.429000000000002	0.6759999999999999	15.917	28.389	4.76	32.52	33.144	34.641	29.256	0.8029999999999999	9.402000000000001	28.866	6.504	33.728	2.335	6.966	34.111	30.138	9.099	31.127	72.161	2.2030000000000003	4.055	34.586	30.453000000000003	5.182	30.949	75.932	2.07	1.9709999999999999	35.345	33.228	2.311	28.535	77.351
33.50721	34.202	36.725	27.043000000000003	0.787	8.616	28.041	4.126	32.726	33.004	36.923	28.101999999999997	0.759	16.144000000000002	28.465999999999998	4.705	32.953	32.983000000000004	34.510999999999996	28.573	0.787	9.373	28.61	6.415	33.631	2.418	7.042000000000001	33.553000000000004	31.037	9.166	30.04	72.372	2.0869999999999997	3.937	35.149	29.666999999999998	5.093999999999999	30.79	76.30199999999999	2.12	1.8559999999999999	34.191	33.365	2.255	26.926	78.217
33.67391	34.202	36.824	27.471999999999998	0.721	8.715	27.744	4.159	32.594	34.094	37.055	27.904	0.693	16.903	28.037	4.705	33.118	33.578	34.808	28.804000000000002	0.9520000000000001	10.067	28.842	6.513999999999999	33.829	2.484	7.306	33.718	31.169	9.166	31.261999999999997	73.363	2.186	4.069	34.158	30.592	5.457000000000001	30.229	76.567	2.0540000000000003	1.8559999999999999	34.983000000000004	32.738	2.2880000000000003	27.223000000000003	78.613
33.84058	34.992	36.824	27.328000000000003	0.737	8.94	27.796	4.2780000000000005	33.085	34.257	37.089	27.991999999999997	0.7090000000000001	17.009	28.686999999999998	4.628	32.686	33.144	35.269	29.752	0.902	9.6	29.164	6.636	33.828	2.401	7.263999999999999	34.442	30.237	9.396	31.291999999999998	73.583	2.136	4.055	35.214	30.055999999999997	5.414	31.049	77.222	2.003	1.806	35.543	34.088	2.41	27.741	79.137
34.00729	34.593	37.42	26.793000000000003	0.7440000000000001	9.052999999999999	27.491999999999997	4.288	33.216	33.793	37.519	28.085	0.8170000000000001	17.592	28.846999999999998	4.738	33.114000000000004	33.275	35.169000000000004	28.953000000000003	0.91	10.144	28.828000000000003	6.648	33.959	2.509	7.375	34.275	30.334	9.611	31.258000000000003	73.743	2.144	4.065	35.909	29.886999999999997	5.425	30.715	77.55	2.144	1.781	35.774	33.458	2.388	27.008000000000003	79.598
34.17399	34.65	37.375	27.022	0.899	9.365	28.052	4.242	32.876999999999995	33.453	37.508	26.956999999999997	0.706	18.061	28.611	4.823	33.236999999999995	33.134	35.424	28.916	0.866	10.224	28.36	6.5329999999999995	33.982	2.333	7.524	33.836	29.93	9.986	30.885	74.191	2.2	4.151	34.31	30.013	5.476	31.369	77.663	2.001	1.77	35.334	33.185	2.307	28.36	79.876
34.34058	34.824	37.056999999999995	26.721	0.7190000000000001	9.363999999999999	28.511	4.165	33.181	34.52	37.255	27.947	0.693	17.976	28.576999999999998	4.782	33.477	33.902	35.499	28.186	0.885	10.722000000000001	29.155	6.726	34.257	2.551	7.685	34.009	30.561999999999998	10.222999999999999	30.693	74.4	2.252	4.1080000000000005	34.385	30.479	5.635	31.043000000000003	78.11	2.085	1.8880000000000001	34.813	33.654	2.333	27.896	80.15899999999999
34.50732	34.736	37.266	26.736	0.747	9.818999999999999	27.467	4.258	33.259	34.101	37.861999999999995	27.598000000000003	0.7859999999999999	19.221	28.756999999999998	4.841	33.357	33.815	35.71	29.226999999999997	0.9790000000000001	10.844000000000001	29.798000000000002	6.751	34.434	2.4459999999999997	7.776	35.147	30.741	10.277999999999999	31.566	74.85600000000001	2.147	4.2010000000000005	35.225	29.565	5.627000000000001	30.625999999999998	78.597	2.08	1.8159999999999998	36.05	33.634	2.491	27.513	80.579
34.67395	35.188	37.62	27.284000000000002	0.752	9.795	28.511	4.165	33.247	34.652	38.083	27.02	0.726	18.904	28.444000000000003	4.749	33.709	33.902	35.897	29.743000000000002	0.9179999999999999	10.854000000000001	28.758000000000003	6.859	34.455999999999996	2.451	7.8839999999999995	34.705	29.8	10.620999999999999	30.561	75.096	2.219	4.075	35.379	30.711	5.834	30.513	78.67399999999999	2.151	1.921	36.005	32.959	2.532	27.664	80.656
34.84072	35.065	37.665	26.125999999999998	0.8290000000000001	10.112	27.95	4.178	33.388000000000005	34.861	37.996	27.32	0.737	19.363	29.011999999999997	4.797	33.918	34.044000000000004	35.874	29.084	0.8290000000000001	11.007	28.862	6.941	34.334	2.463	7.9	34.548	30.934	10.709000000000001	31.829	75.57600000000001	2.329	4.386	34.527	30.518	5.617000000000001	30.254	79.124	2.096	2.064	36.248000000000005	33.132	2.647	27.27	81.041
35.00732	35.685	37.885	26.721	0.818	10.093	28.578000000000003	4.066	33.744	34.354	38.315	27.185	0.726	19.699	29.173000000000002	4.782	33.775	33.935	36.029	28.881999999999998	0.818	10.987	28.559	7.058	34.29	2.5180000000000002	7.8839999999999995	34.274	29.569000000000003	10.587	30.76	75.791	2.219	4.373	34.882	30.511999999999997	5.635	30.546	79.435	2.151	1.821	35.475	33.356	2.5980000000000003	26.737	81.384
35.17398	35.563	37.996	26.531	0.821	9.999	28.885	4.168	33.455999999999996	34.365	38.293	27.095	0.828	20.17	29.05	4.753	34.316	33.449	36.239000000000004	29.322	0.887	11.456	29.529	7.062	34.301	2.421	7.987	35.676	30.108	10.924000000000001	30.77	75.91199999999999	2.255	4.376	36.185	29.793000000000003	5.904	29.86	79.457	2.187	1.824	34.658	32.704	2.536	27.044	81.439
35.34062	35.397	38.228	27.491999999999997	0.8540000000000001	10.33	28.885	4.102	33.589	34.763000000000005	38.492	27.592	0.728	20.534000000000002	28.951	4.7860000000000005	34.217	33.548	36.14	29.023000000000003	0.7879999999999999	11.29	28.767	7.062	34.202	2.52	8.385	35.278	30.771	11.289000000000001	30.903000000000002	76.342	2.155	4.475	35.158	29.395	6.202000000000001	30.854	79.888	2.154	1.89	36.414	32.505	2.536	27.574	81.738
35.50742	35.453	38.481	26.82	0.818	10.524000000000001	28.511	4.165	33.479	34.917	38.713	27.516	0.825	20.924	28.511	4.683	34.504	34.465	36.493	28.980999999999998	0.9179999999999999	11.649000000000001	29.354	7.157	34.489000000000004	2.551	8.149	35.102	30.165	11.482000000000001	30.859	76.619	2.219	4.4719999999999995	35.445	31.208000000000002	6.099	30.248	80.065	2.151	1.921	36.27	31.766	2.7310000000000003	26.570999999999998	82.014
35.67402	35.751999999999995	38.48	26.726999999999997	0.8109999999999999	10.509	29.544	4.189	33.711999999999996	34.62	38.976	26.86	0.684	21.365	29.608	4.771	34.604	34.135	36.559	28.688000000000002	0.877	11.931	29.191999999999997	7.211	34.919000000000004	2.608	8.533	34.97	30.234	11.597000000000001	30.563000000000002	76.987	2.31	4.595	35.313	30.383000000000003	6.087000000000001	30.185	80.46300000000001	2.177	1.979	36.138000000000005	32.167	2.488	27.041	82.444
35.84067	35.829	38.69	26.835	0.747	11.142999999999999	29.454	4.291	33.756	34.796	39.086999999999996	27.598000000000003	0.7859999999999999	21.671	29.618000000000002	4.874	34.085	34.344	36.802	27.605	0.879	12.334000000000001	29.533	7.314	34.632	2.611	8.736	34.948	30.276999999999997	11.834000000000001	29.779	77.074	2.313	4.3660000000000005	35.523	29.366999999999997	6.223	29.996	80.816	2.08	1.982	35.288000000000004	32.74	2.7230000000000003	26.123	82.632
36.0074	35.885	38.743	26.171	0.8029999999999999	10.825	29.351	4.146	33.846	34.885999999999996	39.57	28.156999999999996	0.7090000000000001	22.037	29.415	4.727	34.769	34.269	36.989000000000004	28.230999999999998	0.902	12.245999999999999	30.023000000000003	7.297999999999999	34.952	2.6	8.421	34.839	29.840999999999998	11.91	31.094	77.221	2.2359999999999998	4.485	35.775999999999996	29.824	6.207999999999999	29.56	81.025	2.235	1.905	35.907	31.706999999999997	2.708	26.616999999999997	82.874
36.1741	35.85	39.144	26.555	0.818	11.087	29.373	4.165	33.843	35.348	39.508	27.218000000000004	0.693	22.514	29.703000000000003	4.782	34.537	34.333	36.758	28.319000000000003	0.9179999999999999	12.577	29.651999999999997	7.356	35.085	2.65	8.745	35.566	30.595	12.21	30.096999999999998	77.514	2.318	4.505	35.775999999999996	29.717	6.1979999999999995	29.651999999999997	81.52199999999999	2.185	2.053	35.906	31.435	2.698	26.174	83.306
