	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
57.67513	30.039	61.578	65.333	62.882	71.82300000000001	46.847	41.71	48.722	36.051	64.759	68.11	66.145	74.054	46.729	46.721000000000004	47.867	38.106	56.295	69.567	63.724	74.06	45.838	45.464	50.958	19.148	46.70399999999999	15.852	38.266	26.704	25.783	27.326	25.203000000000003	41.69	15.658	31.259	25.671	24.888	28.879	28.624000000000002	34.687	14.607000000000001	25.588	13.635	24.08	24.886
57.84179	30.090999999999998	62.016999999999996	65.417	62.681999999999995	71.892	46.872	41.74100000000001	48.63	36.115	64.265	68.10300000000001	66.023	73.749	46.782	46.771	47.849	37.963	56.736000000000004	69.098	63.523	73.47	45.605	45.489	50.917	19.295	46.755	15.777999999999999	38.334	27.021	25.781	27.695999999999998	25.305	41.401	15.350999999999999	31.279	25.38	24.851999999999997	29.131	28.636	34.611999999999995	14.645999999999999	25.726999999999997	13.591	23.47	24.881999999999998
58.00847	30.092	61.681000000000004	65.627	62.72	71.546	46.949	41.849	48.793	36.196999999999996	64.561	67.935	66.057	73.78	46.801	46.817	48.035	37.984	56.428000000000004	69.248	63.56100000000001	73.791	45.653999999999996	45.508	50.99	19.243	46.743	15.788	38.734	27.081999999999997	25.668000000000003	27.409000000000002	25.679000000000002	41.393	15.418	31.625999999999998	25.441999999999997	25.083000000000002	28.929000000000002	28.575	34.724000000000004	14.886	26.393	14.177999999999999	24.254	24.768
58.17504	30.283	61.413000000000004	65.798	62.975	71.844	46.898	41.852	48.83	36.312	65.282	68.051	66.057	73.52600000000001	46.808	46.885	47.966	38.19	56.333	69.422	63.382	73.275	45.861999999999995	45.659	51.06100000000001	19.398	46.955	16.225	39.05	26.749000000000002	26.058000000000003	27.888	25.615	41.513000000000005	15.538	31.846999999999998	25.628	24.87	28.803	29.206999999999997	35.067	14.890999999999998	26.266	13.777000000000001	23.776	24.668000000000003
58.34188	30.465	61.457	65.555	62.817	71.77600000000001	47.027	42.00899999999999	48.843	36.41	64.605	68.47399999999999	66.567	73.689	46.879	46.985	48.153999999999996	38.461999999999996	56.608999999999995	69.758	63.659	73.611	45.903	45.701	50.988	19.319000000000003	47.055	16.058	38.83	26.785999999999998	25.749000000000002	27.289	26.146	41.641000000000005	15.689	32.001999999999995	25.636999999999997	24.416999999999998	29.073	29.16	35.223	14.898	26.593000000000004	14.073	24.248	25.429000000000002
58.50853	30.488000000000003	61.676	65.762	62.8	71.47	46.955	41.916000000000004	48.828	36.497	64.581	68.587	65.958	73.27199999999999	46.748999999999995	46.994	48.091	38.253	56.336999999999996	69.438	63.352	73.372	45.864	45.571000000000005	50.934	19.730999999999998	47.007	16.599	39.037	26.99	26.443	27.285999999999998	26.128	41.604	15.537	32.425	25.928	25.046	29.151999999999997	28.85	35.23	14.772	26.674	14.267999999999999	23.901999999999997	25.166
58.67525	30.642	61.5	65.555	62.854	71.635	46.958	41.92100000000001	49.004	36.619	64.66199999999999	67.917	66.039	73.408	47.041000000000004	46.938	48.176	38.46	56.42100000000001	69.056	63.464	73.249	45.751999999999995	45.545	50.992	19.887999999999998	47.153999999999996	16.182000000000002	39.217	27.059	26.05	27.729	26.194000000000003	41.551	15.639000000000001	32.174	25.651	25.085	29.248	28.944000000000003	35.093	14.672	27.088	14.312999999999999	23.855999999999998	25.35
58.8419	30.816	61.413000000000004	65.872	62.883	71.432	47.045	41.979	48.917	36.561	64.547	68.436	66.183	73.235	46.983000000000004	47.025	48.176	38.633	56.565	69.028	63.666000000000004	73.422	45.839	45.776	51.251999999999995	20.176	47.067	16.24	39.448	26.886	26.136999999999997	27.526999999999997	25.877	41.724	15.956	32.665	25.535999999999998	24.767	29.219	29.002	35.122	15.392999999999999	27.088	14.052999999999999	23.885	25.408
59.00859	30.864	60.994	65.711	62.693000000000005	71.442	47.032	42.14	48.961999999999996	36.635999999999996	64.184	67.986	66.166	73.187	46.797	47.098	47.93	38.446999999999996	55.771	69.097	63.448	73.202	45.88399999999999	45.619	50.978	20.082	47.227	16.522000000000002	39.205999999999996	27.136999999999997	26.128	27.691	26.299	41.74	15.979000000000001	32.655	25.787	24.901999999999997	29.412	29.164	35.371	14.809000000000001	27.425	13.96	24.136	25.486
59.17529	30.874000000000002	61.655	65.59100000000001	62.833999999999996	71.232	46.977	42.058	48.964	36.7	64.41	68.297	66.07300000000001	73.237	46.858000000000004	46.983999999999995	48.073	38.625	56.201	69.17699999999999	63.617	73.02199999999999	45.887	45.593	50.95	20.239	47.027	16.22	39.558	26.918000000000003	26.139	27.673000000000002	26.855	41.513999999999996	15.879000000000001	33.068000000000005	26.058000000000003	24.999000000000002	29.305999999999997	29.489	35.522	15.373	27.464000000000002	14.235999999999999	24.205	25.641
59.34192	30.951	61.725	65.747	62.788999999999994	71.53	46.993	42.04600000000001	48.951	36.861	64.797	68.193	65.797	73.074	46.902	47.0	48.11600000000001	38.584	56.099	69.045	63.601000000000006	72.888	45.846000000000004	45.666000000000004	51.108999999999995	20.288	47.215	16.214000000000002	39.634	26.823	25.958000000000002	27.664	26.701	41.415	16.045	33.26	26.454	25.307	29.555999999999997	29.392	35.482	14.876	27.829	14.287	24.456	25.747
59.5086	31.191	61.615	65.612	62.854	71.288	46.928999999999995	42.239	48.975	36.907	64.66199999999999	68.667	66.097	73.062	46.983000000000004	47.053999999999995	48.176	38.806	56.133	68.854	63.55	72.78699999999999	45.81	45.891999999999996	51.07899999999999	20.407	47.181999999999995	16.442	39.823	27.377	26.165	27.787	26.8	41.897	16.072	33.444	26.228	25.2	29.392	29.781	35.611999999999995	15.162	28.011999999999997	14.342	24.289	25.956
59.67527	31.267	61.387	65.762	62.8	71.297	46.897	42.176	49.088	36.902	64.176	68.414	66.305	72.983	47.00899999999999	47.081	48.293	38.830999999999996	55.99	69.149	63.669	72.99600000000001	46.008	45.802	51.136	20.886	47.266999999999996	16.08	40.047	27.221	26.066999999999997	27.748	27.255	41.604	15.883	33.233000000000004	26.245	25.305999999999997	29.787	29.803	35.461	15.234000000000002	28.493000000000002	14.095	24.335	25.888
59.84198	31.383000000000003	61.232	65.726	62.791000000000004	71.383	47.081	42.299	48.983000000000004	37.11	64.4	68.09100000000001	66.126	72.779	46.961999999999996	47.093	48.309	38.868	56.239	69.028	63.545	72.906	46.075	45.783	51.236000000000004	20.824	47.308	16.820999999999998	40.341	27.449	26.44	27.688000000000002	27.951	41.699	16.336	33.667	26.531	25.825	29.613000000000003	30.414	35.522	14.937000000000001	28.406	14.634	24.447	26.32
60.00858	31.365	61.348	65.626	62.699	71.002	47.111000000000004	42.193999999999996	49.271	37.126	64.388	68.36	65.906	72.922	47.078	47.146	48.345	38.905	56.155	68.952	63.396	72.708	45.994	45.698	51.254	21.482	47.361000000000004	16.374000000000002	40.534	27.325	26.114	27.905	27.601999999999997	41.65	16.205	33.702	26.465	25.23	29.680999999999997	29.976	35.633	15.208	28.906	14.302999999999999	24.41	25.7
60.17528	31.671999999999997	61.773	65.509	62.78	71.24	47.089	42.313	49.077	37.126999999999995	64.732	68.275	65.935	72.783	47.056999999999995	47.126999999999995	48.305	38.996	56.318999999999996	69.27	63.65	72.423	45.97	45.763000000000005	51.151	21.206999999999997	47.428999999999995	16.233	40.966	27.368000000000002	26.041	28.182	27.915	41.567	16.671	33.607	26.508000000000003	25.276999999999997	29.643	29.944000000000003	35.601	15.069	28.868000000000002	14.392999999999999	24.107	25.947
60.34198	31.586	61.263999999999996	65.833	62.818000000000005	70.92399999999999	46.993	42.363	49.181999999999995	37.236	64.508	68.04899999999999	66.056	72.815	47.104	47.25899999999999	48.26	39.016	56.18600000000001	68.9	63.571999999999996	72.542	46.048	46.012	51.108999999999995	21.182	47.532	16.473	40.902	27.284000000000002	26.362	27.924	28.114	41.703	16.535999999999998	33.981	26.656	25.421999999999997	29.873	29.997	35.799	15.481	29.502	14.748	24.6	26.41
60.50865	31.874000000000002	61.293	65.747	62.905	70.953	47.07899999999999	42.276	49.123999999999995	37.121	64.335	68.107	65.97	72.555	47.075	47.086000000000006	48.433	39.016	56.07	68.727	63.571999999999996	72.456	45.875	45.983999999999995	51.138000000000005	21.615	47.1	16.56	40.556	27.081999999999997	26.101999999999997	27.924	27.941	41.674	16.709	34.27	26.656	25.680999999999997	29.643	30.256999999999998	35.742	15.654000000000002	29.444000000000003	14.489	24.686999999999998	26.18
60.67529	31.903000000000002	61.628	66.057	62.953	70.923	47.118	42.398999999999994	49.135	37.242	64.21300000000001	67.899	66.108	72.495	46.97	47.213	48.391999999999996	39.082	56.146	69.183	63.476000000000006	72.625	46.086000000000006	45.965	51.353	21.9	47.4	16.58	41.196999999999996	27.397	26.156999999999996	27.98	28.866999999999997	41.798	16.555999999999997	34.271	26.566	25.364	29.469	30.346999999999998	35.861	15.762	29.618000000000002	14.767999999999999	24.54	26.524
60.84204	31.884	61.301	65.634	62.91	71.003	47.188	42.446000000000005	49.11600000000001	37.351	64.85600000000001	68.221	66.2	72.63600000000001	47.183	47.191	48.272	39.156	56.281000000000006	68.87100000000001	63.49100000000001	72.395	46.042	45.946999999999996	51.211000000000006	21.976	47.58	16.614	41.22	27.299	26.318	27.705	28.665	41.986999999999995	16.329	34.736999999999995	26.756	25.375	29.393	30.433000000000003	35.601	15.706	29.366	14.946	24.901999999999997	26.393
61.00859	32.018	61.332	65.61	62.74100000000001	70.983	47.098	42.528	49.17100000000001	37.431999999999995	64.515	68.141	65.917	72.442	47.123000000000005	47.305	48.302	39.325	56.196999999999996	69.021	63.523	72.373	45.923	45.945	51.268	21.935	47.492	16.828	41.992	27.489	26.019000000000002	27.954	28.773000000000003	41.724	16.198	34.556	26.715999999999998	25.451	29.585	30.656	35.882	15.806	29.991	14.527000000000001	24.747	26.296
61.17531	31.999000000000002	61.215	65.547	62.651	70.658	47.188	42.504	49.231	37.437	64.05	68.02	65.796	72.002	47.097	47.191	48.358000000000004	39.243	56.07899999999999	69.131	63.433	72.28	46.129	45.976000000000006	51.153999999999996	22.581	47.494	16.785999999999998	41.623000000000005	27.730999999999998	26.405	28.108	29.471	41.699	16.243	34.709	26.958000000000002	25.778000000000002	29.768	30.778000000000002	35.687	15.706	30.288	14.946	25.075	26.71
61.34208	32.191	61.44	65.595	62.471000000000004	70.554	47.021	42.397	49.178999999999995	37.535	64.501	68.123	65.612	72.39	47.074	47.281000000000006	48.471000000000004	39.28	56.04600000000001	68.917	63.283	72.18	46.078	46.01	51.24100000000001	22.546	47.324	16.789	41.577	27.465999999999998	26.311999999999998	28.158	29.916	41.593	16.993	34.696999999999996	26.750999999999998	25.941	29.73	30.906999999999996	35.874	16.081	30.363000000000003	15.005999999999998	24.695	26.443
61.50873	32.249	61.419	65.667	62.683	70.609	47.041000000000004	42.556999999999995	49.287	37.633	64.544	68.141	65.831	72.212	47.036	47.276	48.475	39.498000000000005	55.937	69.165	63.638999999999996	72.028	46.068000000000005	45.973	51.585	22.973000000000003	47.521	17.232	41.934	27.518	26.364	28.04	29.636999999999997	41.81	16.803	35.075	27.061999999999998	25.999000000000002	29.441	30.916	35.968	15.892999999999999	30.308000000000003	14.815	24.776	26.815
61.67546	32.595	61.513000000000005	65.624	62.838	70.692	47.205	42.688	49.36600000000001	37.79	64.38600000000001	68.101	65.82	72.12	47.143	47.387	48.68	39.486	55.943999999999996	69.039	63.476000000000006	72.25	46.23	46.052	51.266999999999996	22.909000000000002	47.746	16.955	42.004	27.743000000000002	26.503	28.095	30.454	41.827	16.930999999999997	35.396	26.855	25.623	29.901999999999997	31.213	36.092	16.339000000000002	30.916	15.402999999999999	25.434	26.956999999999997
61.84197	32.403	61.568000000000005	65.59100000000001	62.92100000000001	70.77	47.236999999999995	42.606	49.397	37.650999999999996	64.69800000000001	68.32600000000001	66.07300000000001	71.997	47.175	47.417	48.477	39.577	56.519	69.437	63.531000000000006	72.09899999999999	46.233000000000004	46.053999999999995	51.411	22.979	47.805	16.855	42.038999999999994	27.61	26.889	27.99	30.72	41.802	16.975	35.751	27.27	26.037	30.085	31.191	36.272	15.834000000000001	30.608	15.332	25.128	27.429000000000002
62.00869	32.374	61.348	65.626	62.67	70.512	47.025	42.626999999999995	49.357	37.789	64.648	68.014	65.992	71.855	47.136	47.376000000000005	48.49	39.626	55.86600000000001	69.385	63.482	72.161	46.167	45.986000000000004	51.427	23.212	47.765	16.893	42.292	27.325	26.258000000000003	28.136	31.291999999999998	41.852	16.724	35.373000000000005	27.041999999999998	25.835	30.055999999999997	31.1	35.979	15.812999999999999	30.75	14.908	24.785	27.256999999999998
62.17537	32.623000000000005	60.911	65.559	62.721000000000004	70.61	47.232	42.607	49.333	37.685	64.37899999999999	67.685	65.75	71.955	47.083999999999996	47.351000000000006	48.516000000000005	39.49	55.574	69.056	63.331	71.888	46.03	45.934	51.312	23.291999999999998	47.623999999999995	16.895	42.331	27.750999999999998	26.482	28.272	30.871	41.86	17.012999999999998	35.418	27.209	26.229	30.19	31.256999999999998	36.108000000000004	15.872	30.883000000000003	15.054	24.923000000000002	27.305999999999997
62.34208	32.768	61.466	65.574	62.732	70.63600000000001	47.31	42.651	49.47	37.842	64.133	68.395	65.797	71.892	47.191	47.431999999999995	48.549	39.708	56.243	69.304	63.486000000000004	71.764	46.221000000000004	46.214	51.57	23.604	47.619	16.848	42.54600000000001	27.63	26.909000000000002	28.471	31.747	42.107	17.083	35.971	27.232	25.912	29.816	31.41	36.145	16.317	31.203000000000003	15.469000000000001	25.291999999999998	27.362
62.50875	32.835	61.36600000000001	65.648	62.748000000000005	70.51100000000001	47.323	42.75	49.57	37.998000000000005	64.583	68.24	66.07300000000001	71.737	47.262	47.532	48.65	39.836	56.115	69.235	63.588	71.666	46.118	46.053999999999995	51.411	24.276	47.805	17.259	42.5	27.783	26.572	28.913	31.73	42.119	17.35	35.836999999999996	27.443	26.095	29.998	31.623	36.272	16.151	31.415	15.302999999999999	25.301	27.631
62.67554	32.836	61.489	65.692	62.729	70.594	47.401	42.678999999999995	49.476000000000006	37.924	64.366	68.171	65.918	71.933	47.282	47.585	48.568000000000005	39.825	55.919	69.253	63.512	71.773	46.281000000000006	46.191	51.728	24.070999999999998	47.974	17.500999999999998	42.831	28.038	26.682	28.739	32.001	42.223	16.785	36.218	27.12	26.180999999999997	29.883000000000003	31.691	36.165	16.28	31.448	15.459000000000001	25.21	27.659000000000002
62.84207	32.884	61.167	65.682	62.751000000000005	70.692	47.205	42.717	49.423	38.05	64.559	68.015	65.675	71.687	47.288000000000004	47.271	48.593999999999994	39.832	55.973	69.385	63.448	71.702	46.172	46.138000000000005	51.498000000000005	23.775	47.573	17.387999999999998	42.841	27.743000000000002	26.734	28.268	31.955	41.971000000000004	16.844	36.349000000000004	27.171999999999997	26.201	30.249000000000002	31.616999999999997	36.525	15.992	31.494	15.662	25.088	27.909000000000002
63.00875	32.973	60.979	65.798	62.714	70.368	47.245	42.748999999999995	49.409	38.163000000000004	64.762	68.196	65.855	71.906	47.445	47.608000000000004	48.66	40.012	56.073	69.393	63.468999999999994	71.423	46.325	46.238	51.696999999999996	24.258000000000003	48.025	17.382	43.071000000000005	27.991999999999997	26.521	28.351	32.818000000000005	42.148999999999994	17.1	36.330999999999996	27.364	26.403000000000002	30.307	32.1	36.485	16.424	31.82	15.484000000000002	25.454	27.561
63.17554	33.097	61.161	65.656	62.72	70.419	47.354	42.803000000000004	49.4	38.133	64.417	68.05	66.028	71.612	47.293	47.54	48.67100000000001	40.007	56.138999999999996	68.90100000000001	63.763000000000005	71.335	46.348	46.172	51.597	24.618000000000002	47.87	17.521	43.098	27.631	26.535	28.853	32.961	42.058	17.123	36.596	27.32	26.296999999999997	29.825	31.985	36.371	16.387999999999998	31.768	15.912	25.468000000000004	27.947
63.34219	33.262	61.152	65.654	62.656000000000006	70.31	47.245	42.691	49.495	38.192	64.501	68.02199999999999	65.681	71.704	47.213	47.435	48.573	39.925	56.246	69.132	63.556000000000004	71.51	46.208999999999996	46.122	51.61	24.576	47.736000000000004	17.613	43.36	28.195	26.695	28.814	33.02	41.946000000000005	17.187	36.330999999999996	27.133000000000003	26.576999999999998	29.96	32.186	36.485	16.366	31.646	15.86	25.194000000000003	27.908
63.50881	33.37	61.26	65.738	62.795	70.288	47.397	42.983999999999995	49.648999999999994	38.309	64.41199999999999	68.312	65.884	71.563	47.36600000000001	47.706	48.851000000000006	40.133	56.035	69.596	63.57899999999999	71.657	46.475	46.535	51.856	25.055999999999997	47.92	17.908	43.478	28.123	26.883000000000003	28.686999999999998	33.659	41.951	17.221	36.703	27.436999999999998	26.134	30.414	32.186	36.626999999999995	16.402	32.045	15.981	25.47	28.303
63.67556	33.379	61.806999999999995	65.791	62.733999999999995	70.10600000000001	47.284	43.04600000000001	49.535	38.400999999999996	64.089	68.36399999999999	66.081	71.44	47.426	47.678000000000004	48.879	40.137	56.263999999999996	68.953	63.72	71.476	46.333999999999996	46.335	51.798	25.153000000000002	48.211000000000006	17.663	43.541000000000004	28.019000000000002	27.039	28.813000000000002	33.895	41.983999999999995	17.005	37.029	27.42	26.259	30.221	32.221	36.634	16.359	32.082	15.764000000000001	25.451999999999998	28.139
63.84215	33.407	61.586000000000006	65.827	62.772	70.22399999999999	47.332	42.864	49.611000000000004	38.163000000000004	64.328	67.935	65.797	71.212	47.358000000000004	47.521	48.747	40.157	56.303999999999995	68.988	63.382	71.336	46.382	46.238	51.696999999999996	25.213	47.852	17.902	43.592	28.166	26.868000000000002	28.64	34.466	42.294	17.1	37.025	27.451	26.837	30.365	32.129	36.427	16.337	32.311	16.178	26.206	28.168000000000003
64.00887	33.416	60.948	65.707	62.769	70.331	47.306000000000004	42.898	49.67100000000001	38.255	64.467	68.421	65.994	71.32	47.361000000000004	47.43600000000001	48.745	40.045	56.013000000000005	69.098	63.465	71.214	46.211999999999996	46.211000000000006	51.669	25.425	48.085	17.86	43.77	28.177	26.648000000000003	28.708000000000002	34.644	42.123999999999995	17.317999999999998	37.582	27.693	26.5	30.171999999999997	32.106	36.461999999999996	16.757	32.464	15.759	25.494	27.918000000000003
64.17564	33.473	61.103	65.829	62.72	70.217	47.29600000000001	42.946999999999996	49.545	38.451	64.50399999999999	68.137	65.595	71.295	47.466	47.482	48.67100000000001	40.094	55.966	69.161	63.474	70.93	46.406000000000006	46.23	51.626000000000005	25.513	48.015	18.215	43.705	28.324	26.795	28.910999999999998	34.666	41.913000000000004	17.383	37.232	27.32	26.384	30.085	32.65	36.458	16.648	32.23	16.086	25.41	28.409000000000002
64.34219	33.577	61.56	65.762	62.742	70.2	47.302	43.1	49.578	38.431999999999995	64.321	67.89399999999999	65.641	70.875	47.327	47.513999999999996	48.784	40.217	55.817	69.062	63.496	71.264	46.441	46.351000000000006	51.656000000000006	26.054000000000002	47.989	17.927	43.858999999999995	28.087	27.193	28.903000000000002	35.137	42.297	17.846	37.68	27.747	26.951	30.566	32.373000000000005	36.385	16.88	32.535	15.885	25.691999999999997	28.111
64.509	33.659	61.434	65.825	62.94	69.97	47.483999999999995	42.926	49.591	38.599000000000004	64.064	68.225	65.768	71.12899999999999	47.424	47.503	48.909	40.336	56.208999999999996	69.046	63.753	71.309	46.446000000000005	46.39	51.913000000000004	26.04	48.268	18.197	44.202	28.326	26.739	28.86	35.657	42.095	17.858	37.571	27.785	27.147	30.414	32.938	36.569	17.039	32.711	16.125999999999998	25.586	28.593000000000004
64.67564	33.649	61.128	65.721	62.778999999999996	70.096	47.413000000000004	43.059	49.722	38.586999999999996	64.221	68.555	65.925	71.372	47.497	47.605	48.72	40.41	56.106	69.46300000000001	63.563	71.465	46.549	46.464	51.928000000000004	26.089000000000002	48.312	18.277	44.277	28.143	26.903000000000002	28.851	35.731	42.17	17.938	37.995	27.863000000000003	27.079	30.578000000000003	32.898	36.732	17.061	32.846	16.320999999999998	25.837	28.901
64.84226	33.753	61.481	65.661	62.608000000000004	70.168	47.466	43.059	49.629	38.59	64.53699999999999	68.143	65.745	71.12899999999999	47.405	47.596000000000004	48.817	40.466	56.17100000000001	69.196	63.507	70.908	46.286	46.372	51.886	26.486	47.955	17.969	44.452	28.515	27.362	29.131999999999998	35.875	42.198	17.658	38.467	28.06	26.808000000000003	30.423000000000002	32.846	36.711999999999996	16.663	32.887	16.244	25.774	28.747
65.00891	33.793	61.196999999999996	65.757	62.875	69.895	47.431999999999995	42.964	49.856	38.522	64.171	68.329	65.786	71.028	47.545	47.651	48.964	40.459	56.001000000000005	69.15	63.513999999999996	71.181	46.598	46.511	51.943000000000005	26.495	48.213	18.401	44.501000000000005	28.435	27.281999999999996	29.43	36.301	42.393	17.917	38.309	27.836	26.934	30.462	32.891999999999996	36.872	16.865	33.074	16.792	25.926	29.248
65.17566	33.839	60.961000000000006	65.95	62.751999999999995	70.139	47.495	43.088	49.803000000000004	38.59	64.53699999999999	68.346	65.71600000000001	70.955	47.492	47.74100000000001	48.903	40.408	55.91	68.907	63.361999999999995	71.168	46.431000000000004	46.458999999999996	51.972	26.573	48.042	18.287	44.885	28.486	27.073	29.219	36.743	42.372	17.976	38.381	27.627	26.75	30.625	33.019	36.74	16.980999999999998	32.858000000000004	16.764	26.324	28.601999999999997
65.34232	34.11	61.497	65.967	62.681999999999995	70.071	47.508	43.158	49.903	38.689	64.178	68.19	65.762	70.8	47.621	47.61	49.005	40.594	56.042	69.445	63.523	70.63600000000001	46.646	46.472	52.074	26.842	48.373999999999995	18.583	44.898	28.611	27.371	29.285999999999998	36.958	42.471000000000004	17.750999999999998	38.565	28.214000000000002	27.250999999999998	30.693	33.001999999999995	36.896	16.844	33.071	16.8	26.246	28.872
65.50899	33.955	61.481	65.661	62.897	70.34100000000001	47.611000000000004	43.29	49.831	38.763000000000005	64.595	68.056	65.745	70.868	47.666000000000004	47.885	48.903	40.639	56.633	69.109	63.449	70.908	46.604	46.516000000000005	52.001000000000005	27.266	48.158	18.402	44.943000000000005	28.66	27.362	29.103	36.829	42.632	17.918	38.872	28.118000000000002	27.068	30.712	33.28	36.827	17.01	33.118	17.198	26.179000000000002	29.094
65.67563	34.1	61.278999999999996	65.863	62.724	69.965	47.409	43.174	49.831	38.677	64.45100000000001	67.97	65.62899999999999	70.753	47.608000000000004	47.856	49.048	40.495	55.93899999999999	69.42699999999999	63.507	70.908	46.604	46.43	52.146	27.526999999999997	48.244	18.46	44.972	28.601999999999997	27.449	29.479	37.436	42.198	18.004	38.439	27.945	27.502	30.509	33.193000000000005	36.914	17.328	33.465	16.504	26.237	29.354
65.84235	34.022	61.161	65.916	62.604	69.957	47.382	42.946999999999996	49.863	38.653	64.07	68.368	65.624	70.745	47.408	47.626000000000005	49.018	40.556	56.053000000000004	69.305	63.56100000000001	70.52600000000001	46.492	46.403	51.943999999999996	27.651999999999997	48.303999999999995	18.619	44.832	28.469	27.489	29.171	37.555	42.49100000000001	18.164	38.908	28.014	27.221999999999998	30.923000000000002	33.314	36.631	17.487000000000002	33.559	17.184	26.392	29.19
66.00896	34.196	61.236999999999995	65.851	62.769	69.926	47.479	43.1	49.903	38.689	64.178	68.594	65.64699999999999	70.51100000000001	47.446999999999996	47.668	49.063	40.594	56.013000000000005	69.271	63.783	70.723	46.473	46.443000000000005	51.928999999999995	27.796999999999997	48.258	18.322	45.1	29.276	27.342	29.546999999999997	38.201	42.471000000000004	18.243	38.941	28.069000000000003	27.425	31.04	33.609	36.896	17.191	33.505	17.032	26.448	29.276999999999997
66.17566	34.189	61.489	66.05199999999999	62.705	69.932	47.458	43.162	49.825	38.922	64.262	68.161	65.64699999999999	70.774	47.571000000000005	47.736000000000004	49.138999999999996	40.716	56.004	69.359	63.547	70.753	46.623000000000005	46.596000000000004	52.001000000000005	27.498	48.501000000000005	18.791	45.48	28.743000000000002	27.56	29.796999999999997	38.353	42.505	17.844	38.91	28.201	27.416999999999998	30.829	33.668	36.981	17.314	33.385	16.893	26.233	29.5
66.34234	34.201	61.176	65.917	62.77	70.065	47.626000000000005	43.298	50.11	38.826	64.706	68.608	65.745	70.876	47.711000000000006	47.82	49.345	40.766999999999996	56.327	69.197	63.611999999999995	70.968	46.876999999999995	46.648999999999994	52.29	28.58	48.585	19.051	45.646	29.096999999999998	27.654	29.546	38.751999999999995	42.468	18.046	39.476	28.295	27.862	30.81	33.396	37.113	17.604	33.746	16.835	26.531	29.596999999999998
66.50896	34.314	61.631	65.931	62.788000000000004	69.953	47.63399999999999	43.282	49.972	38.898	64.055	68.503	65.554	70.767	47.718	47.824	49.225	40.632	56.059	69.15	63.659	70.631	46.685	46.685	52.059	28.173000000000002	48.126000000000005	18.343	46.005	28.956	27.919	29.662	38.586999999999996	42.48	17.859	39.264	28.357	27.744	30.925	33.586999999999996	36.959	17.531	33.508	17.545	26.794	29.538
66.67583	34.416	61.058	66.072	62.70399999999999	69.678	47.456	43.224	49.93600000000001	38.900999999999996	64.285	68.293	65.577	70.641	47.626000000000005	47.699	49.031000000000006	40.774	56.037	69.115	63.285	70.768	46.623999999999995	46.678999999999995	52.045	28.364	48.376999999999995	18.988	46.004	29.182	27.798000000000002	29.768	38.929	42.508	18.301	39.417	27.947	27.934	31.173000000000002	33.967	36.851	17.075	34.010999999999996	17.119	26.845	29.498
66.84227	34.108000000000004	61.593999999999994	66.003	62.576	69.84100000000001	47.44	43.236000000000004	49.891999999999996	39.0	64.301	68.484	65.53699999999999	70.717	47.668	47.915	49.133	40.903	55.995	69.074	63.59	70.439	46.695	46.606	52.059	28.691999999999997	48.333	18.706	45.901	29.104	27.604	29.778000000000002	39.463	42.49100000000001	18.337	39.11	28.447	27.944000000000003	30.923000000000002	33.891999999999996	37.152	17.573	33.473	17.125999999999998	26.479	29.768
67.00902	34.455	61.593999999999994	65.916	62.633	69.494	47.527	43.265	50.152	39.028	64.821	68.282	65.797	70.225	47.696999999999996	47.82899999999999	49.248999999999995	40.903	55.966	69.132	63.388000000000005	70.699	46.608000000000004	46.403	52.031000000000006	28.634	48.56399999999999	19.255	46.42100000000001	29.191	28.038	30.385	39.578	42.52	18.308	39.255	28.215999999999998	27.858	31.125999999999998	33.891999999999996	37.065	17.66	33.848	18.022000000000002	26.594	29.739
67.17568	34.532	61.405	65.986	62.617	69.852	47.543	43.224	49.965	38.93	64.545	68.437	65.52	70.439	47.771	47.843999999999994	49.233000000000004	40.861	56.066	69.057	63.4	70.421	46.566	46.65	52.016000000000005	28.971	48.55	18.959	46.091	29.413	27.798000000000002	29.796999999999997	39.738	42.593999999999994	18.387999999999998	39.272	28.351	27.674	31.346999999999998	33.909	37.429	17.479	34.184	18.101	26.73	29.555
67.34236	34.532	60.798	66.072	62.559	69.765	47.456	43.31100000000001	50.138000000000005	38.93	64.4	68.033	65.491	70.294	47.655	47.728	49.205	40.977	56.239	69.664	63.574	70.479	47.028	46.65	52.161	29.201999999999998	48.492	19.305999999999997	46.062	29.413	28.058000000000003	30.316999999999997	40.027	42.652	18.474	39.792	28.294	27.991999999999997	31.607	33.996	37.285	17.508	34.098	17.668	26.903000000000002	29.671
