	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
29.84003	16.433	69.633	71.439	59.582	63.028	20.429000000000002	20.991999999999997	20.684	18.055	69.796	73.918	64.561	63.558	19.154	24.366999999999997	20.035999999999998	19.697	63.745	74.653	60.191	64.726	19.741	24.272	23.138	3.3360000000000003	19.644000000000002	11.639000000000001	8.061	11.866	11.895999999999999	13.577	3.123	20.853	12.54	9.245	8.609	14.312000000000001	11.747	9.83	16.903	9.667	6.266	2.839	8.865	14.144
30.00666	16.230999999999998	69.48899999999999	71.699	60.015	63.373999999999995	20.457	20.991999999999997	21.233	17.738	70.142	73.86	64.59	63.992	19.067999999999998	24.366999999999997	20.238	19.523	63.919	74.48	60.163000000000004	65.102	20.059	24.272	23.34	3.4219999999999997	20.424	11.292	8.668	11.259	12.359000000000002	12.913	3.1519999999999997	21.026	12.28	10.14	8.783	13.966	11.401	10.003	17.221	9.407	6.237	2.81	8.777999999999999	14.144
30.17329	16.256	69.542	71.675	60.131	63.338	20.64	21.323	21.009	18.097	69.624	73.93	64.61	63.658	19.074	24.655	20.27	19.805	64.056	74.722	60.653999999999996	65.48899999999999	20.152	24.585	23.622	3.627	20.584	11.652999999999999	9.366	12.37	12.144	12.934000000000001	3.05	21.535	12.385	9.685	8.817	13.884	12.373	10.583	16.878	9.886000000000001	6.3020000000000005	3.037	8.732000000000001	14.809000000000001
30.3401	16.658	69.35600000000001	71.623	60.373999999999995	63.818999999999996	20.796999999999997	21.445999999999998	21.311999999999998	17.875	70.268	74.24600000000001	64.65899999999999	64.062	19.262999999999998	24.761999999999997	20.604	19.833	63.786	74.60600000000001	60.551	65.259	20.398	24.725	23.823	3.389	19.463	11.749	9.269	11.802999999999999	12.526	13.716	3.233	21.336	12.13	10.28	8.98	13.901	12.29	9.939	16.809	9.402000000000001	6.723	3.0660000000000003	8.513	14.714
30.50669	16.26	69.315	71.554	60.563	63.721000000000004	21.237	21.425	21.406	18.142	70.315	74.09100000000001	64.676	64.33800000000001	19.53	24.916	20.7	19.754	63.919	75.0	60.971000000000004	65.968	20.81	24.676	24.033	3.7689999999999997	20.655	12.159	9.476	11.866	13.08	13.375	3.2960000000000003	21.546	12.136	10.370999999999999	8.783	14.081	12.383	10.841	16.816	9.667	6.843	3.0989999999999998	9.298	13.797
30.67339	16.317999999999998	68.85300000000001	71.468	60.678999999999995	63.894	21.468000000000004	21.396	21.724	18.055	69.68	74.178	64.561	64.51100000000001	19.53	25.002	20.758000000000003	19.754	63.832	74.538	61.058	65.939	20.925	24.936	24.293000000000003	3.653	20.077	11.581	9.39	12.241	12.300999999999998	13.722000000000001	3.036	21.95	13.232999999999999	10.4	9.1	14.225999999999999	12.123	10.927	16.961	10.158	6.843	3.156	8.836	14.577
30.84001	16.472	68.975	71.26899999999999	60.891000000000005	64.419	21.531999999999996	21.488000000000003	21.933000000000003	18.119	69.28	73.949	64.76899999999999	64.865	19.855	25.090999999999998	21.018	19.930999999999997	63.434	74.251	61.184	66.236	21.076	24.881	24.296	3.755	20.371	11.882	10.154	11.59	12.600999999999999	14.338	3.193	21.839000000000002	12.724	11.222000000000001	9.085	14.32	12.105	10.82	17.026	10.083	7.001	3.1439999999999997	9.166	15.134
31.00665	16.408	68.87100000000001	71.395	61.049	64.142	21.929000000000002	21.769000000000002	22.011999999999997	18.487000000000002	69.695	73.959	64.608	64.733	19.963	25.169	21.096	19.894000000000002	63.388000000000005	74.55	61.196999999999996	66.277	21.127	25.219	24.721	3.635	20.392	11.79	10.467	12.45	12.249	13.38	3.216	21.916999999999998	12.776	11.505	9.167	14.37	12.59	10.929	17.135	10.222000000000001	6.9670000000000005	3.14	9.853	14.867
31.17334	16.261	68.842	71.391	61.143	64.517	21.948	21.701	22.291999999999998	18.275	69.49	73.952	64.782	65.37	20.099	25.095	21.309	19.795	63.388999999999996	74.37100000000001	61.464	66.771	21.465	25.176	24.765	3.785	20.238	11.503	10.557	12.163	12.940999999999999	14.012	3.159	21.991999999999997	12.602	11.911	9.113	14.536	12.589	10.720999999999998	16.984	9.702	7.144	3.2060000000000004	9.162	14.747
31.34009	16.51	68.53	71.204	61.333	64.9	22.386999999999997	21.65	22.208000000000002	18.454	69.445	73.83	64.90100000000001	65.486	20.447	25.405	21.363000000000003	20.213	63.595	74.449	61.394	67.058	21.554000000000002	25.193	25.301	4.13	20.1	12.030999999999999	11.138	12.344000000000001	13.272	14.289000000000001	3.3989999999999996	22.436999999999998	12.384	11.716	9.288	14.247	12.545	11.120999999999999	17.155	10.002	7.61	3.3710000000000004	9.574	14.655
31.50675	16.408	68.69800000000001	71.337	61.222	64.95	22.563000000000002	21.913	22.531	18.4	69.406	73.584	64.666	65.628	20.596999999999998	25.428	21.673000000000002	20.327	63.388000000000005	74.29	61.687	66.969	21.79	25.421	25.24	3.8080000000000003	20.133	11.299000000000001	11.592	12.825	13.142999999999999	14.302999999999999	3.216	22.61	12.458	11.937999999999999	9.484	14.717	13.369000000000002	11.592	17.135	9.471	7.832999999999999	3.2260000000000004	9.939	14.81
31.67337	16.706	68.877	71.399	61.52	65.359	22.655	21.976	22.682	18.262	69.555	74.047	64.903	65.779	20.805999999999997	25.748	21.730999999999998	20.215	63.336999999999996	74.149	61.755	67.006	21.941	25.741	25.589000000000002	3.909	20.6	11.456	11.865	12.29	13.126	13.937999999999999	3.43	22.845	12.412	12.440999999999999	9.642000000000001	15.214	13.206	11.225	16.998	9.627	7.586	3.3289999999999997	9.777999999999999	15.107000000000001
31.8401	16.725	68.582	71.193	61.482	65.498	22.794	22.0	22.964000000000002	18.66	69.406	73.959	65.098	66.176	20.857	25.804000000000002	21.846	20.414	63.215	73.887	61.888999999999996	67.2	22.281	25.796	25.76	4.096	20.305999999999997	11.992	12.285	12.998	13.057	14.159	3.447	23.014	12.285	12.802999999999999	9.773	14.399000000000001	13.369000000000002	10.755	17.221	9.529	7.775	3.428	10.17	15.069
32.0067	16.51	68.77199999999999	71.193	61.736999999999995	65.608	23.006999999999998	22.241999999999997	23.115	18.697	69.346	73.911	64.969	66.508	21.122	25.92	22.085	20.317	63.17	74.153	61.88399999999999	67.557	22.403000000000002	25.936999999999998	25.814	4.0569999999999995	20.489	11.879000000000001	12.950999999999999	13.06	12.949000000000002	14.259	3.363	23.149	11.857999999999999	12.43	9.738999999999999	14.92	13.12	11.530999999999999	17.74	9.967	8.352	3.467	9.943	15.41
32.1734	16.529	68.234	70.94	61.958999999999996	65.733	23.191	22.136999999999997	23.416	18.679000000000002	68.97800000000001	73.539	64.866	66.752	21.395	26.039	22.375	20.354	62.981	73.869	61.933	67.80199999999999	22.56	26.029	26.136999999999997	4.317	20.875999999999998	11.700999999999999	12.540999999999999	13.546	13.376	14.887	3.4160000000000004	23.214000000000002	12.865	13.350999999999999	9.795	14.789000000000001	13.286	11.720999999999998	17.378	9.846	7.886	3.384	10.082	15.022
32.34008	16.722	68.488	71.05199999999999	61.978	65.902	23.533	22.218000000000004	23.469	18.963	69.234	74.0	64.975	66.71600000000001	21.505	26.182	22.49	20.262999999999998	63.177	73.953	62.27	68.056	22.93	26.171	26.424	4.129	20.234	12.065	13.686	13.158	13.365	14.588	3.4330000000000003	23.384	12.593	13.802	10.158	14.753	13.362	11.424000000000001	17.4	9.979	8.423	3.57	10.244000000000002	15.418
32.50675	16.355999999999998	68.234	70.94	61.81399999999999	66.109	23.914	22.484	23.619	18.852999999999998	68.718	73.221	64.866	67.127	21.625999999999998	26.212	22.548000000000002	20.354	62.778999999999996	73.84	61.933	68.03399999999999	22.994	26.289	26.599	4.202	20.529	11.960999999999999	13.177999999999999	13.199000000000002	12.827	14.019	3.272	23.358	12.517999999999999	13.525	9.708	15.338	13.372	11.575999999999999	17.436	10.135	8.464	3.557	9.908999999999999	15.224
32.67351	16.427	67.825	70.785	62.02	66.273	23.944000000000003	22.485	23.853	19.116	69.027	73.178	64.804	67.44	21.861	26.553	22.855999999999998	20.468	62.66	73.711	62.284	68.319	23.199	26.255	26.796	4.197	20.069000000000003	11.373	14.004000000000001	14.026	12.959000000000001	15.217	3.377	23.732	12.274000000000001	13.484000000000002	10.019	14.998	13.56	11.844000000000001	17.56	9.633	8.715	3.6719999999999997	10.043	14.397
32.84016	16.668	67.89	70.818	62.145	66.53699999999999	24.15	22.634	23.974	18.948	68.8	73.324	64.954	67.561	22.011	26.583000000000002	23.0	20.76	62.782	73.858	62.409	68.70100000000001	23.608	26.488000000000003	26.943	4.529	20.565	11.876	14.853	12.883	13.288	14.505	3.533	23.879	12.718	13.583	10.177	15.005	13.744000000000002	12.083	17.914	9.818	9.103	3.7460000000000004	10.113	15.127
33.00686	16.567999999999998	68.288	70.609	62.17100000000001	66.876	24.278000000000002	22.618000000000002	24.333000000000002	18.991	68.765	73.48899999999999	64.747	67.382	22.255	26.651	23.5	21.002	62.662	73.619	62.233000000000004	68.753	23.794	26.816999999999997	27.241999999999997	4.404	21.069000000000003	12.067	15.014000000000001	13.651	13.997	15.069	3.4360000000000004	23.805	12.331	14.061	10.166	14.962	13.789000000000001	12.27	18.015	9.691	9.293	3.708	10.274000000000001	14.94
33.17355	16.879	67.67699999999999	70.442	62.24100000000001	66.53699999999999	24.67	22.869	24.355999999999998	19.016	68.774	72.792	64.969	67.916	22.480999999999998	26.734	23.429000000000002	20.927	62.37	73.329	62.361999999999995	69.262	24.160999999999998	26.646	27.415	4.486000000000001	20.889	11.674000000000001	15.216	13.657	13.882	14.515999999999998	3.2439999999999998	24.131	12.765999999999998	13.347000000000001	10.068999999999999	14.939	13.872	12.709000000000001	17.878	10.186	9.331	3.7430000000000003	10.569	14.468
33.34025	16.834	67.94	70.306	62.445	67.061	24.859	22.971	24.745	19.204	69.097	72.714	64.97399999999999	68.209	22.67	26.868000000000002	23.449	21.26	62.375	73.624	62.451	69.383	24.436	26.836	27.548000000000002	4.697	21.078000000000003	11.886	14.825999999999999	13.380999999999998	13.808	14.989	3.4560000000000004	24.148000000000003	13.18	14.307	10.452	15.212	14.115	13.126	17.749000000000002	10.025	9.371	3.8369999999999997	10.696	15.515999999999998
33.50684	16.773	67.98	70.46300000000001	62.596000000000004	67.219	25.351999999999997	22.888	24.892	19.177	69.053	73.075	65.014	68.308	22.96	27.191999999999997	23.89	21.006	62.788000000000004	73.15100000000001	62.716	69.711	24.497	26.959	28.016	4.543	21.281999999999996	11.994000000000002	15.712	13.145	14.436	15.072000000000001	3.478	24.47	12.514000000000001	14.129000000000001	9.956	14.982000000000001	13.995999999999999	12.321	17.691	9.818	9.767000000000001	3.998	10.890999999999998	14.882
33.67353	16.958	67.947	69.908	62.568999999999996	67.49600000000001	25.465999999999998	23.119	25.008000000000003	19.467	68.958	72.745	65.21	68.473	23.249000000000002	27.471999999999998	23.764	21.148000000000003	62.526	73.311	62.519	69.992	24.756	27.269000000000002	28.381999999999998	4.854	21.427	11.668	15.296	13.565	13.933	15.055	3.64	24.553	12.502	14.117	10.437000000000001	15.42	13.866	12.357000000000001	17.642	10.380999999999998	9.412	4.053999999999999	10.477	15.237
33.84022	16.85	67.467	69.852	62.613	67.667	25.801	23.398000000000003	25.201999999999998	19.491	69.132	72.943	65.245	68.936	23.3	27.368000000000002	23.858	21.250999999999998	62.306000000000004	73.33800000000001	62.563	70.141	25.15	27.168000000000003	28.509	4.73	21.535	11.71	15.936	13.519	14.229000000000001	14.630999999999998	3.366	25.258000000000003	12.34	15.274000000000001	11.169	14.931	13.989	12.787	18.502	10.163	9.797	3.762	10.517999999999999	14.953
34.00696	16.907	67.467	70.225	62.81399999999999	67.89699999999999	26.059	23.398000000000003	25.288	19.519000000000002	68.615	72.57	65.13	68.993	23.701999999999998	27.54	24.201999999999998	21.250999999999998	62.449	73.02199999999999	62.735	70.685	25.351	27.541	28.853	4.873	22.023000000000003	12.943	16.194000000000003	13.749	13.713	16.237000000000002	3.5380000000000003	25.516	11.937999999999999	15.159	10.969000000000001	15.275	14.419	12.815999999999999	18.789	10.421	10.055	4.106	10.546	15.097000000000001
34.17368	17.092	67.587	69.97399999999999	62.645	67.961	26.248	23.587	25.419	19.707	68.765	72.664	65.165	69.315	23.775	27.674	24.421999999999997	21.498	61.966	72.88600000000001	62.766999999999996	70.462	25.769000000000002	27.616	29.13	4.9110000000000005	21.695	12.668	16.924	13.789000000000001	14.012	15.304	3.406	25.276	12.208	15.027999999999999	10.892999999999999	15.462	14.145	12.658	18.804000000000002	9.83	10.21	3.971	10.558	14.536
34.34016	16.783	67.173	69.877	62.776	68.066	26.773000000000003	23.595	25.686	19.887	68.611	72.539	65.382	69.419	24.185	27.941	24.316999999999997	21.449	62.068999999999996	72.991	62.668	70.709	26.064	27.884	29.511999999999997	4.916	22.133000000000003	12.674000000000001	16.901	13.623	14.075	15.395999999999999	3.325	25.226999999999997	12.099	14.776	10.554	14.522	14.323	12.637	18.61	10.324000000000002	10.302	4.062	10.994000000000002	15.460999999999999
34.50695	17.015	67.10600000000001	69.634	62.798	68.423	26.853	23.878	26.026	19.827	68.369	72.495	65.285	69.60600000000001	24.180999999999997	27.846	24.736	21.386	62.117	72.74600000000001	62.805	70.553	26.088	27.962	29.675	5.297999999999999	22.445	11.561	17.048	14.03	14.595999999999998	14.969000000000001	3.36	25.651	12.965	15.067	10.877	14.838	14.556	12.895	18.839000000000002	10.616	10.967	4.016	10.425999999999998	15.118
34.6736	17.108	67.467	69.68	62.986000000000004	68.47	27.491999999999997	23.771	26.12	19.777	68.472	72.34100000000001	65.417	70.169	24.447	28.285999999999998	25.033	21.653000000000002	61.933	72.707	62.793	71.259	26.296999999999997	28.229	29.914	5.074	22.195	11.739	17.8	14.638	14.315	15.290999999999999	3.3089999999999997	25.775	12.369000000000002	14.987	10.883	15.132	14.475999999999999	12.815999999999999	18.933	10.249	10.715	4.135	10.718	15.297
34.84029	17.139	67.056	69.40899999999999	62.75	68.71300000000001	27.629	23.91	26.430999999999997	19.803	68.74600000000001	72.411	65.234	70.012	24.844	28.334	25.05	21.819000000000003	61.895	72.60600000000001	62.815	71.389	26.894000000000002	28.364	30.305	5.053999999999999	22.42	11.946	17.143	14.356	14.463	15.322000000000001	3.43	26.226	12.488	15.25	10.862	15.360999999999999	14.823	12.873	19.304000000000002	10.369000000000002	10.777000000000001	4.175	10.61	15.241
35.00697	17.319000000000003	67.22399999999999	69.7	62.93899999999999	68.83800000000001	27.918000000000003	23.993000000000002	26.629	20.141	68.291	71.934	65.176	70.53399999999999	24.956	28.573	25.351999999999997	21.734	62.119	72.70100000000001	63.147	71.65100000000001	27.151	28.629	30.488000000000003	5.534	22.846999999999998	12.460999999999999	17.983	14.96	13.95	16.248	3.571	26.259	13.007	15.282	11.087	15.347999999999999	14.859000000000002	13.089	19.235	9.91	10.692	4.1610000000000005	10.839	14.879000000000001
35.17363	17.108	66.836	69.107	62.843	68.814	28.209	24.201	26.808000000000003	20.265	68.788	72.083	65.21600000000001	70.513	25.164	28.63	25.377	22.083000000000002	61.589	72.678	62.993	72.062	27.444000000000003	28.688000000000002	30.916999999999998	5.131	22.653000000000002	11.652999999999999	18.402	14.523	14.602	16.035999999999998	3.509	25.947	12.34	15.675999999999998	10.969000000000001	14.931	14.591	13.245999999999999	19.42	9.962	11.231	4.2780000000000005	11.321	14.953
35.34031	17.524	67.107	69.242	63.106	69.303	28.680999999999997	24.322	27.101999999999997	20.352999999999998	68.292	72.197	65.52	70.911	25.486	28.851	25.834	22.006999999999998	61.772	72.446	63.17	71.969	27.769000000000002	29.049	31.284000000000002	5.645	22.63	11.685	17.872	14.502	14.21	16.195999999999998	3.4560000000000004	26.534000000000002	12.749	15.485	10.710999999999999	15.700999999999999	14.402000000000001	13.327	19.272000000000002	10.715	10.98	4.154	11.097999999999999	15.257
35.50694	17.438	66.906	69.242	63.077	69.475	29.112	24.206999999999997	27.13	20.468	68.03399999999999	72.082	65.52	71.256	25.773000000000003	29.166999999999998	26.035	22.122	61.973	72.36	62.997	72.343	28.057	29.221999999999998	31.686	5.53	22.974	11.627	18.533	14.962	14.727	15.850999999999999	3.6860000000000004	26.649	12.491	16.261	11.142000000000001	15.298	14.805	13.413	19.445	10.715	10.98	4.24	11.529000000000002	15.2
35.6736	17.695999999999998	66.848	69.21300000000001	63.077	69.475	29.371	24.408	27.561	20.554000000000002	68.666	71.938	65.52	71.457	26.147	29.166999999999998	26.265	22.266	61.801	72.64699999999999	63.141000000000005	72.602	28.344	29.509	31.859	5.875	23.434	12.058	19.395	14.617	14.640999999999998	15.765	3.657	26.820999999999998	13.18	15.686	11.458	16.476	14.488	13.126	19.502	10.399000000000001	11.613	4.441	11.184000000000001	15.257
35.84042	17.639	66.64699999999999	69.127	63.192	69.82	29.802	24.465	27.734	20.468	68.407	71.99600000000001	65.348	71.543	26.377	29.655	26.208000000000002	22.266	61.312	72.13	63.083999999999996	72.717	28.833000000000002	29.595	32.347	5.789	23.261999999999997	11.627	18.447	14.157	14.584000000000001	15.937000000000001	3.6860000000000004	26.965	12.577	15.915999999999999	11.113	15.269	14.546	13.988	19.703	10.456	11.469000000000001	4.3260000000000005	11.615	15.257
36.00708	17.533	66.884	68.759	63.373999999999995	69.793	30.061	24.67	28.081	20.588	68.24	71.941	65.267	71.92	26.581	29.712	26.607	22.268	61.119	71.789	63.208	73.094	29.15	29.624000000000002	32.662	5.774	23.725	11.955	18.8	14.770999999999999	15.168	16.089000000000002	3.927	27.11	12.502	15.925999999999998	11.700999999999999	15.535	14.785	13.477	19.25	10.468	11.681	4.571000000000001	11.195	15.495
36.17365	17.677	66.626	68.73	63.316	69.937	30.435	24.814	28.254	20.846	68.584	71.625	65.44	72.207	27.069000000000003	29.884	26.895	22.584	61.435	72.22	63.351000000000006	73.352	29.409000000000002	29.910999999999998	32.805	5.687	23.926	12.270999999999999	19.805	15.288	15.168	16.204	3.554	27.311	13.019	16.414	11.873	15.248	14.870999999999999	13.879000000000001	19.852999999999998	10.841	12.14	4.6	11.195	15.323
36.34038	17.686	66.461	68.85	63.181000000000004	70.312	30.951999999999998	24.874000000000002	28.515	20.822	68.043	71.628	65.331	72.238	27.386999999999997	30.026999999999997	27.006999999999998	22.557	61.299	72.33800000000001	63.16	73.585	29.755	30.141	33.435	5.959	24.416999999999998	12.110999999999999	19.641	15.012	15.035	16.098	3.824	27.369	13.173	16.252	11.856	16.345	14.765999999999998	14.029000000000002	20.06	10.077	11.605	4.845	11.493	15.389000000000001
36.50717	17.75	66.822	68.781	63.255	70.646	31.392	25.112	28.781999999999996	20.886999999999997	68.003	71.733	65.405	72.429	27.769000000000002	30.267	27.247	22.595	61.401	72.27	63.176	73.862	30.051	30.495	33.675	5.877999999999999	23.909000000000002	11.772	19.562	15.879000000000001	15.270999999999999	16.363	3.801	27.551	12.059000000000001	17.005	11.69	15.319	15.203	14.697000000000001	20.24	10.197000000000001	11.869000000000002	4.763	12.015999999999998	15.51
36.67374	17.882	66.377	68.533	63.187	70.305	31.736	25.291	29.101999999999997	20.982	67.899	71.73899999999999	65.732	72.663	28.003	30.436	27.441999999999997	22.771	61.617	72.105	63.251999999999995	73.811	30.397	30.723000000000003	34.215	5.905	24.517	11.796	19.864	14.982000000000001	15.29	16.294	3.853	27.896	12.512	15.876	11.571	15.562000000000001	15.508	14.307	20.194000000000003	9.962	11.747	4.909	11.751	15.440999999999999
36.84032	17.928	66.47800000000001	68.572	63.262	70.738	32.108000000000004	25.354	29.364	21.019000000000002	67.995	71.229	65.4	73.098	28.320999999999998	30.863000000000003	27.636	22.89	61.031000000000006	71.883	63.213	73.903	30.857	30.721999999999998	34.352	6.1610000000000005	24.294	11.849	20.137	14.86	15.109000000000002	16.455	3.762	27.869	12.905999999999999	16.755	12.082	15.432	15.584000000000001	13.947000000000001	19.919	10.615	12.398	4.968	11.857999999999999	15.085
37.00708	17.855999999999998	66.311	68.63600000000001	63.494	71.148	32.414	25.429000000000002	29.581999999999997	21.15	67.972	71.38	65.664	73.02	28.74	30.826	28.03	23.079	60.92100000000001	71.919	63.302	74.598	31.076	31.114	34.889	6.315	24.741	11.86	20.438	15.302	14.978	16.612000000000002	3.8310000000000004	28.145	12.66	16.682000000000002	11.835999999999999	15.618	15.855	14.562999999999999	19.82	10.512	12.467	4.948	11.555	15.843
