	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	HEXA6-9_1	ompR-1	proQ-1	ompR_proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	HEXA6-9_2	ompR-2	proQ-2	ompR_proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	HEXA6-9_3	ompR-3	proQ-3	ompR_proQ-3
17.67287	11.19	19.482	16.503	13.747	8.111	9.14	7.135	16.930999999999997	11.142999999999999	18.705	11.610999999999999	16.012	7.447	7.784	7.76	17.951	10.779000000000002	19.274	16.561	12.812999999999999	7.4670000000000005	8.555	7.247000000000001	18.948
17.83956	12.209000000000001	18.637	18.652	13.610999999999999	8.19	10.141	7.818	17.298	11.172	18.24	11.739	15.958	7.584	8.347000000000001	7.778	18.498	10.469000000000001	19.07	15.956	12.764000000000001	7.516	8.427999999999999	7.031000000000001	17.237000000000002
18.00618	11.713	17.827	16.707	13.544	7.85	9.691	7.396	17.105	12.100999999999999	17.892	11.698	15.605	7.707999999999999	8.336	7.992000000000001	17.08	11.534	18.868	15.458	12.784	7.496	8.38	7.3629999999999995	17.467
18.17292	12.857000000000001	19.119	16.893	14.251	8.322000000000001	10.311	7.58	17.672	12.172	18.719	11.883	16.052	7.832999999999999	8.172	7.507999999999999	17.906	10.645	18.271	15.673	12.911	7.678999999999999	8.418	6.646	18.874000000000002
18.33962	11.850999999999999	18.28	17.338	13.627	8.202	9.547	7.397	17.523	11.857999999999999	18.52	11.145999999999999	15.425	7.7989999999999995	8.449	8.342	17.852	10.514000000000001	19.495	16.322	13.186	7.528	8.876	7.306	17.894000000000002
18.50627	12.414000000000001	18.468	16.045	13.812000000000001	8.298	9.933	7.725	17.336	11.378	18.011	11.852	15.175999999999998	7.808	8.634	7.278	18.127	11.192	18.812	15.638	13.342	7.856	8.45	6.9670000000000005	16.717
18.67288	12.025	19.352999999999998	16.149	13.772	8.463	9.837	7.832000000000001	17.06	11.684000000000001	18.259	11.987	15.512	7.973	8.913	7.559	18.026	11.152000000000001	18.074	16.727999999999998	13.447000000000001	8.195	8.644	6.784	17.285
18.83962	12.615	19.401	16.359	13.832	8.567	10.064	8.146	17.317	11.755999999999998	19.959	11.55	15.982999999999999	7.932	8.856	7.957000000000001	17.752	11.765	18.348	16.097	13.595	8.156	8.954	7.037000000000001	17.499000000000002
19.00631	13.149000000000001	19.317	16.23	14.202	8.72	9.716000000000001	7.711	17.487000000000002	12.287	18.253	11.749	15.738	8.142999999999999	8.792	7.6129999999999995	17.672	12.074000000000002	18.445	16.229	13.847999999999999	8.307	8.524	7.475	17.104
19.17299	12.824000000000002	18.885	16.655	13.925	8.484	9.691	8.151	16.627	11.705	18.92	11.206	15.727	8.285	8.716000000000001	7.439	17.933	11.770999999999999	18.297	15.667	14.095	8.074	9.221	6.518	17.592
19.3396	12.718	19.125999999999998	16.55	14.722000000000001	8.732999999999999	9.531	7.875	16.721	12.702	19.102999999999998	11.162	14.954	8.273	8.497	7.57	17.041	11.58	18.887	16.666	14.165	8.061	8.392999999999999	7.377000000000001	16.934
19.50652	12.764000000000001	18.947	16.272000000000002	14.44	8.783999999999999	10.374	7.728	16.781	11.937999999999999	18.922	11.047	16.625	8.557	8.561	7.827999999999999	17.208	12.317	19.374000000000002	17.176	14.145999999999999	8.113	8.65	6.966	17.737000000000002
19.67298	12.687000000000001	18.781	15.992	14.481	9.062000000000001	9.807	7.888999999999999	17.399	12.267999999999999	18.611	11.731	15.763	8.282	9.068	7.872999999999999	17.537	12.357999999999999	17.724	15.905999999999999	14.333	8.449	8.549	6.865	17.397000000000002
19.8397	12.962	19.028	16.004	14.812999999999999	8.982999999999999	9.816	7.374	17.648	11.932	18.624000000000002	11.857999999999999	15.629000000000001	8.465	8.672	8.668	17.522000000000002	11.817	18.581	15.130999999999998	14.925999999999998	8.458	8.82	6.641	17.061
20.00645	13.245	19.637999999999998	15.847000000000001	14.567	8.988	10.234	8.024	15.58	12.655	19.377	10.937000000000001	15.56	8.529	8.685	7.247999999999999	17.254	12.008	18.313	15.177	14.477	8.756	9.089	6.386	16.41
20.17314	12.901	20.215	15.597000000000001	15.105	9.195	9.531	8.165	16.242	12.248	18.852999999999998	11.134	15.482999999999999	8.647	9.052	7.888	16.994	12.254000000000001	18.229	14.579	14.665	8.523	8.594	6.502999999999999	16.797
20.3398	12.252	19.427	16.459	15.092	8.996	10.093	7.563	16.097	11.747	19.285	11.32	15.734000000000002	8.77	8.746	8.012	16.872	12.009	18.601	14.536	15.002	8.646	8.28	6.626	17.487000000000002
20.50639	13.492	19.472	15.136	14.905999999999999	9.308	9.937000000000001	7.321000000000001	16.548	12.927999999999999	18.835	11.776	16.276	9.081	8.997	7.7989999999999995	17.907	12.55	18.879	14.875	14.612	8.899	8.562999999999999	6.529	16.746
20.67306	12.47	20.410999999999998	15.946	15.716	9.289	9.863999999999999	7.771	15.682	12.085	18.895	11.209000000000001	16.417	9.121	9.25	7.782	17.589000000000002	11.845	18.413	15.334000000000001	15.219000000000001	8.97	8.923	6.218999999999999	17.736
20.83979	13.133	19.143	15.59	15.155999999999999	9.234	9.863999999999999	7.072	16.717	12.308	19.379	11.704	16.555999999999997	9.094	8.926	7.58	16.237000000000002	12.568	18.199	14.220999999999998	15.357999999999999	8.738	8.372	6.397	16.473
21.00639	12.174000000000001	20.44	15.648	15.564	9.568999999999999	10.088	7.645	16.354	13.017000000000001	19.798	11.376	16.296	9.051	8.922	7.625	17.178	11.897	18.264	14.102	15.359000000000002	9.047	8.766	6.441	16.71
21.17319	12.700999999999999	19.862000000000002	15.648	15.505999999999998	9.562000000000001	10.171	7.492999999999999	16.566	12.583	19.833	10.787	16.414	9.074	8.744	7.794	16.889	12.481	19.174	13.574000000000002	15.564	9.333	8.701	6.1129999999999995	16.477999999999998
21.33992	12.732999999999999	19.764	15.259	16.41	9.734	9.588	7.377999999999999	16.298	12.624	19.584	10.794	15.825	9.276	9.463	8.086	16.721	12.622	18.773	13.296	15.825999999999999	8.982000000000001	8.551	6.372999999999999	16.947
21.50664	12.745	20.894000000000002	15.094000000000001	16.539	9.831	9.774	8.004	15.902000000000001	12.373	19.891	11.333	16.277	9.109	8.711	7.625	15.413	12.458	19.402	14.245999999999999	15.838	9.343	8.56	6.294	16.959
21.6732	13.549000000000001	20.278	14.380999999999998	16.291	9.69	9.951	7.682	15.579	12.350999999999999	19.368	10.949000000000002	16.996	9.318999999999999	8.822000000000001	7.5120000000000005	15.865	12.036	18.384	14.179	15.940999999999999	9.141	8.243	6.035	16.123
21.83985	12.542	20.843000000000004	14.946	16.364	9.854	9.093	7.4110000000000005	16.320999999999998	12.113	19.309	11.887	15.808	9.573	9.002	7.854	16.415	12.399000000000001	18.789	13.892000000000001	16.250999999999998	9.22	8.67	6.375	16.108
22.00654	12.597999999999999	20.454	14.712	16.451	9.86	9.833	7.2989999999999995	15.225999999999999	12.255999999999998	20.067999999999998	10.98	17.129	9.432	8.593	7.479	15.677	12.222999999999999	19.314	14.422	16.22	9.255	8.354	5.853	17.135
22.1732	12.84	20.726	15.247	16.075	10.012	9.485	7.686	15.380999999999998	11.558	19.722	11.719000000000001	16.783	9.466000000000001	8.716000000000001	7.571000000000001	15.507	12.64	18.293	13.722999999999999	16.373	9.347999999999999	8.359	6.004	15.497
22.34007	12.649000000000001	20.351	14.532	17.177	10.186	9.363999999999999	6.919	15.710999999999999	11.981	20.201	11.419	16.828	9.493	8.238	7.51	16.519000000000002	12.187999999999999	19.538	13.831	16.623	9.315	9.149	6.091	16.394000000000002
22.50666	12.947000000000001	21.011999999999997	14.117	17.093	10.437000000000001	9.441	7.141	15.755	12.312000000000001	20.978	11.206	16.831	9.891	8.997	7.4670000000000005	16.849	12.745999999999999	18.607	13.415999999999999	16.891	9.48	9.283	6.194	16.543
22.67327	12.394	20.732	14.488	17.04	10.53	9.853	7.145	15.74	11.137	20.555	10.939	16.632	9.982999999999999	8.811	7.327999999999999	16.203	12.785	18.664	13.29	17.597	9.541	8.293	5.851	16.784000000000002
22.83993	12.356	20.879	14.503	16.913	10.156	9.305	6.919	16.767	12.421	20.524	10.275	16.387999999999998	9.845	8.649	7.07	14.759	12.597999999999999	20.125	13.333	17.004	9.667	8.504	5.886	16.305999999999997
23.00674	13.050999999999998	20.980999999999998	14.557	17.609	10.450999999999999	9.453	7.417999999999999	16.458	11.56	20.070999999999998	10.832	17.054000000000002	9.817	8.881	7.044	14.985999999999999	12.065	18.882	13.798	16.878	9.961	8.389	5.86	16.357
23.1734	11.652000000000001	21.143	13.710999999999999	17.265	10.567	10.068	7.652	15.359000000000002	11.805	19.908	10.539000000000001	17.092	9.786	9.177	7.276	16.314	12.245999999999999	20.125	14.183	17.355999999999998	10.078	8.885	6.178999999999999	16.834
23.33998	12.002	21.545	13.977	16.97	10.544	9.721	7.159	15.557	12.71	21.28	10.134	17.412	9.91	8.738999999999999	6.872000000000001	15.344000000000001	12.217	19.973	13.042	17.002	9.847999999999999	8.687000000000001	5.571000000000001	15.22
23.50672	11.845	21.392	14.520999999999999	17.634	10.616	9.648	7.202999999999999	15.491	11.44	20.979	10.031	17.079	10.187000000000001	9.342	7.267	16.066	12.293	19.759	13.439	17.548	10.068	8.788	5.7010000000000005	15.883
23.67339	11.827	21.868000000000002	14.152999999999999	17.351	10.28	9.721	7.159	15.294	12.387	21.045	10.661	17.06	9.939	9.15	6.609	14.787	12.217	19.211	13.628	17.705	10.052999999999999	8.658	5.688	15.66
23.84002	11.860999999999999	21.427	14.219000000000001	17.736	10.759	9.79	6.965	15.03	11.98	21.514	9.968	17.68	10.418	9.128	6.855	16.519000000000002	11.96	19.448	13.606	18.586	10.561	8.815	5.29	15.812000000000001
24.00671	11.673	21.91	14.559000000000001	17.724	10.779000000000002	9.517000000000001	6.81	15.718	11.557	21.675	10.630999999999998	17.023	10.321	8.854	6.787999999999999	14.925999999999998	12.446	19.639	13.595999999999998	18.28	10.142000000000001	8.28	5.867000000000001	15.888
24.17339	11.86	21.653000000000002	14.162	17.88	11.116	9.677999999999999	6.65	15.082	11.975999999999999	21.068	10.529000000000002	16.945999999999998	10.745	9.013	7.301	16.252	10.732000000000001	19.824	13.696	18.085	10.273	8.354	5.502999999999999	15.694
24.34013	11.947000000000001	21.799	14.337	18.319000000000003	10.940999999999999	9.942	6.707999999999999	14.965	11.157	21.653000000000002	10.032	17.442999999999998	10.657	9.1	6.599	15.258	12.399000000000001	19.941	14.72	18.407	10.302	8.647	5.182	15.343
24.50686	11.228	22.506999999999998	15.315	18.767	10.839	9.664	6.636	15.061	11.693	21.601999999999997	10.602	17.804000000000002	10.555	9.259	6.937	15.269	11.797	20.183	13.417	18.299	10.463	8.78	5.315	15.939
24.67345	11.527000000000001	22.436999999999998	14.354000000000001	18.543	11.043	9.4	6.662999999999999	15.104000000000001	12.084000000000001	21.587	10.573	17.93	10.877	9.029	6.7	14.575	11.831	20.195	13.595999999999998	19.041	10.550999999999998	8.455	5.457000000000001	15.449000000000002
24.8401	12.445	21.799	14.687999999999999	18.933	11.262	9.386000000000001	6.386	15.082	11.157	22.004	10.997	18.35	10.774000000000001	9.305	6.95	15.697000000000001	11.639000000000001	19.941	13.755	19.255	10.536	8.647	5.152	15.519
25.00675	11.627	21.866999999999997	14.306	18.38	11.110999999999999	9.234	6.526	15.089	10.955	21.953000000000003	10.554	18.382	10.945	8.952	6.678999999999999	14.704	12.017999999999999	20.502	14.69	19.142	10.942	8.493	5.202999999999999	15.987
25.17353	11.491	21.864	14.35	18.942	11.54	9.576	6.782	15.207	11.927	22.331999999999997	10.425999999999998	18.125999999999998	11.023	9.026	6.557	15.677999999999999	12.498	20.621	14.089	18.562	10.814	8.195	5.052	16.202
25.34016	11.613	22.125999999999998	14.737	18.537	11.433	9.645	6.034	15.091	11.287	21.689	10.699000000000002	18.976	11.003	8.8	6.569	15.215	12.446	20.564	13.979000000000001	19.12	10.882	8.499	5.122999999999999	15.565
25.5068	11.714	22.745	14.277000000000001	19.141	11.55	9.263	6.35	15.44	11.482000000000001	22.363000000000003	10.319	18.382	11.208	8.454	6.678999999999999	15.231	12.692	21.438000000000002	13.987	19.904	10.765999999999998	8.23	5.172999999999999	15.548
25.67345	11.619000000000002	22.980999999999998	14.245999999999999	19.156	11.584000000000001	9.036	6.476	14.835	11.557	23.156999999999996	10.324000000000002	18.369	11.008	9.097000000000001	6.369	15.571	11.720999999999998	20.570999999999998	14.014000000000001	19.039	10.887	8.094	5.127000000000001	15.425
25.84012	12.338	22.945999999999998	14.789000000000001	19.381	11.599	8.875	6.11	15.149000000000001	11.079	22.829	10.193	18.680999999999997	11.344000000000001	8.85	6.382000000000001	15.444	11.739	21.351999999999997	14.264000000000001	19.497	11.222999999999999	8.166	5.257000000000001	15.675999999999998
26.00687	13.175999999999998	22.94	15.068	19.108	11.789000000000001	9.474	6.591	15.140999999999998	11.625	22.238000000000003	10.177999999999999	19.11	11.213	9.363999999999999	6.336	15.345999999999998	12.574000000000002	21.666	14.632	19.898	11.18	8.471	5.093999999999999	15.722999999999999
26.17358	11.649000000000001	23.224	14.946	19.482	12.047	9.118	6.499	15.514000000000001	11.502	22.844	10.524000000000001	19.102999999999998	11.442	8.597999999999999	6.215	14.812999999999999	11.925	21.191	14.568	19.891	11.175	7.941	5.148	14.927999999999999
26.34034	12.269	23.291	15.215	19.576	11.789000000000001	9.21	6.211	14.350999999999999	10.923	22.589000000000002	10.032	18.759	11.475999999999999	8.136000000000001	6.247999999999999	15.024000000000001	12.341	21.578000000000003	14.222999999999999	19.692999999999998	11.238	8.384	5.415	15.343
26.50693	11.93	23.219	15.168	19.852999999999998	12.062000000000001	9.571	6.337000000000001	15.067	11.345999999999998	23.13	10.450999999999999	18.948	11.574000000000002	8.936	6.081	14.569	11.592	21.505	14.409	20.146	11.424000000000001	7.895	5.073	15.209000000000001
26.67367	11.357999999999999	24.153000000000002	15.002	19.959	12.126	9.165	5.752999999999999	14.532	10.981	22.862	10.31	19.434	11.58	9.267000000000001	6.199	15.050999999999998	11.777999999999999	21.467	14.419	20.517	11.372	8.306000000000001	5.19	15.045
26.84028	12.055	22.915	15.552999999999999	19.864	12.004000000000001	9.277000000000001	6.247000000000001	14.964	10.857000000000001	23.176	11.037	18.753	11.985	8.822000000000001	6.252999999999999	15.308	11.800999999999998	21.781999999999996	14.267000000000001	20.598000000000003	11.718	7.892	4.9510000000000005	14.599
27.00702	11.645	23.823	15.026	19.980999999999998	12.120999999999999	8.809	5.895	14.525	11.735999999999999	23.206	10.773	19.368	11.985	8.734	6.252999999999999	14.547	12.827	21.694000000000003	15.029000000000002	20.598000000000003	11.806	7.892	5.039	14.629000000000001
27.17369	11.145999999999999	23.578000000000003	14.998	19.86	12.535	9.342	6.4	14.225999999999999	10.767000000000001	22.728	10.485	20.213	11.667	8.795	6.144	14.515999999999998	11.685	21.073	14.503	20.592	11.634	7.812	5.019	14.249
27.34037	11.228	24.038	15.255	20.555	12.354000000000001	9.161	6.337000000000001	14.453	11.112	23.16	10.217	19.065	11.866	8.702	5.789	14.92	11.65	22.178	14.234000000000002	20.76	11.921	8.392000000000001	5.278	14.741
27.50702	12.084000000000001	23.998	15.377	20.362000000000002	12.530999999999999	9.277000000000001	6.247000000000001	14.525	10.77	23.176	10.51	19.515	12.102	9.086	6.252999999999999	14.517000000000001	12.212	22.573	14.15	20.979	11.953	7.716	4.864	13.925999999999998
27.67376	10.835999999999999	24.413	16.121	20.869	12.604000000000001	9.234	6.145	14.386	10.193999999999999	23.68	10.29	19.846	12.057	8.863999999999999	6.006	14.353	11.404000000000002	22.551	15.040999999999999	20.87	12.054	8.113	5.261	14.436
27.84043	12.106	24.038	15.402000000000001	20.497	12.793	9.395	6.5120000000000005	13.634	10.175	23.598000000000003	10.831	20.528000000000002	12.422	8.877	6.081	14.247	11.738	22.09	15.024000000000001	21.199	12.185	7.954	5.1610000000000005	14.915999999999999
28.00699	11.193	24.136	15.63	21.127	12.821	9.192	5.843	14.790999999999999	10.312999999999999	24.136	10.977	20.574	12.479000000000001	8.845	5.792999999999999	14.883	12.142000000000001	22.893	14.697000000000001	20.893	11.978	8.366	5.165	13.595999999999998
28.17366	10.520999999999999	24.515	15.572000000000001	21.039	12.587	9.046	6.047000000000001	14.703	9.787	23.961	10.450999999999999	20.924	12.390999999999998	9.254	5.852	14.269	11.616	23.069000000000003	15.222999999999999	21.476999999999997	12.503	8.249	5.428	14.267999999999999
28.34046	11.075999999999999	24.773000000000003	15.6	21.285	12.609000000000002	9.092	5.974	13.954	10.435	23.541999999999998	10.412	20.320999999999998	12.443	8.46	5.981	14.183	11.702	22.88	15.164000000000001	21.638	12.585999999999999	8.381	5.353	14.354000000000001
28.50706	11.264000000000001	23.969	15.875	21.651	12.824000000000002	9.072000000000001	5.983	13.675	10.125	24.581999999999997	10.392999999999999	21.419	12.512	8.91	6.077000000000001	14.107000000000001	11.421	23.335	14.619000000000002	21.594	12.568	7.892	5.479	14.424000000000001
28.67367	10.472000000000001	24.608	16.815	21.488000000000003	12.67	9.588	5.704	14.214	10.276	24.486	10.207	20.551	12.681	8.876	5.796	14.167	11.477	22.324	15.497	21.843000000000004	12.534	8.023	5.169	13.982000000000001
28.8405	10.76	25.094	16.075	21.905	13.01	9.102	5.92	13.100999999999999	10.038	24.910999999999998	10.515	20.614	12.994000000000002	8.807	6.157	13.869000000000002	11.911	23.509	15.285	21.969	12.759	8.003	5.178	13.767999999999999
29.00712	11.007	25.064	16.116	22.133000000000003	13.222999999999999	9.135	6.04	13.855	10.082	24.968000000000004	10.520999999999999	20.516	12.854000000000001	8.58	5.9510000000000005	13.557	11.244000000000002	22.679000000000002	14.855	21.844	13.062000000000001	7.502999999999999	5.3839999999999995	13.571
29.17378	10.66	24.665	16.357	21.95	13.264000000000001	9.152000000000001	6.352	13.469000000000001	9.967	24.307	10.475999999999999	20.865	12.806	8.385	5.972	13.739	11.105	23.464000000000002	15.744000000000002	22.219	13.1	8.494	5.64	14.197000000000001
29.34051	10.713	24.927	16.614	21.811	13.119000000000002	9.041	6.303	13.57	9.957	24.63	10.539000000000001	20.875	12.719000000000001	8.561	5.75	13.439	11.719000000000001	23.555999999999997	15.327	22.225	13.245	7.653	5.651	13.989
29.50719	10.719000000000001	24.595	17.208	21.649	13.032	9.246	6.154	13.405999999999999	10.083	25.559	10.392999999999999	20.741	13.015	8.593	5.805	13.269	11.401	23.866	15.860999999999999	22.151999999999997	13.073	8.119	5.53	14.169
29.67385	10.56	25.413	16.757	21.935	13.4	9.583	6.255	13.456	9.073	25.29	10.554	21.174	13.06	8.902999999999999	6.14	13.463	11.094000000000001	23.654	17.378	22.468000000000004	13.383	7.897	5.513	14.01
29.84057	10.649000000000001	25.639	16.93	21.826999999999998	13.498	9.424	5.749	13.440999999999999	9.949	25.461	10.217	21.331	13.068	8.705	5.813	13.110999999999999	11.245	23.598000000000003	15.995	22.414	13.388	7.921	5.449	14.130999999999998
30.00722	10.385	26.108	16.578	22.471	13.41	9.365	6.276	13.089	9.597999999999999	25.08	10.012	21.506999999999998	13.595999999999998	8.705	5.931	13.550999999999998	10.864	24.096	15.79	22.502	13.739	7.716	5.86	13.603
30.17394	10.665999999999999	26.09	16.947	22.691	13.487	9.326	6.412999999999999	13.047	9.82	25.855	10.558	21.258000000000003	13.321	8.548	6.098	12.953	11.702	24.695999999999998	16.159000000000002	23.101999999999997	13.64	8.205	5.88	13.739
30.34065	10.227	25.886	16.771	22.339000000000002	13.751	9.238999999999999	6.062	13.075999999999999	9.673	25.24	10.324000000000002	21.609	13.497	8.196	6.01	13.568	11.439	24.52	16.480999999999998	23.014	13.845	7.824	5.968	14.354000000000001
30.50728	10.665999999999999	25.739	17.533	22.544	13.751	8.624	6.267	13.808	9.205	25.855	10.149	22.4	13.585	8.283999999999999	5.981	13.655999999999999	10.648	25.046999999999997	16.979	23.131	14.138	7.795	6.056	14.265999999999998
30.67387	10.360999999999999	26.480999999999998	18.404	22.486	13.734000000000002	8.924	6.274	13.834000000000001	9.077	25.95	10.099	22.518	13.775	8.15	6.22	13.234000000000002	11.132	24.583000000000002	16.53	22.899	14.067	8.005	6.091	13.901
30.84059	9.705	26.112	17.482	23.116	14.046	9.443	5.942	13.703	9.359	25.64	10.412	21.799	13.764000000000001	8.55	5.83	13.662	11.120999999999999	24.772	16.84	23.236	14.084000000000001	7.645	5.877000000000001	14.388
31.00733	9.751	26.05	17.882	23.021	14.18	8.929	6.542000000000001	14.017000000000001	9.611	25.87	10.456	22.349	13.869000000000002	8.508	5.843	13.972999999999999	10.345	24.971999999999998	16.624000000000002	23.112	13.925999999999998	7.687	5.978	14.464
31.17402	10.315	26.221	17.652	22.845	14.158	9.642999999999999	6.436	13.696	9.792	26.686999999999998	9.937999999999999	22.408	14.052	8.222999999999999	6.266	13.686	10.705	25.175	17.362000000000002	23.638	14.225	8.08	6.224	14.793
31.34057	10.029	26.32	18.355999999999998	23.451	14.139000000000001	9.395	6.571000000000001	13.370999999999999	9.181000000000001	26.173000000000002	10.305	22.429000000000002	13.972999999999999	8.087	6.403	14.335	11.210999999999999	24.956999999999997	17.51	23.686	14.466	7.954	6.2139999999999995	14.302
31.50731	9.272	27.162	17.721	23.057	14.347000000000001	9.072000000000001	6.335	13.705	9.392999999999999	26.604	9.924	22.825	14.182	8.968	6.106	13.550999999999998	10.981	24.829	17.255	23.381	14.56	7.54	6.2989999999999995	14.540999999999999
31.67406	10.684000000000001	26.335	18.433	23.366	14.35	9.041	6.742999999999999	13.717	9.605	26.741999999999997	10.422	22.546999999999997	14.244000000000002	8.414	6.396	13.527000000000001	10.280999999999999	25.316	17.85	24.101999999999997	14.975999999999999	7.917000000000001	6.414	14.839
31.84063	9.759	27.057	18.704	23.511	14.424000000000001	9.092	6.736000000000001	13.895999999999999	9.205	27.436	10.822000000000001	22.634	14.288	8.517999999999999	6.274	13.655999999999999	10.765	25.925	17.067	23.893	14.665	7.912000000000001	6.553999999999999	14.588
32.00734	9.841000000000001	27.311	18.639	23.21	14.418	9.234	6.702000000000001	13.800999999999998	8.584	26.461	9.822000000000001	22.451	14.897	8.454	6.152	13.387	10.818	25.741999999999997	17.88	23.621	14.923	7.82	6.4910000000000005	14.875
32.17409	9.232000000000001	26.969	18.557000000000002	23.656999999999996	14.775	9.18	6.882000000000001	13.866	9.146	26.997	10.149	22.576	14.785	8.107999999999999	6.596	13.978	10.15	26.013	17.77	23.775	15.017000000000001	8.059	6.846	14.529000000000002
32.34084	9.568999999999999	26.745	19.489	23.718000000000004	14.79	9.305	6.655	14.215	8.549	27.329	10.363	23.779	14.831	8.121	6.572	14.202	11.132	26.136999999999997	18.084	24.219	14.946	8.152000000000001	6.678	14.575
32.50746	9.474	27.3	18.412	23.53	14.784	9.372	6.752999999999999	13.745999999999999	8.8	27.125	10.368	22.772	14.675999999999998	7.797999999999999	6.6739999999999995	14.040999999999999	10.774000000000001	25.823	18.239	23.706	15.197000000000001	8.195	7.039	14.712
32.67418	9.875	27.188000000000002	18.941	23.959	14.95	9.437999999999999	6.934	14.253	9.411	27.655	10.525	23.639	14.931	8.105	6.792999999999999	14.008	10.089	25.614	18.768	24.283	15.485999999999999	7.729	7.192	14.265
32.84077	9.458	27.223000000000003	19.319000000000003	23.930999999999997	14.825	9.046	7.011	13.87	8.585	27.366999999999997	10.456	23.17	14.925	8.038	6.664	13.797	10.902999999999999	25.969	18.765	24.022	15.245999999999999	8.039	7.034	14.728
33.00747	9.52	27.980999999999998	19.682000000000002	24.212	15.094000000000001	9.338	6.9510000000000005	14.088	8.532	27.918000000000003	10.456	23.274	14.959000000000001	8.158	6.484	13.892000000000001	10.672	26.311999999999998	19.186	24.803	15.515999999999998	7.977	7.178999999999999	14.968
33.1741	9.399	28.015	19.759	24.283	15.06	8.958	7.129	14.545	8.907	27.103	10.632	23.581	15.189	8.332	7.016	14.296	10.550999999999998	26.615	19.029	24.285999999999998	15.655999999999999	7.9510000000000005	7.151	15.696
33.34083	9.305	27.537	19.577	24.158	15.26	9.187999999999999	7.271	14.274000000000001	8.667	27.826999999999998	10.774000000000001	23.603	15.359000000000002	8.297	6.63	13.703	10.193	26.9	19.111	24.483	15.65	7.947	7.468999999999999	15.602
33.50761	9.251	27.531999999999996	19.881	24.468000000000004	15.352	9.158	7.122999999999999	14.874	8.174	27.555999999999997	10.392999999999999	23.384	15.394	8.357999999999999	6.862	14.62	10.725	26.304000000000002	19.239	24.854	15.863	8.177999999999999	7.321000000000001	15.402999999999999
33.67422	9.26	28.123	20.104	24.199	15.48	9.19	7.42	13.924000000000001	8.626	27.851999999999997	10.692	23.761	15.376	8.131	6.627999999999999	15.104000000000001	10.175	27.096999999999998	20.05	25.204	16.053	7.709	7.472	14.709000000000001
33.84099	8.972999999999999	28.175	20.224	24.521	15.457	9.407	6.96	14.954	8.25	27.994	10.29	24.083000000000002	15.440999999999999	8.257	7.228	14.462	10.213	26.386999999999997	19.347	24.995	15.793	8.044	7.5120000000000005	15.390999999999998
34.00746	8.915	28.146	20.401	24.168000000000003	15.487	8.966000000000001	7.519	14.807	8.368	27.494	10.672	23.642	15.675999999999998	8.374	7.11	14.520999999999999	10.33	26.916	19.17	24.701999999999998	16.204	7.986000000000001	7.277	15.332
34.1743	8.81	28.031	20.292	24.820999999999998	15.822000000000001	9.04	8.004	14.668	8.35	27.968000000000004	11.068	23.913	15.834000000000001	8.357999999999999	7.037999999999999	14.767000000000001	10.402000000000001	26.744	19.62	24.589000000000002	16.215	8.442	7.968	15.138
34.3409	9.083	27.594	20.428	24.816999999999997	15.833	9.014	8.067	14.924000000000001	8.215	28.381999999999998	10.485999999999999	23.967	15.964	7.954	7.393	14.751	10.234	27.185	20.756	24.763	16.259	8.091000000000001	7.8839999999999995	15.415
34.50763	8.551	28.833000000000002	20.916	24.682	16.063	9.133	7.744	15.204	7.857	27.888	10.809000000000001	24.273000000000003	15.87	8.07	7.571000000000001	14.979000000000001	9.613999999999999	27.311	20.215	24.862	16.456	8.183	7.855	15.144
34.67416	8.799	28.13	20.132	25.069000000000003	15.780999999999999	9.765	7.7589999999999995	15.475999999999999	7.8389999999999995	27.95	10.706	24.338	16.087	8.347999999999999	7.528	14.578	10.097999999999999	27.197	20.077	25.014	16.467	7.757999999999999	7.694	16.066
34.84094	8.706	28.268	21.005	25.003	15.981	9.408	8.077	14.911	7.745	27.765	11.052999999999999	24.77	16.022000000000002	8.488999999999999	7.553	14.777999999999999	10.356	27.394000000000002	19.395	24.947	16.344	7.8420000000000005	7.865	15.737
35.00756	8.231	28.564	21.134	24.875999999999998	16.039	9.72	7.95	14.895	7.685	28.851999999999997	10.868	24.114	16.082	8.748	7.834	15.163	10.323	27.362	20.168	25.116	16.67	8.062000000000001	8.148	16.385
35.17427	7.974	28.675	21.105999999999998	24.962	16.28	9.26	8.136000000000001	15.307	8.279	28.288	11.26	24.465	16.205	8.697000000000001	7.757000000000001	15.314	10.154	27.769000000000002	20.405	24.819000000000003	16.91	7.897	8.217	16.125999999999998
35.34099	8.135	28.413	22.054000000000002	25.085	16.057000000000002	9.422	8.267999999999999	15.020999999999999	7.586	28.408	10.481	24.588	16.275	8.417	7.655	15.589	10.02	27.655	20.883000000000003	25.381999999999998	16.715	8.208	7.968	15.843
35.50763	8.142000000000001	28.711	21.750999999999998	24.788	16.304000000000002	9.455	8.126	15.071	7.5089999999999995	28.205	10.839	25.114	16.494	8.543	8.275	15.280999999999999	9.823	27.45	20.168	25.616	16.847	8.326	8.001	15.856
