	MG1655-1	23BD2-4_1	23BD4-3_1	23BD6-1_1	23BD7-4_1	metJ-1	relA-1	purT-1	MG1655-2	23BD2-4_2	23BD4-3_2	23BD6-1_2	23BD7-4_2	metJ-2	relA-2	purT-2	MG1655-3	23BD2-4_3	23BD4-3_3	23BD6-1_3	23BD7-4_3	metJ-3	relA-3	purT-3	fabR-1	yfgF-1	metJ_relA-1	metJ_purT-1	relA_purT-1	metJ_acrB-1	fabR_yfgF-1	fabR-2	yfgF-2	metJ_relA-2	metJ_purT-2	relA_purT-2	metJ_acrB-2	fabR_yfgF-2	fabR-3	yfgF-3	metJ_relA-3	metJ_purT-3	relA_purT-3	metJ_acrB-3	fabR_yfgF-3
25.00655	0.846	38.14	27.01	30.302	39.012	7.223	0.8420000000000001	1.126	1.2930000000000001	40.07	28.79	27.302	41.802	7.746	0.7290000000000001	0.9620000000000001	0.722	40.141	29.048000000000002	31.651	43.331	8.031	0.7	1.026	0.39299999999999996	0.649	1.6230000000000002	7.602	0.9309999999999999	14.699000000000002	1.248	0.7390000000000001	1.337	1.473	6.689	0.934	14.013	1.255	0.8220000000000001	0.846	1.391	1.043	1.018	9.435	1.084
25.17311	1.089	38.861999999999995	27.093000000000004	29.785999999999998	39.760999999999996	6.949	1.051	1.192	1.05	39.931999999999995	29.19	27.615	41.924	7.846	0.853	0.9440000000000001	0.945	40.006	28.818	32.024	43.195	8.045	0.8240000000000001	1.0090000000000001	0.674	0.752	1.4340000000000002	7.186	0.941	14.459000000000001	1.459	0.75	0.89	1.2819999999999998	6.761	1.03	13.401	1.3530000000000002	0.69	0.971	1.287	0.995	1.057	9.221	1.21
25.33983	1.206	38.21	27.576	29.645	40.797	7.318	0.8029999999999999	1.2309999999999999	1.024	39.277	29.138	28.364	43.143	8.052999999999999	0.895	1.249	0.785	40.109	29.311	32.123000000000005	44.156000000000006	8.049	0.835	0.975	0.6859999999999999	0.652	1.339	7.906000000000001	0.898	14.707	1.39	0.7140000000000001	0.7070000000000001	1.6119999999999999	6.765	1.22	13.762	1.147	0.996	0.872	1.4469999999999998	1.037	1.102	9.574	1.177
25.5066	0.92	37.911	27.611	30.136	40.499	7.0920000000000005	0.958	1.213	1.025	39.152	29.484	29.199	43.07	8.11	0.847	0.9690000000000001	0.826	39.232	29.772	32.523	44.255	8.021	0.731	0.98	0.325	0.705	1.546	7.648	0.935	14.786	1.2830000000000001	0.691	0.9440000000000001	1.247	6.909	1.399	13.699000000000002	1.123	0.773	0.995	1.3969999999999998	0.932	1.167	9.457	1.21
25.67315	1.551	37.911	27.151999999999997	30.337	40.126	7.465	0.958	1.242	1.255	38.893	29.915	29.801	42.438	8.167	0.79	1.084	0.653	39.346	29.686	32.580999999999996	44.37	8.164	0.845	1.209	0.49700000000000005	0.7909999999999999	1.489	7.648	0.9640000000000001	14.872	1.2830000000000001	0.835	0.772	1.5630000000000002	6.737	0.9690000000000001	13.440999999999999	1.181	0.716	0.938	1.311	1.075	1.081	9.314	1.239
25.83987	0.925	37.446999999999996	27.743000000000002	30.686999999999998	40.84	6.847	1.018	1.045	1.084	38.52	29.975	30.660999999999998	42.992	7.851	0.875	0.992	0.691	38.841	29.975	32.86	43.407	8.25	0.675	0.9079999999999999	0.619	0.633	1.393	7.5360000000000005	1.133	14.737	1.334	0.7659999999999999	0.6779999999999999	1.5330000000000001	6.994	1.077	13.880999999999998	1.195	0.7070000000000001	0.8190000000000001	1.1909999999999998	0.875	0.934	9.48	1.137
26.00663	0.708	37.006	28.221	30.741	39.768	6.997999999999999	1.016	1.645	1.212	38.936	30.116	30.776	42.75899999999999	8.152000000000001	0.7609999999999999	0.966	0.643	38.75	30.316999999999997	33.321999999999996	44.747	8.179	0.617	1.001	0.43	0.826	1.6269999999999998	7.434	0.934	15.048	1.337	0.7140000000000001	0.711	1.276	6.78	0.9079999999999999	13.732999999999999	1.087	0.6829999999999999	1.079	1.3659999999999999	1.161	1.1079999999999999	9.297	1.1159999999999999
26.17342	0.929	37.389	27.971999999999998	30.699	40.522	7.358	1.078	1.133	1.034	38.111999999999995	29.962	30.595	42.893	8.349	0.94	1.148	0.755	38.309	30.135	33.576	44.07899999999999	8.088	0.737	0.9590000000000001	0.254	0.5720000000000001	1.381	7.457000000000001	0.884	15.2	1.29	0.929	0.693	1.3969999999999998	6.917999999999999	1.119	13.825	1.102	0.809	0.8009999999999999	1.49	1.167	1.0590000000000002	9.64	1.075
26.33993	0.843	36.614000000000004	28.518	31.245	40.522	7.129	0.8490000000000001	1.219	1.2930000000000001	38.256	30.335	30.939	43.18	8.263	0.882	1.062	0.5820000000000001	38.28	30.824	33.662	43.733999999999995	8.059	0.852	1.074	0.512	0.745	1.4669999999999999	7.83	0.856	15.142999999999999	1.376	0.8420000000000001	0.75	1.3969999999999998	6.574	1.033	13.969000000000001	1.189	0.895	0.773	1.4040000000000001	1.254	1.002	9.927	1.046
26.50659	1.287	36.82	28.544	31.616999999999997	41.073	7.371	0.9440000000000001	1.314	0.9620000000000001	37.801	30.594	30.538	43.849	7.962000000000001	0.9490000000000001	0.987	0.748	38.086	30.939	34.525999999999996	44.028999999999996	8.246	0.861	1.057	0.363	0.733	1.565	7.729	0.865	15.994000000000002	1.386	0.71	0.847	2.039	6.818	0.986	13.642000000000001	1.3730000000000002	0.9059999999999999	0.898	1.7009999999999998	1.034	1.012	9.914	1.2309999999999999
26.67331	1.55	36.803000000000004	29.471999999999998	31.914	41.372	7.375	0.8029999999999999	1.3459999999999999	1.139	37.898	31.149	30.145	43.201	8.455	0.953	1.105	0.871	37.926	30.949	34.536	43.983999999999995	8.279	0.778	1.09	0.6	0.767	1.655	7.849	0.8690000000000001	14.908	1.3319999999999999	0.887	0.851	1.41	6.737	1.133	14.337	1.205	1.082	0.9009999999999999	1.36	0.893	1.159	9.919	1.091
26.84001	0.929	36.413000000000004	29.035	31.962	41.583999999999996	7.186	1.165	1.162	1.207	38.025999999999996	31.139	30.538	43.64	8.292	0.7959999999999999	1.062	0.5820000000000001	37.763000000000005	31.197	34.409	44.567	8.317	0.823	1.131	0.484	0.63	1.64	7.973	1.114	15.745	1.376	0.67	1.181	1.225	7.091	1.119	13.452	1.217	0.867	0.945	1.4040000000000001	1.024	0.945	10.156	1.1320000000000001
27.00668	0.8190000000000001	36.166	29.273000000000003	33.034	41.854	7.132999999999999	0.794	1.136	1.183	37.664	31.12	30.174	45.11600000000001	8.182	0.972	1.238	0.9059999999999999	37.775	31.551	34.735	43.746	8.179	0.682	0.963	0.606	0.9229999999999999	1.5859999999999999	7.978	1.146	15.235	1.236	0.932	0.7829999999999999	1.401	6.837000000000001	1.295	13.889000000000001	1.1059999999999999	0.985	1.034	1.264	1.199	0.919	9.731	1.222
27.17339	0.9940000000000001	36.215	29.336	33.246	42.193999999999996	7.42	1.247	1.358	0.986	37.597	31.619	30.528000000000002	43.336000000000006	8.734	0.879	1.263	0.614	37.341	32.253	35.066	44.464	8.557	1.02	1.1640000000000001	0.63	0.7609999999999999	1.6119999999999999	7.925	0.997	15.335	1.433	0.902	0.779	1.193	7.042999999999999	1.09	14.130999999999998	1.3359999999999999	0.983	0.828	1.518	1.222	1.2590000000000001	9.968	1.165
27.34	0.946	36.266999999999996	29.267	33.38	41.786	7.601	1.023	1.1909999999999998	1.3980000000000001	37.446999999999996	31.897	30.605	44.972	8.427999999999999	0.8859999999999999	1.0979999999999999	0.5710000000000001	37.279	31.87	34.943000000000005	44.575	8.481	0.7959999999999999	0.9420000000000001	0.502	0.772	1.591	7.7620000000000005	1.061	15.289000000000001	1.325	0.737	0.787	1.43	6.88	1.097	13.682	1.1420000000000001	1.0190000000000001	0.922	1.3519999999999999	1.113	0.9790000000000001	10.209	1.115
27.50659	0.7929999999999999	35.985	30.112	34.051	42.769	7.88	1.0170000000000001	1.415	0.986	37.77	32.135999999999996	30.528000000000002	44.4	8.332	0.7929999999999999	1.177	0.7859999999999999	37.455999999999996	31.764	34.549	44.57899999999999	8.385	0.963	1.192	0.48700000000000004	0.617	1.584	7.925	1.227	15.421	1.318	0.873	1.038	1.251	6.6979999999999995	0.975	14.217	1.1340000000000001	0.81	0.8859999999999999	1.2590000000000001	1.308	0.972	10.198	1.107
27.67336	0.7859999999999999	35.955	29.985	34.014	41.93600000000001	7.499	1.262	1.344	1.095	37.479	32.272	30.548000000000002	44.55	8.414	0.924	1.137	0.68	37.400999999999996	32.533	35.119	44.871	8.208	0.777	1.385	1.186	0.703	1.6019999999999999	7.891	1.4169999999999998	15.825	1.364	0.835	1.172	1.8719999999999999	6.981	1.252	13.988	1.2690000000000001	1.1740000000000002	1.0759999999999998	1.449	0.835	1.046	10.513	1.041
27.83998	1.03	36.132	30.185	33.986999999999995	43.29600000000001	7.7989999999999995	1.099	1.18	1.196	37.599000000000004	32.36	31.095	44.415	8.515	1.135	1.4069999999999998	0.847	37.35	32.476	35.265	44.678000000000004	8.596	0.815	1.225	0.518	0.662	1.643	7.877000000000001	1.081	15.585	1.432	1.02	0.895	1.6219999999999999	7.313	1.09	14.264000000000001	1.368	1.041	0.8270000000000001	1.3730000000000002	1.075	1.114	10.585999999999999	1.14
28.00674	0.8909999999999999	36.086	30.625999999999998	34.429	42.472	7.544	1.015	1.155	1.114	37.351	32.802	31.134	45.233999999999995	8.463	0.995	1.036	0.883	37.16	32.919000000000004	35.161	44.833999999999996	8.515	0.818	1.315	0.526	0.898	1.531	8.055	1.113	15.936	1.5219999999999998	0.8220000000000001	0.927	1.395	7.172999999999999	1.266	14.587	1.286	1.045	0.917	1.29	1.0490000000000002	1.06	10.275	1.288
28.17345	1.006	36.056999999999995	30.54	34.169000000000004	42.674	7.516	1.188	1.183	1.085	37.235	32.715	31.680999999999997	44.917	8.463	0.937	1.4680000000000002	0.71	36.93	32.746	35.275999999999996	44.863	8.774	0.818	1.286	0.6990000000000001	0.812	1.531	7.882000000000001	1.171	15.821	1.436	0.937	0.841	1.28	7.404	1.208	14.501	1.084	0.93	0.8590000000000001	1.319	1.165	0.9740000000000001	10.187999999999999	1.1440000000000001
28.34008	1.13	35.618	30.587	33.988	43.446999999999996	7.697	1.281	1.8230000000000002	1.469	37.171	33.080999999999996	31.499000000000002	44.653999999999996	8.53	1.232	1.389	0.7829999999999999	37.184	33.227	35.441	45.464	9.043	0.882	1.237	0.6559999999999999	0.823	1.6540000000000001	8.179	1.034	15.949000000000002	1.2990000000000002	0.83	0.848	1.4880000000000002	6.895	1.187	14.686	1.121	0.7929999999999999	0.8370000000000001	1.499	1.056	1.153	10.630999999999998	1.296
28.50667	1.088	35.787	30.934	34.275	43.181000000000004	7.771	0.9259999999999999	1.2670000000000001	1.109	37.023	32.878	32.074	45.50899999999999	8.515	0.905	1.119	0.847	37.004	33.542	35.668	45.167	8.856	0.9009999999999999	1.369	0.518	0.748	1.614	7.906000000000001	1.11	16.247	1.432	0.818	1.3559999999999999	1.536	6.996	1.291	14.61	1.339	1.013	1.0859999999999999	1.546	1.305	1.114	10.414000000000001	1.14
28.6734	1.2790000000000001	35.716	30.941999999999997	34.400999999999996	42.968999999999994	7.73	0.909	1.308	1.186	36.98	33.235	32.431	45.474	8.651	0.774	1.249	0.7040000000000001	37.109	33.842	35.567	44.785	8.414	0.885	1.2990000000000002	0.491	0.742	1.831	8.068999999999999	1.123	16.993	1.389	1.035	1.169	1.405	6.813	1.104	14.98	1.2690000000000001	0.884	1.014	1.33	1.232	1.128	10.377	1.242
28.84007	1.079	35.966	31.491	33.938	43.79	7.676	0.977	1.347	1.014	37.086999999999996	33.578	32.86	44.965	8.505	0.985	1.198	0.745	36.865	33.953	35.475	45.401	8.644	0.78	1.274	0.503	0.8240000000000001	1.865	8.242	0.9309999999999999	16.35	1.367	0.983	1.003	1.472	7.216	1.255	14.512	1.187	0.861	1.05	1.222	1.213	1.107	10.662	1.218
29.0068	1.203	36.046	31.826999999999998	34.246	43.958	7.712999999999999	0.897	1.4680000000000002	1.253	37.224000000000004	33.857	33.169000000000004	45.595	8.429	1.0490000000000002	1.234	0.9620000000000001	36.918	34.089	35.352	46.089	8.654	0.7	1.023	0.461	0.72	1.787	8.079	1.024	17.313	1.288	0.9329999999999999	0.8079999999999999	1.306	7.255	1.09	14.524000000000001	1.339	0.8690000000000001	0.9420000000000001	1.46	1.248	1.2009999999999998	10.529000000000002	1.226
29.1735	0.8909999999999999	35.884	31.289	34.285	44.402	7.602	1.217	1.212	1.085	36.946999999999996	34.04	33.524	45.983000000000004	8.808	0.937	1.295	0.768	37.16	34.272	35.506	45.871	8.687999999999999	0.905	0.941	0.612	0.754	1.56	7.968	1.085	16.743	1.2919999999999998	0.851	0.726	1.453	7.145	1.18	15.624	1.2570000000000001	0.93	0.8590000000000001	1.55	1.3090000000000002	1.2329999999999999	10.419	1.1440000000000001
29.34009	1.088	35.614000000000004	31.826999999999998	34.505	44.648999999999994	7.598	1.041	1.2670000000000001	1.2819999999999998	36.936	34.174	33.629	45.623999999999995	8.544	0.847	1.234	0.616	36.571999999999996	34.579	35.87	45.599	8.596	0.815	1.138	0.691	0.633	1.729	8.338	0.995	16.823	1.4609999999999999	1.02	1.068	1.7380000000000002	6.881	1.003	14.956	1.253	1.041	1.317	1.3730000000000002	1.046	1.143	10.788	1.197
29.50681	0.9329999999999999	36.379	31.749000000000002	34.199	44.871	7.816	0.938	1.2790000000000001	1.128	36.836	34.330999999999996	33.844	46.07899999999999	8.939	1.062	1.133	0.733	36.936	34.821999999999996	35.567	45.967	8.616	0.8270000000000001	0.982	0.5489999999999999	0.685	1.715	8.155	1.296	17.079	1.389	0.833	0.909	1.636	7.275	1.306	15.758	1.355	0.941	0.927	1.5030000000000001	1.607	1.128	10.954	1.156
29.67342	1.2790000000000001	35.918	32.038000000000004	34.949	44.266000000000005	7.903	1.053	1.452	1.272	37.066	34.85	34.103	45.935	8.737	0.9470000000000001	1.133	0.8190000000000001	36.677	35.312	35.048	45.592	8.702	0.972	0.982	0.722	0.742	1.744	8.501	0.95	17.079	1.389	0.833	0.909	1.376	7.419	1.133	15.038	1.355	1.143	0.927	1.5030000000000001	1.0590000000000002	1.214	10.694	1.156
29.8402	0.76	36.205999999999996	32.441	34.949	45.159	7.557	0.938	1.2209999999999999	1.215	37.326	34.85	33.844	46.195	8.881	1.149	0.9890000000000001	0.7040000000000001	36.965	34.967	35.711	45.303999999999995	8.789	0.799	1.2990000000000002	0.722	0.858	1.8019999999999998	8.097999999999999	1.037	17.108	1.619	0.92	1.025	1.405	7.159	1.392	15.412	1.298	0.97	0.87	1.301	1.0590000000000002	1.157	10.895999999999999	1.213
30.00682	1.261	36.075	32.403	35.254	44.821999999999996	7.886	0.8390000000000001	1.18	1.2819999999999998	36.85	35.067	34.205	46.229	8.775	1.308	1.119	0.9620000000000001	37.177	35.529	35.582	45.427	9.0	0.988	1.311	0.43200000000000005	0.8059999999999999	1.614	8.251	1.081	17.053	1.72	0.818	1.01	1.4780000000000002	6.909	1.003	16.223	1.598	0.9259999999999999	0.856	1.3730000000000002	1.046	1.229	10.356	1.3119999999999998
30.17344	1.29	36.42	32.979	35.34	44.995	7.771	0.8390000000000001	1.296	1.599	36.85	35.153	34.234	46.54600000000001	8.775	1.0490000000000002	1.148	0.5870000000000001	36.63	35.443000000000005	35.582	45.628	8.913	0.7859999999999999	1.484	0.605	0.662	1.556	8.136000000000001	0.9079999999999999	17.053	1.4609999999999999	0.847	1.183	1.306	7.313	1.781	16.165	1.109	0.9259999999999999	1.0859999999999999	1.546	1.046	0.9990000000000001	10.442	1.226
30.34019	1.044	36.425	33.008	35.746	45.147	8.014	1.05	1.189	1.268	37.43	35.3	34.467	46.729	8.559	1.376	1.3030000000000002	0.7829999999999999	37.04	35.907	35.614000000000004	45.551	9.043	0.7959999999999999	0.9490000000000001	0.368	0.679	1.798	8.151	1.264	17.361	1.443	0.945	1.1079999999999999	1.7480000000000002	7.2410000000000005	1.187	15.32	1.207	0.7929999999999999	0.866	1.47	0.998	1.067	11.064	1.123
30.50695	0.973	36.132	33.123000000000005	35.427	45.571000000000005	7.7989999999999995	1.271	1.382	1.369	36.62	35.816	34.205	46.92	9.062999999999999	1.0490000000000002	1.321	0.9329999999999999	37.177	35.875	35.87	45.427	9.086	0.9590000000000001	1.225	0.605	0.835	1.614	8.568	1.196	17.14	1.547	0.847	0.895	1.4780000000000002	7.169	1.176	16.338	1.253	1.013	0.9420000000000001	1.402	1.161	1.143	11.017999999999999	1.14
30.67354	1.4340000000000002	36.075	32.95	35.254	45.629	7.886	0.897	1.382	1.196	37.052	35.902	34.753	46.92	8.631	1.135	1.234	1.0190000000000001	36.659	35.99	36.129	45.916000000000004	9.374	0.9009999999999999	1.11	0.605	0.835	1.614	8.683	1.024	17.226	1.374	0.991	0.924	1.392	7.341	1.205	16.223	1.2819999999999998	1.041	1.1440000000000001	1.3159999999999998	1.133	1.229	11.306	1.14
30.84026	1.361	36.368	33.641999999999996	35.602	45.291000000000004	8.1	1.021	1.4780000000000002	1.44	37.141999999999996	36.193000000000005	34.381	46.902	8.991	1.145	1.216	0.985	37.241	36.916	36.075	45.95399999999999	9.302999999999999	0.9109999999999999	1.064	0.8	0.823	1.6540000000000001	8.323	1.264	17.505	1.9609999999999999	0.83	1.338	1.4880000000000002	7.5	1.273	16.415	1.265	0.937	1.183	1.47	1.402	1.24	11.235999999999999	1.209
31.00696	1.035	36.23	33.939	35.639	45.122	7.631	1.13	1.558	1.344	37.149	36.258	34.417	47.049	9.356	0.937	1.036	0.883	37.074	36.634	35.708	45.871	9.033	0.818	1.114	0.44	0.812	1.704	8.227	0.912	17.521	1.551	0.9079999999999999	0.927	1.5390000000000001	7.433	1.266	16.172	1.631	1.103	1.061	1.636	1.222	1.29	11.11	1.288
31.17352	1.235	36.413000000000004	34.316	35.585	46.35	7.858	1.149	1.374	1.1420000000000001	37.099000000000004	36.583	34.769	46.839	8.897	0.9570000000000001	1.432	0.669	36.798	36.7	35.743	46.523999999999994	9.842	0.9229999999999999	1.34	0.831	0.875	1.669	8.631	1.105	17.704	1.5430000000000001	0.932	1.2670000000000001	1.473	7.347	1.2009999999999998	16.44	1.194	0.895	0.966	1.686	1.271	1.254	10.97	1.139
31.34024	1.338	36.311	34.543	35.867	46.323	8.136000000000001	0.833	1.29	1.158	37.203	36.802	34.847	48.305	8.966000000000001	0.927	1.112	0.659	36.461999999999996	37.465	36.482	45.833	9.249	0.953	1.015	0.618	0.737	1.693	8.472000000000001	1.103	17.817999999999998	1.511	0.983	0.7440000000000001	1.472	7.475	1.198	16.555999999999997	1.245	1.034	1.252	1.395	1.04	1.05	11.698	1.189
31.50693	1.044	36.541	34.074	35.89	45.95399999999999	8.014	1.281	1.276	1.095	37.084	36.972	35.071999999999996	47.391999999999996	8.934	0.828	1.331	0.898	36.867	37.492	36.449	46.443999999999996	9.36	0.968	1.064	0.368	0.679	2.3169999999999997	8.323	1.091	18.139	1.5290000000000001	0.772	0.935	1.632	7.414	1.129	15.925	1.351	0.88	0.8370000000000001	1.413	1.056	1.3840000000000001	11.409	1.238
31.67367	0.9640000000000001	36.283	34.024	36.183	46.41	8.136000000000001	1.006	1.6059999999999999	1.186	37.001	37.205	35.077	47.988	8.88	0.985	1.4	0.745	36.865	37.811	36.396	46.495	9.623	0.866	1.015	0.59	0.708	1.693	8.673	1.103	18.422	1.425	1.012	1.089	1.7309999999999999	7.735	1.111	16.901	1.5330000000000001	1.005	0.907	1.482	1.155	1.194	11.007	1.131
31.84038	1.13	36.512	34.708	35.746	46.213	7.899	1.021	1.3619999999999999	1.383	37.228	37.606	35.044000000000004	47.882	9.193	0.9440000000000001	1.216	1.042	37.04	37.838	36.161	46.271	9.562000000000001	0.968	1.15	0.311	0.823	1.568	8.785	1.2930000000000001	18.11	1.558	0.858	0.848	1.402	7.529	1.043	16.703	1.178	1.024	1.1540000000000001	1.557	1.056	1.125	11.582	1.296
32.00696	0.9420000000000001	36.315	35.027	36.123000000000005	46.972	8.373	1.117	1.4580000000000002	1.484	37.260999999999996	38.042	35.537	48.441	9.122	0.953	1.256	0.8059999999999999	37.133	38.102	36.711999999999996	46.915	9.318	0.978	1.163	0.65	0.927	1.7519999999999998	8.943999999999999	1.015	18.159000000000002	1.396	0.9570000000000001	1.003	1.844	7.602	1.8030000000000002	16.261	1.392	0.804	1.021	1.6540000000000001	1.584	1.1640000000000001	11.484000000000002	1.4809999999999999
32.17374	1.006	36.144	34.89	36.215	47.196000000000005	8.466000000000001	0.986	1.3559999999999999	1.546	37.580999999999996	38.188	35.224000000000004	47.51	9.096	0.9079999999999999	0.95	0.8540000000000001	36.757	38.536	36.486	46.246	9.552	0.818	1.2	0.612	0.812	1.618	8.429	1.2	18.385	1.695	1.081	1.4169999999999998	1.655	7.836	1.036	16.777	1.2570000000000001	0.872	0.83	1.55	1.078	1.319	11.542	1.2009999999999998
32.34029	1.0	36.141999999999996	35.373000000000005	36.411	46.36600000000001	8.286	1.29	1.314	1.7719999999999998	37.578	38.273	35.739000000000004	47.662	9.18	1.04	1.054	0.748	36.902	38.765	36.568000000000005	46.857	9.693	1.0070000000000001	1.0759999999999998	0.823	0.696	2.011	9.145	1.13	18.303	1.482	1.043	1.032	1.383	7.515	1.111	17.472	1.3630000000000002	1.064	1.165	1.51	1.1520000000000001	1.2209999999999999	11.57	1.222
32.507	1.006	36.316	35.205999999999996	36.532	46.736000000000004	8.177999999999999	1.275	1.5290000000000001	1.2	37.351	38.304	35.685	47.74	9.269	0.995	1.123	0.768	36.728	39.083	36.514	46.591	9.523	0.905	1.229	0.6990000000000001	0.581	1.733	8.746	1.171	18.702	1.436	1.081	1.331	1.5390000000000001	7.692	1.208	16.402	1.3719999999999999	0.9590000000000001	1.147	1.406	1.4240000000000002	1.319	11.657	1.4609999999999999
32.67371	1.002	36.478	35.743	36.319	47.011	8.404	0.9259999999999999	1.2670000000000001	1.253	37.685	38.696	35.415	47.842	9.408	1.02	1.3780000000000001	0.9329999999999999	36.716	39.158	36.676	46.751000000000005	9.662	0.815	1.196	0.634	0.835	1.729	8.827	1.081	18.292	1.288	0.9329999999999999	1.068	1.536	7.917000000000001	1.1179999999999999	17.202	1.598	1.041	1.057	1.575	1.161	1.143	11.969000000000001	1.37
32.84028	1.102	36.771	36.149	36.466	47.395	8.187000000000001	0.993	1.3619999999999999	1.383	37.315	39.018	35.13	48.31399999999999	9.193	1.145	1.216	0.8690000000000001	36.78	39.336	36.536	46.818999999999996	9.821	0.882	1.064	0.8	0.823	1.6540000000000001	8.842	1.178	18.197	1.6159999999999999	0.945	1.079	2.065	8.019	1.561	17.192999999999998	1.524	1.024	1.2409999999999999	1.499	1.171	1.47	11.957	1.469
33.00699	1.375	36.373000000000005	36.094	36.584	47.001000000000005	8.171	1.117	1.66	1.311	37.204	39.311	35.191	49.047	9.526	1.011	1.169	0.8340000000000001	36.815	39.573	36.655	46.684	9.923	1.122	1.3359999999999999	0.47700000000000004	0.927	1.81	8.713	1.188	18.822	1.482	1.216	1.032	1.844	7.428999999999999	1.3130000000000002	17.213	1.392	1.035	1.107	1.423	1.2670000000000001	1.567	11.311	1.25
33.17362	1.577	36.748000000000005	36.353	36.844	47.52	8.344	1.117	1.4869999999999999	1.541	37.578	39.571	35.71	48.989	9.353	1.011	1.256	1.238	36.96	40.294000000000004	36.711999999999996	47.549	9.866	0.8909999999999999	1.047	0.996	0.84	1.665	8.972000000000001	1.3030000000000002	18.678	1.396	1.101	1.2919999999999998	1.585	7.861000000000001	1.284	17.472	1.219	0.978	1.078	1.567	1.094	1.3940000000000001	12.232999999999999	1.308
33.34043	1.361	36.454	36.524	36.696999999999996	47.942	8.331	0.993	1.3619999999999999	1.21	37.603	39.825	36.139	48.401	9.366	1.001	1.216	0.8690000000000001	37.126	40.345	36.939	46.963	9.994	0.968	1.15	0.483	0.737	1.827	8.756	1.207	18.11	1.443	1.089	1.1079999999999999	1.3730000000000002	8.019	1.216	17.480999999999998	1.38	1.053	1.183	1.3259999999999998	1.315	1.125	11.495999999999999	1.296
33.5071	1.088	36.075	36.492	36.607	47.788000000000004	8.145	1.127	1.555	1.5130000000000001	37.656	40.049	35.991	47.986000000000004	9.581	1.193	1.609	0.875	36.975	40.656	36.907	46.434	9.72	1.045	1.196	0.605	1.1520000000000001	1.8730000000000002	8.914	1.024	18.637	1.4609999999999999	1.02	1.0959999999999999	1.536	7.831	1.262	17.26	1.6269999999999998	0.8690000000000001	0.9420000000000001	1.489	1.075	1.2009999999999998	12.573	1.197
33.67371	1.49	36.719	36.988	36.757	47.952	8.257	1.002	1.631	1.224	37.260999999999996	40.176	35.825	48.326	9.728	1.242	1.227	0.9209999999999999	37.334	40.726	36.972	46.943999999999996	9.75	0.8909999999999999	0.99	0.737	0.8690000000000001	1.838	8.857000000000001	1.3030000000000002	18.217	1.626	1.187	0.917	1.556	7.861000000000001	1.486	17.386	1.45	0.9490000000000001	1.021	1.6540000000000001	1.354	1.6540000000000001	12.232999999999999	1.222
33.84047	1.172	36.816	37.34	36.907	48.059	8.457	1.078	1.39	1.801	37.702	40.795	36.294000000000004	48.897	9.673	1.348	1.2770000000000001	1.024	36.857	41.056999999999995	37.153	46.934	9.868	0.91	1.071	0.725	0.8740000000000001	1.919	9.002	1.237	18.602999999999998	1.6480000000000001	1.124	1.285	1.518	7.978	1.421	17.772000000000002	1.301	1.0	1.359	1.358	1.287	1.329	12.527999999999999	1.4480000000000002
34.00713	1.1079999999999999	36.772	37.335	36.846	47.792	8.511000000000001	1.121	1.29	1.186	37.806999999999995	40.573	35.912	48.42	9.57	1.014	1.3130000000000002	0.831	37.355	41.496	37.173	47.013999999999996	9.882	0.866	1.217	0.59	0.6509999999999999	1.693	9.451	1.075	18.509	1.54	1.012	1.2329999999999999	1.7309999999999999	8.166	1.284	17.016	1.245	0.8320000000000001	1.252	1.6540000000000001	1.472	1.3659999999999999	12.447000000000001	1.3619999999999999
34.17378	1.058	37.036	37.247	36.900999999999996	47.693000000000005	8.459	1.29	1.66	1.455	37.55	41.18600000000001	36.141999999999996	48.816	9.612	1.126	1.3419999999999999	1.0070000000000001	36.988	41.648999999999994	37.086999999999996	47.088	9.923	0.978	1.1340000000000001	0.737	1.128	2.069	9.203	1.3030000000000002	18.822	1.626	1.101	1.119	1.412	7.861000000000001	1.197	16.895	1.565	1.035	1.367	1.6540000000000001	1.325	1.337	11.657	1.1640000000000001
34.34045	1.534	36.626999999999995	37.965	37.071	48.288000000000004	8.792	1.367	1.3619999999999999	1.354	37.603	41.381	36.196	48.919	9.539	1.0590000000000002	1.3030000000000002	1.215	37.328	41.988	37.055	47.336999999999996	9.994	0.9109999999999999	0.978	0.8	0.996	1.712	9.217	1.351	18.744	1.558	1.089	1.252	1.575	8.048	1.36	17.539	1.4669999999999999	0.966	1.068	1.47	1.056	1.3840000000000001	12.043	1.469
34.50719	1.452	36.783	38.119	37.082	48.82	8.422	1.486	1.365	1.359	37.556	41.335	36.409	49.481	9.919	1.12	1.162	1.338	36.878	42.346000000000004	37.383	47.61	10.172	0.799	1.212	0.722	0.8290000000000001	2.061	9.049	1.268	19.154	1.561	1.266	1.082	1.6640000000000001	7.966	1.133	17.718	1.355	1.258	1.273	1.33	1.405	1.33	12.51	1.3
34.67373	1.611	36.316	38.001	37.251999999999995	49.011	8.265	1.13	1.788	1.892	37.293	41.645	36.203	49.641000000000005	9.759	1.139	1.209	1.2	37.074	42.511	37.609	47.11	10.357999999999999	0.991	1.2	0.6990000000000001	0.841	2.05	8.919	1.2	18.615	1.464	1.081	1.158	1.5390000000000001	7.922000000000001	1.295	17.814	1.3430000000000002	1.045	1.954	1.406	1.165	1.665	12.464	1.288
