	MG1655-1	23BD2-4_1	23BD4-3_1	23BD6-1_1	23BD7-4_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	23BD2-4_2	23BD4-3_2	23BD6-1_2	23BD7-4_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	23BD2-4_3	23BD4-3_3	23BD6-1_3	23BD7-4_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
20.17277	0.662	22.825	25.503	31.783	38.378	5.739	2.242	11.8	0.5529999999999999	27.185	25.2	32.256	41.175	5.555	1.597	10.23	0.632	26.648000000000003	25.974	33.256	39.851	6.045	2.025	10.602	1.484	10.981	1.156	1.463	1.669	2.5980000000000003	1.546	1.24	10.929	1.0859999999999999	1.131	1.318	2.397	1.778	1.3130000000000002	6.6979999999999995	0.536	0.706	1.49	1.9469999999999998	1.594
20.33949	0.619	22.014	25.730999999999998	32.183	38.139	5.615	2.311	11.568	0.568	27.279	25.651999999999997	32.349000000000004	39.59	5.487	1.4709999999999999	10.277999999999999	0.706	27.355999999999998	26.315	33.465	39.193000000000005	6.035	1.8430000000000002	10.847000000000001	1.669	10.974	0.9159999999999999	1.335	1.851	2.843	1.6480000000000001	1.367	10.81	1.182	1.0590000000000002	1.254	2.583	1.881	1.409	7.218999999999999	0.575	0.6890000000000001	1.39	1.962	1.607
20.50616	0.835	21.976	26.03	32.575	38.735	5.638	2.329	12.413	0.479	28.543000000000003	25.783	32.263000000000005	41.059	5.707000000000001	1.493	10.841	0.8170000000000001	27.858	26.28	34.623000000000005	40.691	5.81	1.78	10.792	1.525	10.837	0.992	1.439	1.871	2.79	1.59	1.304	11.345999999999998	1.088	1.1909999999999998	1.426	2.471	1.685	1.3159999999999998	7.468	0.42200000000000004	0.79	1.4069999999999998	1.984	1.626
20.67283	0.61	22.763	25.58	33.109	38.819	6.002999999999999	2.189	12.469000000000001	0.395	29.499000000000002	26.233	32.179	39.485	5.763	1.521	11.01	0.732	29.319000000000003	26.28	33.751999999999995	40.55	5.922000000000001	1.864	11.439	1.61	11.343	1.161	1.411	1.8430000000000002	2.818	1.8430000000000002	1.36	11.767999999999999	1.088	1.163	1.426	2.611	1.6	1.4	7.6370000000000005	0.591	0.7340000000000001	1.52	1.787	1.626
20.83962	0.49700000000000005	24.264	25.651	32.998000000000005	38.388000000000005	5.968	2.217	12.703	0.529	30.141	26.105	32.574	41.27	5.755	1.4040000000000001	11.217	0.721	29.631	26.375	33.407	39.861999999999995	6.442	1.86	11.196	1.768	12.137	1.047	1.41	1.841	2.7430000000000003	1.663	1.412	12.394	1.173	0.9940000000000001	1.2109999999999999	2.485	1.7830000000000001	1.232	8.161	0.5379999999999999	0.6809999999999999	1.297	1.839	1.597
21.00626	0.99	24.024	26.616999999999997	33.156	39.058	6.156000000000001	2.092	12.898	0.32299999999999995	30.836	26.37	32.367	40.707	6.028	1.4780000000000002	11.327	0.659	31.165	26.725	34.413000000000004	40.31	5.9879999999999995	1.8219999999999998	12.092	1.5930000000000002	12.445	1.147	1.426	1.942	2.938	1.685	1.3459999999999999	12.814	1.16	1.01	1.265	2.508	1.6380000000000001	1.247	7.957000000000001	0.46799999999999997	0.723	1.6480000000000001	2.053	1.67
21.17295	0.731	24.962	26.517	32.969	39.233000000000004	6.148	2.339	12.522	0.37200000000000005	32.388000000000005	27.055	32.04	41.751999999999995	6.357	1.4709999999999999	11.485	0.7340000000000001	32.044000000000004	27.438000000000002	35.234	40.793	6.456	1.871	11.745	1.585	12.687000000000001	1.057	1.504	1.9069999999999998	2.843	1.732	1.339	12.887	1.266	1.3119999999999998	1.423	2.499	1.7409999999999999	1.381	8.37	0.715	0.858	1.642	1.85	1.663
21.33955	0.56	24.944000000000003	27.002	32.93	39.626999999999995	6.348	2.448	13.350999999999999	0.599	33.427	26.699	32.535	40.772	5.968	1.5	11.357000000000001	0.741	32.909	27.534000000000002	35.488	39.954	6.325	1.8430000000000002	12.067	1.703	13.322000000000001	1.111	1.4169999999999998	1.9340000000000002	2.969	1.7109999999999999	1.4509999999999998	12.988	1.178	1.254	1.886	2.5639999999999996	1.9469999999999998	1.4069999999999998	8.91	0.737	0.7959999999999999	1.666	1.879	1.604
21.50619	0.638	25.967	27.155	32.94	38.679	6.256	2.358	13.425	0.423	35.065	26.908	32.263000000000005	40.61	6.185	1.4080000000000001	12.219000000000001	0.732	34.519	27.18	35.467	40.635	6.597	1.864	12.282	1.778	13.901	0.9359999999999999	1.6640000000000001	1.9269999999999998	2.818	1.6740000000000002	1.3880000000000001	12.977	1.032	1.444	1.426	2.639	1.685	1.3159999999999998	9.183	0.506	0.818	1.4069999999999998	1.956	1.682
21.67295	0.648	26.612	27.235	32.939	38.991	6.352	2.423	13.554	0.35	35.997	27.129	32.01	41.739	6.141	1.5319999999999998	11.869000000000002	0.745	36.069	27.88	34.936	41.343	6.921	1.903	12.466	1.819	13.974	1.03	1.617	1.881	2.975	1.8559999999999999	1.483	13.359000000000002	1.097	1.37	1.357	2.7089999999999996	1.755	1.3530000000000002	9.449	0.5710000000000001	0.7979999999999999	1.585	1.995	1.636
21.83956	0.6579999999999999	27.566	27.428	32.629	39.445	6.562	2.207	13.682	0.418	37.635	27.575	32.037	41.125	6.35	1.6269999999999998	12.052999999999999	0.759	37.62	27.793000000000003	34.771	40.279	7.02	1.885	12.904000000000002	1.663	13.654000000000002	1.18	1.6269999999999998	1.891	3.075	1.8130000000000002	1.466	14.699000000000002	1.359	1.351	1.485	2.583	1.797	1.3630000000000002	9.658999999999999	0.494	0.75	1.706	2.006	1.814
22.00635	0.7240000000000001	27.79	27.706	32.6	39.449	6.574	2.47	13.924000000000001	0.542	39.641	27.430999999999997	31.811	41.468	6.334	1.525	12.548	0.772	39.145	27.930999999999997	33.592	41.833	6.64	1.9240000000000002	13.09	1.6480000000000001	14.883	1.1059999999999999	1.5530000000000002	1.8730000000000002	3.034	1.798	1.392	14.745	1.143	1.192	1.3030000000000002	2.822	1.896	1.4569999999999999	9.729	0.5870000000000001	1.012	1.462	2.073	1.7109999999999999
22.17309	0.672	31.462	27.619	32.381	39.555	6.84	2.615	13.81	0.41100000000000003	41.086000000000006	27.204	30.153000000000002	41.748000000000005	6.489	1.6740000000000002	12.263	0.675	40.187	28.609	34.033	40.986999999999995	7.026	1.931	13.425999999999998	1.8030000000000002	15.536	1.3359999999999999	1.585	1.9069999999999998	2.833	1.8419999999999999	1.4280000000000002	14.946	1.23	1.253	1.439	2.784	1.859	1.545	10.141	0.642	0.787	1.632	2.11	1.7719999999999998
22.33972	0.757	31.066999999999997	27.845	32.155	39.584	6.473	2.502	14.289000000000001	0.665	42.243	27.711	29.278000000000002	41.748000000000005	6.489	1.589	12.574000000000002	0.816	42.13399999999999	28.101999999999997	34.711	41.89	7.308	1.931	13.059000000000001	1.944	15.761	1.3359999999999999	1.501	2.076	3.0869999999999997	1.8419999999999999	1.456	14.635	1.3430000000000002	1.31	1.439	2.784	1.915	1.4040000000000001	10.508	0.642	0.787	1.632	2.28	1.744
22.50637	0.727	33.066	28.193	31.069000000000003	40.715	6.619	2.5269999999999997	14.475	0.527	43.078	27.863000000000003	29.375	42.119	6.917999999999999	1.619	12.306	0.851	42.878	28.171	34.4	42.376000000000005	7.404	1.959	13.894	1.837	16.094	1.165	1.6680000000000001	1.962	3.215	1.7930000000000001	1.626	15.982999999999999	1.17	1.449	1.395	2.737	1.896	1.514	10.263	0.664	0.809	1.685	2.083	1.685
22.67313	0.6709999999999999	34.289	28.155	30.072	41.522	7.024	2.386	14.809000000000001	0.703	43.617	27.91	29.085	41.881	6.7860000000000005	1.7080000000000002	12.949000000000002	0.664	44.317	28.56	35.004	41.82899999999999	7.109	2.105	13.605	1.96	16.208	1.2229999999999999	1.6130000000000002	2.049	3.15	2.0869999999999997	1.518	15.075999999999999	1.2830000000000001	1.4509999999999998	1.64	2.8930000000000002	1.911	1.43	10.870999999999999	0.604	0.8340000000000001	1.712	2.259	1.714
22.83981	0.65	36.519	28.398000000000003	29.891	40.921	6.919	2.5340000000000003	14.367	0.825	44.662	28.125	29.186999999999998	41.705	6.483	1.489	13.215	0.758	45.05	29.116	33.891999999999996	41.738	7.374	1.913	13.475	1.94	15.654000000000002	1.286	1.733	1.9709999999999999	3.245	1.955	1.525	15.088	1.204	1.3730000000000002	1.396	2.8739999999999997	1.949	1.521	11.363	0.7509999999999999	0.84	1.52	2.379	1.72
23.0064	0.584	36.896	28.534000000000002	30.34	40.902	7.199	2.496	14.485999999999999	0.565	45.308	28.318	29.239	41.46	6.678	1.567	13.702	0.7	45.805	29.453000000000003	32.48	42.147	7.29	2.105	13.395	1.824	16.627	1.419	1.64	2.02	3.306	1.896	1.6030000000000002	15.38	1.251	1.421	1.6540000000000001	3.072	1.9769999999999999	1.484	11.307	0.8809999999999999	0.7709999999999999	1.821	2.2319999999999998	1.8530000000000002
23.17309	0.718	39.403	29.266	30.392	40.371	7.452000000000001	2.572	15.030999999999999	0.418	45.813	28.993000000000002	29.405	43.855	6.959	1.618	13.31	0.6409999999999999	46.562	29.336	32.03	41.648	7.433	1.956	14.109000000000002	1.992	15.985	1.44	1.6880000000000002	2.182	3.2239999999999998	1.98	1.625	14.309000000000001	1.2409999999999999	1.242	1.5430000000000001	2.7889999999999997	1.892	1.588	11.45	0.529	0.93	1.754	2.226	1.7590000000000001
23.33968	1.1909999999999998	40.445	29.186999999999998	30.23	41.123000000000005	7.199	2.617	14.940999999999999	0.5	46.256	28.971999999999998	29.583000000000002	42.424	7.447	1.726	13.559000000000001	0.8740000000000001	46.94	29.375999999999998	32.371	40.981	7.93	2.006	14.36	1.9669999999999999	15.703	1.401	1.82	2.06	3.214	2.043	1.705	15.047	1.199	1.374	1.445	2.655	1.902	1.633	12.231	0.595	0.799	1.854	2.3930000000000002	1.834
23.50631	0.679	41.585	28.703000000000003	30.6	40.154	7.313	2.645	14.884	0.728	47.025	29.285	29.954	42.424	7.276	1.726	13.787	0.674	47.453	29.090999999999998	32.371	41.864	7.957999999999999	2.12	14.36	2.252	15.874	1.288	1.649	2.145	3.727	2.128	1.591	14.962	1.3130000000000002	1.203	1.445	2.826	1.902	1.719	12.315999999999999	0.7659999999999999	0.828	1.683	2.279	1.834
23.67301	0.715	43.571000000000005	29.195999999999998	30.412	40.532	8.045	2.5669999999999997	15.376	0.515	47.26	28.725	29.851	42.463	7.296	1.681	14.020999999999999	0.809	47.967	29.789	32.825	41.534	7.643	2.103	14.11	1.9580000000000002	16.743	1.324	1.686	2.1830000000000003	3.5589999999999997	2.121	1.574	14.772	1.319	1.354	1.5030000000000001	2.964	2.0980000000000003	1.555	12.972000000000001	0.597	0.8590000000000001	1.631	2.406	1.841
23.83985	0.7070000000000001	43.902	29.448	30.579	41.312	7.357	2.758	15.154000000000002	0.5670000000000001	47.199	29.434	29.675	41.646	7.065	1.875	14.342	0.664	48.36	29.586	33.402	42.603	7.7589999999999995	2.153	14.459000000000001	2.041	15.811	1.459	1.706	2.1180000000000003	3.6489999999999996	2.234	1.5959999999999999	14.837	1.452	1.46	1.3630000000000002	2.9930000000000003	2.155	1.489	12.689	0.6990000000000001	1.219	1.735	2.372	1.775
24.00644	0.732	44.232	29.897	30.313000000000002	41.673	7.381	2.697	15.034	0.363	47.614	29.910999999999998	29.638	43.435	7.175	1.785	13.907	0.688	48.375	30.291	31.991	41.905	7.869	2.15	14.624	2.065	16.061	1.598	1.874	2.0580000000000003	3.5869999999999997	2.115	1.6780000000000002	14.802	1.278	1.285	1.758	3.103	2.065	1.6	12.57	0.725	0.93	1.76	2.339	1.801
24.17305	0.745	45.97	29.76	30.319000000000003	41.775	7.742000000000001	2.767	15.057	0.521	47.555	29.918000000000003	29.788	43.138000000000005	7.335	1.714	13.901	0.763	48.657	29.985	33.004	42.093999999999994	8.203	2.136	14.59	2.083	15.857999999999999	1.355	1.7730000000000001	2.129	3.694	2.247	1.5219999999999998	15.37	1.29	1.298	1.5219999999999998	3.0069999999999997	1.912	1.4409999999999998	12.675999999999998	0.708	0.856	1.744	2.269	1.785
24.33982	0.7090000000000001	46.162	30.495	30.738000000000003	41.715	7.894	2.845	15.632	0.58	48.106	30.052	29.978	43.14	7.487	1.598	14.189	1.002	49.115	29.921	32.815	42.699	8.195	2.133	14.85	1.976	15.523	1.405	1.7380000000000002	2.21	3.576	2.201	1.663	15.262	1.308	1.406	1.7730000000000001	3.108	2.214	1.719	12.783	0.6629999999999999	0.841	1.876	2.5839999999999996	1.6909999999999998
24.50644	0.667	46.828	30.086	30.76	41.813	7.446000000000001	2.918	15.436	0.507	48.165	29.73	30.028000000000002	43.178999999999995	7.756	1.841	13.993	0.812	49.405	30.859	32.201	42.68	8.088	2.09	14.855	1.959	15.498	1.65	1.724	2.3680000000000003	3.755	2.126	1.6480000000000001	14.835999999999999	1.325	1.392	1.665	3.1460000000000004	1.879	1.62	12.762	0.6809999999999999	0.973	1.864	2.483	1.85
24.67314	0.716	47.25	29.795	31.014	41.48	7.644	2.88	15.328	0.41600000000000004	48.88	29.955	29.938000000000002	43.335	7.353	1.864	14.172	0.7240000000000001	49.515	30.541999999999998	32.75	42.406000000000006	8.32	2.14	14.833	1.956	16.11	1.527	1.9169999999999998	2.13	3.7880000000000003	2.21	1.8419999999999999	15.274000000000001	1.43	1.355	1.439	3.262	1.9080000000000001	1.5819999999999999	12.708	0.698	1.105	1.652	2.506	2.042
24.83978	0.883	47.342	30.660999999999998	31.134	41.271	7.675	2.76	15.485	0.44299999999999995	48.433	29.874000000000002	30.087	43.071999999999996	7.556	1.976	14.5	0.899	49.494	30.119	32.794000000000004	42.661	8.328	2.281	14.904000000000002	2.245	16.615	1.465	1.797	2.241	3.885	2.156	1.6669999999999998	15.605	1.538	1.436	1.821	3.497	1.942	1.777	11.997	0.688	0.924	1.8459999999999999	2.4459999999999997	1.865
25.00655	0.648	47.376999999999995	30.753	31.054000000000002	41.58	7.792000000000001	2.984	15.181	0.672	48.818999999999996	30.627	30.063000000000002	42.865	7.501	1.916	14.829	0.643	49.589	30.759	32.319	44.24	8.566	2.105	15.290999999999999	2.19	16.805	1.46	1.8780000000000001	2.352	3.8369999999999997	2.217	1.693	14.929	1.3880000000000001	1.46	1.685	3.2439999999999998	2.062	1.6280000000000001	12.780999999999999	0.708	1.0590000000000002	1.7819999999999998	2.675	1.83
25.17311	0.713	48.503	30.91	30.951	41.474	7.754	2.8480000000000003	15.677999999999999	0.63	48.772	30.468000000000004	30.248	43.714	7.522	2.045	14.78	0.981	49.825	30.862	32.433	43.708999999999996	8.422	2.2030000000000003	15.357000000000001	2.094	16.618	1.671	1.945	2.6510000000000002	3.8989999999999996	2.325	1.85	15.343	1.3940000000000001	1.3530000000000002	1.571	3.384	2.174	1.722	12.175999999999998	0.825	0.976	1.8730000000000002	2.718	1.838
25.33983	0.907	48.641999999999996	30.965	31.178	42.409	8.127	2.839	16.35	0.5670000000000001	48.684	30.869	30.389	43.872	7.577000000000001	1.923	14.815999999999999	0.893	50.108999999999995	31.178	32.35	43.637	8.28	2.225	14.787	2.352	16.484	1.7209999999999999	1.936	2.412	4.192	2.3819999999999997	1.786	15.207	1.673	1.46	1.805	3.327	2.116	1.597	12.409	0.7559999999999999	1.08	1.834	2.742	1.8869999999999998
25.5066	0.728	49.2	31.144000000000002	31.241	41.766999999999996	7.9270000000000005	2.891	15.93	0.479	48.956	30.701999999999998	30.539	43.492	7.7829999999999995	1.921	14.713	0.8959999999999999	50.176	31.36	32.596	42.94	8.491	2.395	15.638	2.325	16.703	1.89	1.903	2.524	4.087	2.241	1.7830000000000001	16.292	1.435	1.6569999999999998	1.814	3.39	2.18	1.8519999999999999	11.895	0.9490000000000001	1.042	1.9140000000000001	2.7689999999999997	1.9680000000000002
25.67315	0.667	48.95399999999999	31.453000000000003	31.261	42.045	7.894	3.003	16.098	0.504	48.942	30.838	30.588	44.57899999999999	7.836	1.9169999999999998	14.765	0.833	50.163000000000004	31.814	33.02	43.68	8.687999999999999	2.247	15.777000000000001	2.147	16.899	1.655	2.16	2.5780000000000003	4.082	2.294	1.808	15.967	1.5190000000000001	1.538	1.895	3.7319999999999998	2.2319999999999998	1.79	12.324000000000002	0.715	1.097	1.911	3.083	2.052
25.83987	1.0090000000000001	49.021	31.518	31.47	42.067	7.837999999999999	3.2	16.691	0.532	49.388999999999996	31.337	30.506999999999998	44.026	7.81	1.886	14.633	0.7490000000000001	50.809	31.649	32.658	43.185	8.464	2.476	15.645999999999999	2.497	17.206	1.8530000000000002	2.068	2.719	4.527	2.5	1.806	16.012	1.715	1.5619999999999998	1.933	3.594	2.122	1.814	12.1	0.618	1.147	1.933	2.8510000000000004	1.989
26.00663	0.835	49.224	32.097	31.555999999999997	41.401	8.099	3.258	16.778	0.879	49.331	31.25	30.651999999999997	44.345	7.867999999999999	1.943	15.067	0.865	50.346000000000004	31.939	33.035	44.402	8.696	2.3890000000000002	15.732999999999999	2.352	17.119	1.7369999999999999	1.9809999999999999	2.6319999999999997	4.382	2.5	1.835	16.012	1.6280000000000001	1.504	1.933	3.6519999999999997	2.267	1.785	12.592	0.7340000000000001	1.1179999999999999	1.8459999999999999	2.938	1.989
26.17342	0.738	49.24	31.693	31.645	42.756	8.462	3.161	16.325	0.578	49.461999999999996	31.396	30.885	43.788000000000004	7.912000000000001	2.019	15.136	0.851	50.478	32.2	32.338	43.497	8.448	2.291	16.090999999999998	2.31	16.752	1.64	2.173	2.419	4.423	2.602	1.881	15.819	1.5319999999999998	1.581	1.743	3.752	2.194	1.7169999999999999	12.084000000000001	0.639	1.051	1.952	2.752	2.0069999999999997
26.33993	0.682	49.653999999999996	31.951	31.843000000000004	42.193999999999996	8.126	3.1919999999999997	16.641	0.643	49.417	32.06	30.822	44.358999999999995	8.011000000000001	2.053	15.046	0.7759999999999999	50.777	32.171	32.605	45.026	8.844	2.237	15.77	2.1180000000000003	17.566	1.526	2.205	2.5669999999999997	4.504	2.47	1.944	15.702	1.735	1.5830000000000002	1.8780000000000001	3.7689999999999997	2.239	1.66	12.363	0.635	1.222	1.807	2.991	2.009
26.50659	0.8290000000000001	49.457	32.137	32.001999999999995	43.173	8.466000000000001	3.194	16.765	0.611	49.708	32.216	30.923000000000002	44.523999999999994	8.235	2.1390000000000002	15.432	0.856	50.695	32.093	33.361	44.493	8.946	2.497	16.445	2.517	16.903	1.672	2.235	2.799	4.516	2.665	1.9140000000000001	16.173	1.535	1.469	1.864	3.815	2.2569999999999997	1.9809999999999999	12.495	0.7	1.199	1.955	2.93	2.0980000000000003
26.67331	0.8220000000000001	49.489	32.394	31.965999999999998	43.263000000000005	8.013	3.216	16.975	0.583	49.778999999999996	31.69	31.148000000000003	44.326	8.131	1.993	15.815	0.6629999999999999	50.787	32.268	32.591	44.125	8.62	2.437	15.668	2.207	17.178	1.695	2.113	2.592	4.8919999999999995	2.765	1.942	15.543	1.6119999999999999	1.81	1.771	3.833	2.186	1.857	11.993	0.858	1.0979999999999999	1.974	3.077	2.062
26.84001	1.002	49.66	32.861	31.828000000000003	44.042	8.177	3.281	17.055	0.611	49.911	32.592	31.068	45.333999999999996	8.061	1.965	15.720999999999998	0.8270000000000001	50.868	32.615	33.535	44.376999999999995	8.801	2.352	16.097	2.488	17.772000000000002	1.585	1.8869999999999998	2.741	4.631	2.3169999999999997	2.001	16.230999999999998	1.6219999999999999	1.4969999999999999	2.009	3.6710000000000003	2.2569999999999997	1.778	12.495	0.555	1.025	1.84	3.045	2.011
27.00668	0.8540000000000001	49.646	32.243	31.905	43.913999999999994	8.433	3.161	17.396	0.491	49.868	32.293	31.000999999999998	44.222	8.23	2.106	15.975999999999999	0.8220000000000001	50.739	32.171	33.061	44.481	8.796	2.667	16.641	2.397	17.36	1.669	2.231	2.795	4.828	2.602	2.142	16.427	1.445	1.726	1.859	4.071000000000001	2.426	1.8619999999999999	12.635	0.784	1.109	1.923	3.0989999999999998	2.094
27.17339	0.715	50.677	32.351	32.246	43.542	8.343	3.427	17.669	0.55	50.229	32.631	31.052	44.225	8.14	2.137	16.567999999999998	0.7909999999999999	51.104	32.363	33.335	44.28	8.383	2.525	16.048	2.452	17.053	1.5290000000000001	2.149	2.8569999999999998	4.7010000000000005	2.627	1.942	16.44	1.625	1.615	1.879	4.325	2.391	1.694	12.597999999999999	0.851	1.031	2.075	3.245	2.128
27.34	0.858	50.119	33.19	32.306999999999995	43.177	8.562000000000001	3.4539999999999997	17.785	0.457	50.1	32.400999999999996	31.401999999999997	43.974	8.07	2.102	16.250999999999998	0.866	50.835	32.795	33.327	45.441	8.97	2.52	16.425	2.441	17.079	1.584	2.175	2.824	4.88	2.7	2.081	16.151	1.5959999999999999	1.6130000000000002	2.119	4.019	2.549	1.751	12.839	0.7390000000000001	1.264	2.075	3.468	2.271
27.50659	0.8490000000000001	49.853	32.884	32.234	43.48	8.54	3.445	17.714000000000002	0.557	50.114	32.787	31.358	44.823	8.307	2.204	15.981	0.73	50.913000000000004	33.062	33.586	44.843999999999994	8.48	2.45	16.874000000000002	2.5639999999999996	17.611	1.719	2.166	2.784	4.816	2.908	1.808	15.735	1.474	1.719	1.858	4.05	2.379	1.685	13.357000000000001	0.737	1.203	1.954	3.0780000000000003	2.176
27.67336	0.8	50.431999999999995	33.086	32.524	43.353	8.513	3.6830000000000003	17.733	0.735	49.971000000000004	32.729	31.476	45.355	8.164	2.296	16.230999999999998	0.818	50.946000000000005	33.06	33.264	44.82899999999999	8.621	2.6289999999999996	17.468	2.767	17.311	1.8130000000000002	2.2030000000000003	3.193	5.212999999999999	2.8510000000000004	1.93	16.014	1.541	1.526	2.0269999999999997	4.364	2.551	1.838	13.181	0.691	1.013	2.022	2.997	2.299
27.83998	0.929	50.081	32.905	32.403	44.09	8.282	3.466	17.794	0.7120000000000001	50.1	32.663000000000004	31.528000000000002	45.542	8.277000000000001	2.218	16.58	0.731	51.196000000000005	32.961999999999996	33.473	45.071999999999996	8.61	2.667	17.241	2.3930000000000002	17.195999999999998	1.911	2.186	3.002	4.707	2.79	1.881	15.616	1.5	1.51	2.015	4.04	2.458	1.996	13.083	0.8270000000000001	1.09	1.953	3.261	2.255
28.00674	1.021	50.218999999999994	33.193000000000005	32.694	43.971000000000004	8.558	3.529	18.212	0.624	50.315	32.806999999999995	31.761999999999997	44.70399999999999	8.065	2.275	16.6	0.8640000000000001	51.218	33.359	33.459	45.547	9.103	2.611	17.546	2.5839999999999996	17.526	1.63	2.306	2.9189999999999996	4.735	3.063	2.025	16.094	1.538	1.517	2.106	3.965	2.5839999999999996	1.774	13.118	0.871	1.047	2.0780000000000003	3.201	2.319
28.17345	0.878	50.562	33.45	32.723	43.828	8.3	3.5010000000000003	17.383	0.45299999999999996	50.229	33.264	31.962	45.762	8.494	2.4459999999999997	16.743	0.8640000000000001	51.247	33.501999999999995	33.888000000000005	46.06100000000001	8.931000000000001	2.7539999999999996	17.145	2.498	17.354	2.031	2.1919999999999997	2.947	4.9639999999999995	2.92	2.1109999999999998	16.58	1.624	1.8030000000000002	2.02	4.308	2.67	1.746	12.832	0.6990000000000001	1.219	1.992	3.458	2.204
28.34008	0.883	50.18	33.298	33.0	44.26	8.526	3.648	18.253	0.48200000000000004	50.215	33.711	32.154	45.449	8.461	2.1630000000000003	16.898	0.804	51.407	33.604	34.271	46.004	8.951	2.642	17.272000000000002	2.524	17.736	1.92	2.1109999999999998	2.9219999999999997	4.952	2.858	1.999	15.879000000000001	1.516	1.8359999999999999	2.097	4.529	2.6069999999999998	1.837	13.138	0.88	1.084	2.141	3.344	2.209
28.50667	0.68	50.452	33.973	33.048	44.191	8.892000000000001	3.759	18.418	0.507	50.515	33.501999999999995	32.059	45.093999999999994	8.427999999999999	2.073	16.435	0.629	51.308	33.965	33.318000000000005	46.048	9.031	2.8089999999999997	17.409000000000002	2.805	17.843	1.831	2.164	2.975	5.26	3.225	2.138	16.358	1.57	1.8319999999999999	1.92	4.524	2.602	1.891	13.39	0.677	1.11	2.252	3.426	2.377
28.6734	0.91	50.599	33.726	33.059	44.638000000000005	8.485	3.9019999999999997	18.651	0.59	50.543	34.223	32.327	45.54	8.505	2.385	16.585	0.764	51.597	33.971	34.119	45.864	9.16	2.722	17.642	2.826	16.991	1.975	2.251	3.3169999999999997	5.499	2.845	2.051	16.905	1.63	1.8330000000000002	1.935	4.312	2.676	2.064	13.091	0.8540000000000001	1.258	2.199	3.5639999999999996	2.3209999999999997
28.84007	0.67	50.325	34.086999999999996	33.305	43.983999999999995	8.508	3.92	18.113	0.467	50.643	34.271	32.431	45.971000000000004	8.527999999999999	2.5469999999999997	16.502	0.7859999999999999	51.181000000000004	34.42	34.056999999999995	46.097	9.272	2.655	17.988	2.7060000000000004	17.224	1.992	2.325	3.1639999999999997	5.5	3.21	2.2119999999999997	16.282	1.76	1.765	2.247	4.423	2.758	1.881	13.117	1.011	1.158	2.2430000000000003	3.3280000000000003	2.253
29.0068	0.873	51.48	34.439	33.315	45.736000000000004	8.883	3.8369999999999997	18.69	0.613	50.657	34.652	32.497	45.356	8.562000000000001	2.322	17.107	0.8190000000000001	51.451	34.801	34.695	46.052	9.192	2.9160000000000004	17.424	2.682	17.288	1.824	2.3280000000000003	3.139	5.42	3.272	2.045	16.031	1.506	1.6540000000000001	2.167	4.513999999999999	2.7910000000000004	1.742	13.465	0.7859999999999999	1.19	2.246	3.503	2.37
29.1735	0.757	50.501000000000005	34.266	33.43	45.086999999999996	8.812999999999999	3.892	18.546	0.578	50.614	34.45	32.356	46.187	8.435	2.658	16.964000000000002	0.7509999999999999	51.669	34.967	34.315	45.428999999999995	9.429	2.853	17.765	2.813	17.655	1.736	2.411	3.1060000000000003	5.282	3.2289999999999996	2.267	15.889000000000001	1.706	1.709	2.09	4.611000000000001	2.661	1.9680000000000002	13.815	0.7609999999999999	0.993	2.218	3.325	2.425
29.34009	0.757	50.81399999999999	34.494	33.486999999999995	44.916000000000004	8.812999999999999	3.863	18.631	0.493	50.67100000000001	34.791	32.413000000000004	46.216	8.207	2.2030000000000003	17.164	0.865	51.498000000000005	35.166	35.196999999999996	46.909	9.258	2.682	17.765	2.7560000000000002	16.972	1.7930000000000001	2.2969999999999997	3.1060000000000003	5.367000000000001	3.1439999999999997	2.125	16.402	1.649	1.652	2.346	4.553999999999999	2.804	1.94	13.274000000000001	0.818	1.078	2.104	3.3819999999999997	2.4819999999999998
29.50681	0.809	51.785	34.71	33.791	45.99	8.767000000000001	3.971	18.736	0.425	50.641000000000005	35.176	32.746	46.777	8.531	2.307	17.384	0.905	51.701	35.746	34.92	46.443000000000005	9.091000000000001	2.929	17.9	2.7960000000000003	17.503	1.702	2.376	3.24	5.48	3.182	2.1719999999999997	16.395	1.6740000000000002	1.874	2.207	4.588	2.925	1.935	13.704	0.79	1.305	2.272	3.597	2.476
29.67342	0.973	50.422	34.69	33.829	45.427	8.844	3.964	18.808	0.503	50.868	35.582	32.812	46.126999999999995	8.692	2.583	17.882	0.7829999999999999	51.56	35.611999999999995	35.04	46.56100000000001	9.591000000000001	2.7510000000000003	18.483	2.844	17.689	2.093	2.426	3.347	5.496	3.428	2.392	16.326	1.696	1.7819999999999998	2.452	4.805	2.773	2.156	13.182	0.784	1.4409999999999998	2.18	3.362	2.64
