	MG1655-1	proV-1	HMDA7-1_1	proV_rpsG1-1	proV_sspA-1	proV_sspA_nusA-1	rpsG1-1	MG1655-2	proV-2	HMDA7-1_2	proV_rpsG1-2	proV_sspA-2	proV_sspA_nusA-2	rpsG1-2	MG1655-3	proV-3	HMDA7-1_3	proV_rpsG1-3	proV_sspA-3	proV_sspA_nusA-3	rpsG1-3
19.83948	0.758	0.6859999999999999	34.909	5.311	2.875	14.19	10.013	0.858	0.909	35.782	9.582	2.963	21.194000000000003	15.479000000000001	0.988	1.014	37.025999999999996	11.762	3.93	21.791	9.627
20.00624	0.723	0.721	35.455999999999996	5.731	3.0069999999999997	14.817	9.664	1.022	0.812	36.653	9.958	3.093	22.138	16.405	1.016	0.946	37.24	12.731	3.96	23.526999999999997	10.337
20.17287	0.669	0.7020000000000001	35.882	5.968999999999999	2.987	15.270999999999999	10.029	0.8690000000000001	0.76	36.119	10.321	3.1710000000000003	24.232	16.794	0.993	0.958	36.939	12.697000000000001	4.412	24.070999999999998	10.569
20.33948	0.735	0.636	35.289	6.002000000000001	2.888	15.799000000000001	10.259	0.8690000000000001	0.991	35.691	10.98	3.4339999999999997	26.308000000000003	17.090999999999998	0.993	1.023	37.763000000000005	13.389000000000001	4.445	26.476999999999997	11.262
20.5063	0.797	0.633	36.101	6.459	2.983	16.615	10.550999999999998	0.965	0.79	36.733000000000004	12.029000000000002	3.299	27.945999999999998	18.007	1.023	1.053	37.521	13.911	4.405	28.081999999999997	11.948
20.67301	0.655	0.821	35.803000000000004	6.38	2.9730000000000003	17.317999999999998	11.424000000000001	0.955	0.7809999999999999	35.841	12.011	3.42	28.379	18.512999999999998	1.077	1.0090000000000001	36.531	14.517999999999999	4.3180000000000005	29.535999999999998	12.162
20.83959	0.7020000000000001	0.735	35.585	7.09	3.1839999999999997	18.699	11.709000000000001	0.902	0.8590000000000001	36.416	12.890999999999998	3.5	29.9	19.497	1.026	0.8590000000000001	36.643	15.103	4.445	30.432	12.876
21.00623	0.8079999999999999	0.642	36.135999999999996	7.396	3.2239999999999998	19.769000000000002	12.314	0.975	0.865	36.506	12.870999999999999	3.639	29.820999999999998	19.973	0.902	0.866	37.754	16.17	4.327	31.342	13.052999999999999
21.17294	0.907	0.708	36.135999999999996	7.659	3.2569999999999997	20.66	12.644	1.008	0.865	37.066	14.124	3.9360000000000004	30.613000000000003	21.325	0.935	0.965	36.897	16.83	4.558	31.276	13.251
21.33961	0.731	0.83	35.772	8.436	3.346	21.92	13.252	0.998	0.856	36.832	13.972999999999999	3.694	31.604	21.598000000000003	1.023	1.02	37.257	17.535	4.438	32.234	13.991
21.50626	0.7090000000000001	0.84	37.059	8.352	3.5210000000000004	22.836	13.369000000000002	0.975	0.865	37.429	14.552	3.903	31.404	22.346999999999998	1.001	1.064	37.259	17.785999999999998	4.525	32.067	13.777999999999999
21.673	0.83	0.83	36.793	8.633	3.543	24.688000000000002	13.845	0.998	0.856	36.931	15.850999999999999	3.826	30.978	23.674	1.023	1.053	37.62	19.149	4.9319999999999995	32.959	14.782
21.83969	0.723	0.9520000000000001	36.677	9.395	3.766	26.963	14.845	0.9890000000000001	0.9109999999999999	37.379	16.757	3.951	31.676	24.128	1.016	0.9790000000000001	37.537	20.784000000000002	4.917	32.801	15.716
22.0063	0.7440000000000001	0.8390000000000001	37.375	9.988	3.787	28.112	14.751	0.943	0.83	36.957	16.7	3.94	31.706	24.675	1.0390000000000001	1.099	38.103	20.367	4.695	32.865	16.680999999999997
22.17291	0.9390000000000001	0.8690000000000001	37.463	10.148	3.585	28.862	15.472000000000001	1.006	0.893	37.077	18.477	4.333	32.323	25.724	0.9690000000000001	1.0959999999999999	37.760999999999996	22.078000000000003	5.019	32.755	17.203
22.33965	0.746	1.003	37.263000000000005	10.737	3.79	29.504	16.273	1.143	0.762	37.312	18.725	4.408	31.744	26.749000000000002	0.977	1.102	37.626	22.33	4.966	33.169000000000004	17.543
22.50634	0.851	1.047	37.259	10.841	4.026	29.923000000000002	16.753	1.183	0.8079999999999999	38.126	19.191	4.475	32.755	26.595	1.012	1.074	38.284	23.515	4.646	33.681999999999995	17.887999999999998
22.67292	0.725	0.851	37.059	11.63	3.8680000000000003	31.295	17.357	1.222	0.9420000000000001	38.528	20.631999999999998	4.716	32.674	28.281999999999996	0.988	1.213	37.82	24.301	5.386	33.403	18.461
22.83972	0.843	1.07	37.045	12.202	4.052	30.921	17.561	1.2409999999999999	0.996	38.775	21.228	4.8660000000000005	32.235	31.153000000000002	1.072	1.265	38.93	24.895	5.555	33.889	20.118
23.00639	0.725	1.083	38.018	12.888	4.066	30.732	19.177	1.155	0.843	39.157	21.724	5.08	32.905	30.764	1.054	1.18	38.118	27.311	5.187	34.032	19.95
23.17308	0.7979999999999999	1.123	38.473	12.602	4.305	31.184	19.026	1.229	0.915	38.686	23.23	5.22	33.423	30.916	0.995	1.319	38.969	27.726999999999997	5.996	34.45	20.924
23.33963	0.879	1.235	38.29	13.818	4.519	32.254	20.447	1.3419999999999999	0.961	38.736999999999995	25.385	5.303	32.87	33.342	1.01	1.334	38.09	29.189	5.992999999999999	33.566	21.022
23.50636	0.865	1.222	39.069	13.825999999999999	4.636	31.912	21.343000000000004	1.328	0.915	39.48	25.215999999999998	5.7170000000000005	33.622	35.12	0.995	1.386	39.168	30.276	6.062	34.45	22.182
23.67305	0.9570000000000001	1.4140000000000001	38.713	15.038	4.728	32.023	22.055	1.354	0.843	39.223	25.561	5.642	33.633	34.271	1.087	1.577	39.077	32.175	6.544	35.056999999999995	23.39
23.83975	0.736	1.391	39.114000000000004	16.084	4.8389999999999995	32.784	22.675	1.431	0.852	39.592	27.311	5.655	33.633	31.324	1.198	1.489	39.18	33.1	6.4670000000000005	34.329	24.144000000000002
24.00651	0.774	1.496	39.71	16.261	4.775	31.836	23.237	1.5019999999999998	0.794	39.357	29.15	5.82	33.909	30.811999999999998	1.167	1.6569999999999998	39.281	32.354	6.44	35.001999999999995	24.373
24.17308	0.7559999999999999	1.546	39.449	16.524	5.02	32.343	24.482	1.484	0.977	39.821999999999996	29.793000000000003	6.294	34.152	31.686	1.016	1.672	39.913000000000004	33.292	6.797999999999999	35.343	25.453000000000003
24.33978	0.777	1.5659999999999998	40.251	18.086	5.341	32.376	24.435	1.538	1.0290000000000001	40.329	30.416	6.287000000000001	34.119	31.649	1.369	1.694	40.384	32.926	7.537999999999999	35.476	26.331999999999997
24.50649	0.907	1.631	39.466	18.54	5.466	32.859	25.14	1.6680000000000001	0.997	40.463	32.423	6.772	33.91	31.381	1.1	1.756	40.491	34.866	6.438	35.694	27.725
24.67325	0.742	1.368	39.796	19.365	5.565	33.914	27.448	1.7	0.9640000000000001	40.825	33.510999999999996	6.871	34.899	31.843000000000004	1.1	1.8219999999999998	40.59	34.536	7.6579999999999995	35.694	28.781
24.83989	0.745	1.371	40.204	20.329	5.8	33.035	27.524	1.77	0.9009999999999999	40.08	33.061	7.106	34.91	30.534000000000002	1.104	1.76	40.8	34.25	7.303	36.001999999999995	29.910999999999998
25.00649	0.7979999999999999	1.3940000000000001	40.961999999999996	21.541999999999998	6.142	32.562	28.322	1.756	0.861	41.523	33.51	7.507999999999999	34.47	31.654	1.186	1.81	40.408	34.702	7.893	35.986999999999995	29.980999999999998
25.17319	0.758	1.42	41.13399999999999	22.413	6.1339999999999995	33.525999999999996	29.749000000000002	1.65	0.953	40.708	33.62	7.631	35.795	30.285999999999998	1.047	1.671	40.909	34.088	8.074	35.965	32.13
25.33986	0.79	1.6469999999999998	40.556999999999995	23.048000000000002	6.434	33.528	31.715999999999998	1.7480000000000002	0.981	41.61600000000001	34.016	7.771	35.830999999999996	31.000999999999998	1.015	1.704	41.417	35.074	8.475	35.638000000000005	33.574
25.50653	0.8190000000000001	2.039	41.498999999999995	24.06	6.891	33.847	33.055	1.679	0.978	41.733999999999995	34.202	8.457	36.083	29.246	1.011	1.734	41.799	34.766999999999996	9.158	37.141	33.333
25.6733	0.7979999999999999	2.15	40.797	24.500999999999998	6.997000000000001	34.108000000000004	32.794000000000004	1.625	1.025	42.082	34.102	8.955	35.751999999999995	30.405	1.055	1.81	41.623999999999995	34.833	9.109	37.138000000000005	31.789
25.83989	0.7979999999999999	2.4459999999999997	40.995	25.980999999999998	6.997000000000001	34.403	33.221	1.625	0.9259999999999999	41.885	34.003	8.988	35.357	30.043000000000003	1.087	2.0069999999999997	42.117	33.913000000000004	9.274	37.368	31.855
26.00657	0.765	2.4459999999999997	40.995	28.611	7.3260000000000005	34.205999999999996	30.92	1.8219999999999998	1.025	42.049	33.839	9.052999999999999	35.982	30.997	1.055	2.303	42.15	34.306999999999995	10.193999999999999	37.434	30.178
26.17322	0.879	2.822	42.146	28.989	7.862	34.543	29.358	2.001	0.9440000000000001	42.114	34.966	9.948	35.498000000000005	29.14	1.036	2.5469999999999997	42.446999999999996	33.662	10.448	37.409	31.804000000000002
26.33995	0.7979999999999999	2.84	41.882	29.203000000000003	8.016	34.338	29.9	2.151	1.025	42.443999999999996	34.102	10.467	36.278	29.418000000000003	0.9890000000000001	2.763	42.446000000000005	35.195	10.193999999999999	37.894	30.474
26.50659	0.9	3.173	41.83	32.534	8.415	34.514	30.206	2.483	0.831	42.786	33.554	10.308	36.618	29.823	1.157	2.932	43.051	33.66	10.137	37.676	30.484
26.67319	0.9620000000000001	3.5639999999999996	41.619	31.866	8.838	34.205999999999996	29.572	2.7430000000000003	1.058	43.2	33.379	11.222999999999999	37.231	29.813000000000002	1.087	3.2239999999999998	42.841	33.65	11.411	38.388000000000005	30.573
26.83997	0.8859999999999999	3.815	41.843999999999994	34.134	9.317	35.125	29.641	2.928	1.114	42.403	33.904	11.897	37.295	28.929000000000002	1.24	3.573	43.623000000000005	34.702	11.549000000000001	38.516	30.641
27.00654	0.802	4.061	43.145	33.323	9.698	35.369	30.831	3.24	1.127	43.278999999999996	33.225	12.215	37.736	29.625	1.058	3.787	43.773999999999994	32.805	11.780999999999999	39.056999999999995	30.976999999999997
27.17341	1.058	4.543	42.77	32.744	10.234	35.208	30.424	3.426	1.092	42.965	33.63	13.465	37.738	29.616999999999997	1.05	4.069	43.826	33.478	13.225999999999999	38.762	31.752
27.34	0.96	4.968999999999999	42.672	34.253	10.627	35.961999999999996	29.703000000000003	3.688	1.026	44.048	34.122	13.793	38.131	29.125	1.05	4.428999999999999	44.089	33.806	12.8	38.827	30.703000000000003
27.50667	0.843	5.478	42.428999999999995	33.247	10.944	35.583	29.513	3.9339999999999997	1.105	43.611000000000004	33.378	13.981	38.442	28.146	1.163	5.038	44.076	32.371	13.886	39.4	30.316
27.67333	0.8859999999999999	6.082000000000001	43.288999999999994	33.181	11.485	36.012	29.772	4.439	1.213	43.915	33.28	14.854000000000001	38.609	28.174	1.043	5.511	44.11600000000001	32.895	13.585999999999999	40.356	30.214000000000002
27.83997	0.8320000000000001	6.81	43.144	34.658	11.879000000000001	36.071999999999996	29.581999999999997	4.808	1.128	43.568999999999996	33.083	15.833	39.882	28.314	1.054	5.943	43.806999999999995	32.832	14.940999999999999	40.348	30.549
28.00668	0.9109999999999999	7.561	43.382	33.093	12.839	36.95	28.986	5.292000000000001	1.136	44.571000000000005	32.666	16.544	38.858000000000004	28.436999999999998	1.102	6.597	44.011	33.955	15.855	39.455	29.296
28.17328	0.8740000000000001	8.379	43.698	34.168	13.458	37.399	28.516	5.814	1.034	43.898999999999994	32.326	17.721	39.898	28.428	1.165	7.117999999999999	44.492	33.516999999999996	15.977	40.759	29.682
28.34008	0.809	9.201	43.20399999999999	33.608000000000004	14.314	36.641999999999996	28.68	6.406000000000001	1.232	44.03	33.214	17.919	39.471	28.395	1.0659999999999998	7.974	44.261	33.616	17.26	40.496	29.813000000000002
28.5068	1.01	10.390999999999998	44.138999999999996	34.705	15.044	38.069	28.886999999999997	7.0360000000000005	1.268	44.833999999999996	32.666	18.945999999999998	39.318000000000005	28.503	1.168	8.835	45.229	33.166	17.303	41.133	29.823
28.67337	0.867	11.46	44.592	34.145	15.255	36.881	28.561999999999998	7.876	1.225	44.825	32.107	19.713	41.123000000000005	28.375999999999998	1.157	9.969	44.56399999999999	32.707	18.654	41.425	29.892
28.84015	0.907	12.886	43.895	33.773	16.058	37.925	28.811999999999998	8.907	1.166	44.754	32.82	21.209	40.688	28.888	1.099	11.033	44.59	32.662	19.169	42.733000000000004	29.418000000000003
29.00673	0.9109999999999999	13.912	43.678000000000004	33.455	17.578	38.563	28.92	9.965	1.169	44.867	32.469	22.533	41.063	28.108	1.168	12.125	45.492	32.869	20.067999999999998	42.778999999999996	29.0
29.17341	0.977	14.175999999999998	44.6	33.356	17.611	37.543	28.064	11.017999999999999	1.136	45.262	32.633	23.849	41.326	27.878	1.102	13.540999999999999	45.492	32.442	21.186999999999998	42.483000000000004	29.099
29.34015	0.9670000000000001	14.821	44.667	33.783	18.677	38.316	28.377	12.261	1.229	44.468999999999994	32.010999999999996	24.962	41.601000000000006	27.471	1.2209999999999999	14.939	45.132	32.613	22.17	42.92	29.213
29.50674	0.995	15.360999999999999	44.865	33.608000000000004	19.985	39.053000000000004	27.618000000000002	13.815	1.251	44.806000000000004	32.094	25.935	42.443999999999996	28.188000000000002	1.187	15.913	46.38399999999999	32.525999999999996	23.482	42.646	28.95
29.67347	0.8640000000000001	15.892999999999999	44.841	32.951	20.871	39.071999999999996	27.961	15.039000000000001	1.3869999999999998	44.975	31.603	27.958000000000002	42.031000000000006	27.576999999999998	1.153	16.605	45.733999999999995	32.729	25.088	43.582	29.028000000000002
29.84011	0.973	16.736	44.619	32.884	21.815	39.669000000000004	27.166999999999998	15.585	1.232	44.754	31.997	27.986	43.386	27.408	1.3619999999999999	17.317999999999998	46.17	31.872	25.42	44.443999999999996	28.168000000000003
30.00675	0.907	17.854	44.948	32.325	23.46	39.931999999999995	27.529	16.507	1.265	45.74100000000001	32.524	30.026	42.728	28.197	1.165	17.778	46.17	32.069	27.427	44.378	29.32
30.17352	0.878	18.322	44.402	32.533	24.061	40.735	27.570999999999998	17.007	1.268	45.032	32.238	28.621	43.597	27.416999999999998	1.168	18.609	46.315	32.573	27.933000000000003	44.852	29.099
30.34013	0.9990000000000001	19.221	44.788999999999994	33.027	26.305	39.972	27.872	17.775	1.258	45.548	31.976	25.534000000000002	43.129	27.554000000000002	1.19	19.506	45.846000000000004	32.739000000000004	30.526	45.733000000000004	27.886
30.50682	0.8859999999999999	19.979	45.063	32.688	26.729	41.301	27.275	18.862000000000002	1.311	45.68899999999999	31.572	23.166	43.668	27.910999999999998	1.175	20.427	46.678000000000004	32.566	30.965	44.956	28.834
30.67352	1.0170000000000001	20.971	45.648	32.094	27.93	42.703	27.195	19.623	1.406	45.586999999999996	32.26	23.866	45.038999999999994	27.500999999999998	1.275	21.225	46.935	31.804000000000002	32.699	46.229	28.427
30.84024	1.01	21.087	43.909	33.389	29.853	42.708999999999996	27.34	20.2	1.564	45.986000000000004	32.107	24.573	44.321000000000005	27.976	1.2009999999999998	21.34	46.117	32.475	31.026	46.465	28.21
31.00694	1.02	21.348000000000003	45.06	32.366	29.014	42.871	27.255	20.824	1.604	46.422	31.278000000000002	24.578000000000003	45.769	27.627	1.247	22.101	46.943000000000005	31.906	28.185	46.927	28.588
31.17369	0.998	21.926	44.879	32.631	26.616	42.263000000000005	27.331	20.906999999999996	1.518	45.94	31.906999999999996	24.395	45.423	28.131	1.29	22.346	46.497	31.845	25.9	46.678999999999995	28.465
31.3403	1.097	22.320999999999998	45.637	32.135999999999996	25.199	42.691	26.704	21.698	1.518	46.665	32.204	24.23	45.423	27.868000000000002	1.29	23.038	47.617	32.702	26.921999999999997	47.403999999999996	27.74
31.50689	0.988	22.395	44.937	33.125	24.218000000000004	42.881	27.566	21.837	1.607	46.193999999999996	31.184	24.796999999999997	46.172	27.412	1.278	23.111	47.114	31.913	27.148000000000003	47.659	28.338
31.67351	0.9109999999999999	22.798000000000002	45.06	32.861999999999995	23.896	44.552	26.748	22.372	1.564	47.368	32.205	25.230999999999998	46.525	27.416999999999998	1.2670000000000001	23.413	47.5	31.454	26.057	48.306999999999995	28.276
31.84039	1.028	22.971999999999998	45.59	32.488	24.828000000000003	44.325	26.86	22.909000000000002	1.712	46.255	31.765	24.155	47.518	27.265	1.385	24.018	47.175	32.196999999999996	26.776999999999997	48.806999999999995	27.961
32.00705	0.988	23.339000000000002	45.471000000000004	32.173	24.898000000000003	43.648	26.66	23.175	1.676	47.313	31.351999999999997	24.226	47.361999999999995	27.362	1.2770000000000001	24.378	47.415	31.820999999999998	26.871	49.11	27.956999999999997
32.17377	1.061	23.651999999999997	45.565	32.589	25.178	45.153999999999996	26.151999999999997	23.653000000000002	1.847	47.441	31.866	25.098000000000003	46.897	26.953000000000003	1.383	24.791	47.575	31.513	26.962	48.251000000000005	27.745
32.34024	0.9179999999999999	23.704	45.483000000000004	32.061	24.703000000000003	46.25899999999999	26.338	24.002	1.702	46.476000000000006	31.272	24.36	46.948	27.500999999999998	1.3730000000000002	25.044	48.022	31.343000000000004	26.839000000000002	49.324	26.912
32.50693	0.9670000000000001	23.714000000000002	45.553000000000004	32.405	24.386999999999997	46.257	26.965999999999998	24.238000000000003	1.754	47.126999999999995	31.585	23.846	47.967	27.076999999999998	1.4180000000000001	25.111	48.02	31.005	26.6	49.023999999999994	28.065
32.6737	1.054	23.996	45.273999999999994	32.501999999999995	24.372	45.948	26.364	24.621	1.8730000000000002	47.11600000000001	31.878	24.39	48.085	27.559	1.4409999999999998	25.331	47.547	31.590999999999998	27.035	49.438	27.791999999999998
32.84041	1.025	23.828000000000003	46.05	32.088	24.566999999999997	47.114	26.784000000000002	24.647	1.912	47.098	31.465	23.730999999999998	48.168	27.026	1.345	25.978	48.483999999999995	31.28	25.951999999999998	49.979	27.651999999999997
33.00701	0.941	23.83	45.581	32.984	24.436999999999998	46.711999999999996	26.361	24.683000000000003	1.86	47.419	31.113000000000003	23.633000000000003	48.75	27.061999999999998	1.557	25.785999999999998	47.786	31.058000000000003	26.886999999999997	50.3	28.083000000000002
33.17378	0.995	23.881999999999998	45.926	33.016	24.849	46.437	26.316999999999997	25.165	2.044	47.803000000000004	31.076999999999998	23.52	48.508	26.854	1.548	25.745	47.575	30.888	26.500999999999998	50.552	28.14
33.3404	0.9670000000000001	23.747	45.815	31.945	24.781	47.143	26.015	25.059	2.148	46.996	31.322	23.846	48.295	27.175	1.517	26.096	47.856	31.235	26.403000000000002	50.663999999999994	28.065
33.50706	0.941	23.633000000000003	45.909	31.868000000000002	24.404	47.5	26.853	25.372	2.155	46.926	30.949	23.633000000000003	48.913999999999994	27.226	1.557	26.081999999999997	48.18	30.664	26.789	50.562	28.28
33.6737	0.9670000000000001	24.01	46.275	31.584	24.485	47.568999999999996	26.146	25.354	2.444	48.111000000000004	31.388	23.945	49.41	27.569000000000003	1.5490000000000002	26.160999999999998	49.037	30.840999999999998	26.468000000000004	50.861000000000004	27.868000000000002
33.84037	1.04	23.85	46.505	31.544	24.983	48.09	25.721999999999998	25.486	2.485	47.843999999999994	30.79	23.885	49.505	27.21	1.621	26.094	48.052	31.328000000000003	26.415	51.248999999999995	27.41
34.0071	1.051	24.073	45.858999999999995	32.296	24.583000000000002	49.052	26.076999999999998	25.448	2.528	47.856	30.362	23.714000000000002	50.106	27.336	1.6980000000000002	25.926	49.176	30.998	26.124000000000002	51.818000000000005	27.699
34.17378	1.047	23.999000000000002	45.845	31.86	24.180999999999997	48.152	26.265	25.603	2.524	48.464	31.237	24.197	50.255	27.425	1.6280000000000001	26.146	48.833999999999996	31.676	26.44	51.476000000000006	28.116
34.34045	1.255	24.32	46.247	31.99	24.764	48.59	26.095	25.531999999999996	2.6660000000000004	48.967	31.006	24.453000000000003	49.906000000000006	27.19	1.64	26.47	48.483999999999995	31.28	26.476999999999997	51.619	28.144000000000002
34.50709	1.095	24.676	47.248999999999995	32.036	24.105999999999998	48.864	26.22	25.884	2.802	47.8	30.563000000000002	24.155	50.705	27.182	1.9040000000000001	26.491	48.992	31.429000000000002	26.935	52.383	27.775
34.67379	1.189	24.83	46.449	31.829	24.49	48.457	25.621	25.743000000000002	2.8960000000000004	48.276	30.978	24.179000000000002	51.083	27.37	1.703	26.416	49.076	30.699	26.726	52.498999999999995	28.191
34.84038	1.128	24.774	46.398	32.495	24.63	48.537	26.252	25.884	3.1289999999999996	48.095	30.006	23.991	50.476000000000006	27.51	1.7069999999999999	26.361	48.992	30.644000000000002	25.756999999999998	53.071000000000005	28.2
35.00714	1.073	25.178	46.38	31.646	24.644000000000002	49.428999999999995	25.741	25.795	3.1719999999999997	47.678999999999995	30.337	24.136	51.138999999999996	26.899	1.847	26.63	48.806999999999995	30.944000000000003	26.469	53.045	27.85
35.17377	1.193	25.265	46.365	32.756	24.531999999999996	49.585	25.826999999999998	26.046999999999997	3.522	49.044	30.464000000000002	24.548000000000002	51.426	27.706	2.002	26.983	49.286	31.135	26.771	53.235	28.299
35.34049	1.0290000000000001	25.592	46.56100000000001	31.905	24.728	49.683	25.925	26.08	3.62	48.979	31.217	24.58	50.018	27.608	2.0669999999999997	27.113000000000003	49.417	31.331	27.851999999999997	52.58	27.447
35.50725	1.222	25.451999999999998	46.744	32.288000000000004	24.686999999999998	49.7	25.72	26.267	4.107	48.636	30.355999999999998	24.735	50.985	26.846	2.162	27.267	49.141000000000005	31.092	26.923000000000002	53.481	28.093000000000004
35.67392	1.091	25.55	46.547	31.208000000000002	24.719	49.799	25.621	26.464000000000002	4.5	48.636	31.076	24.636999999999997	51.41	26.65	2.162	27.398000000000003	49.37	30.732	27.119	53.57899999999999	28.191
35.8405	1.3090000000000002	25.949	46.277	32.583	24.791999999999998	51.093999999999994	25.3	27.22	4.782	48.526	30.62	24.611	51.266999999999996	26.982	2.248	27.859	49.229	31.16	27.375999999999998	53.86	28.163
36.00716	1.3019999999999998	26.224	46.772	31.94	23.892	50.443000000000005	26.166	27.037	5.297000000000001	48.856	30.761999999999997	24.79	51.793	27.16	2.6319999999999997	28.003	49.69	31.173000000000002	26.371	53.731	28.406
36.17392	1.226	26.180999999999997	46.365	32.330999999999996	24.826	50.239	25.598000000000003	27.061999999999998	5.551	49.208	30.399	24.548000000000002	52.637	26.986	2.755	28.259	49.254	30.84	27.753	53.693000000000005	28.101999999999997
36.34056	1.6030000000000002	26.258000000000003	47.425	31.441999999999997	24.65	51.348	26.103	27.133000000000003	6.051	49.208999999999996	30.331	24.566999999999997	52.797	27.064	2.799	28.129	49.393	30.809	27.068	54.635	28.438000000000002
36.50725	1.357	26.785	46.926	31.615	24.846999999999998	50.788999999999994	25.91	27.368000000000002	6.101	49.269	30.405	24.372	52.891000000000005	27.329	3.142	28.691999999999997	49.287	31.371	27.476999999999997	54.6	28.508000000000003
36.67403	1.455	26.426	46.73	31.581999999999997	25.043000000000003	51.9	25.845	27.791999999999998	6.395	49.465	31.189	25.124000000000002	52.303000000000004	27.101	3.338	28.594	49.483000000000004	31.469	26.855999999999998	54.534	28.182
36.84068	1.527	26.654	47.187	31.509	24.625	49.998000000000005	25.489	27.691999999999997	6.789	49.163999999999994	30.855	24.508000000000003	52.784	27.461	3.536	28.915	49.839	31.497	27.39	55.176	28.54
37.00739	1.3559999999999999	26.831999999999997	46.93	32.368	24.771	51.141000000000005	25.96	27.77	7.268	49.297	31.193	25.208000000000002	52.558	27.247	4.0169999999999995	28.927	50.103	31.021	27.919	55.242	28.031999999999996
37.17393	1.736	27.064	46.856	31.815	24.647	51.193000000000005	25.021	27.904	7.939	49.545	31.357	25.378	53.586999999999996	27.186999999999998	4.394	28.994	49.799	31.511999999999997	27.263	55.553000000000004	28.166999999999998
37.34074	1.776	27.604	46.786	31.608	25.250999999999998	51.843	25.984	28.215999999999998	8.274	49.673	31.313000000000002	25.428	52.836000000000006	26.815	4.8919999999999995	28.982	50.121	31.76	27.026999999999997	55.813	27.795
37.50724	1.857	27.642	46.875	32.074	24.894000000000002	51.611000000000004	25.759	28.256	8.881	49.831	31.55	25.365	53.778	26.85	5.4	29.316	50.538000000000004	31.996	27.989	55.583	28.419
37.67398	1.8780000000000001	27.809	47.55	31.715999999999998	24.771	52.053999999999995	25.439	28.683000000000003	9.257	50.111999999999995	31.193	26.61	53.763999999999996	27.605999999999998	5.94	29.416	50.136	31.77	28.636	56.122	29.01
37.84068	1.791	28.164	47.201	32.041	25.285	52.361000000000004	25.855999999999998	28.517	9.859	49.57	30.963	25.528000000000002	53.582	26.524	6.444	29.903000000000002	50.538000000000004	31.605	28.25	55.843999999999994	28.06
38.00735	2.248	28.588	47.592	32.368	24.633000000000003	52.523999999999994	25.465	28.843000000000004	10.479000000000001	50.288000000000004	31.028000000000002	25.951999999999998	54.593	26.655	6.867999999999999	30.197	50.571000000000005	32.583	28.479	55.55	28.320999999999998
38.1741	2.379	28.947	47.364	31.878	24.894000000000002	52.427	25.987	29.3	11.099	49.961999999999996	31.159000000000002	26.278000000000002	53.81	26.980999999999998	7.4879999999999995	30.588	50.571000000000005	32.453	28.087	56.953	28.125
38.34071	2.6719999999999997	29.011999999999997	47.951	32.368	25.709	53.177	26.215	29.43	11.588	50.19	31.811	26.441	55.05	26.655	8.075	30.326999999999998	49.951	32.062	28.74	56.203	28.451999999999998
38.50735	2.9	29.599	47.886	32.172	25.318	52.361000000000004	25.759	29.756	12.469000000000001	50.288000000000004	31.451999999999998	26.278000000000002	54.332	26.329	8.76	30.719	50.669	31.964000000000002	29.359	56.36600000000001	28.354
38.67407	3.365	29.636999999999997	47.67	32.402	25.168000000000003	52.268	25.933000000000003	29.956	13.509	50.49	31.585	26.615	54.336000000000006	26.113000000000003	9.573	31.144000000000002	50.483000000000004	32.033	28.272	56.661	27.906999999999996
38.84073	3.6710000000000003	29.928	47.745	32.303000000000004	25.39	52.901	25.243000000000002	30.116999999999997	14.668	51.22	31.811999999999998	26.903000000000002	55.556000000000004	26.726	10.405999999999999	31.6	50.885	31.933000000000003	29.125	56.903999999999996	28.293000000000003
39.00734	3.907	30.013	48.198	32.455	25.276999999999997	52.9	25.978	30.529	15.854000000000001	50.468	31.866	27.345	55.425	26.059	11.102	31.686999999999998	50.653999999999996	32.475	30.325	56.643	28.311999999999998
39.17415	4.533	30.344	47.591	32.619	25.486	53.034	25.403000000000002	30.987	16.726	50.833	31.803	27.225	54.841	26.494	12.14	32.045	51.022	32.967	29.366999999999997	56.38399999999999	28.093000000000004
39.34085	4.939	30.401	47.599	33.065	25.516	53.882	25.889	31.206	18.293	51.422	32.150999999999996	27.253	55.332	26.426	13.220999999999998	32.164	51.06	32.926	29.901	57.492	27.828000000000003
39.50748	5.4910000000000005	30.831	47.958999999999996	33.01	26.522	53.178999999999995	25.169	31.703000000000003	19.484	50.618	32.388000000000005	27.611	55.541000000000004	26.684	14.375	32.73	51.49	31.728	29.634	56.497	28.088
39.67408	6.046	30.968000000000004	48.059	33.313	26.16	54.431999999999995	25.296	31.648000000000003	20.386	50.497	31.843000000000004	27.48	56.207	26.486	15.272	32.644	51.17	32.711999999999996	30.378	58.013000000000005	28.349
39.84086	6.818	31.168000000000003	48.028	32.793	26.113000000000003	54.418	25.119	32.04	22.14	50.946000000000005	32.204	28.406999999999996	55.541000000000004	26.601	16.348	32.935	51.265	32.717	30.39	57.964	28.004
40.00747	7.547999999999999	30.968000000000004	47.798	33.216	26.943	54.301	25.883000000000003	32.17	23.616999999999997	51.638999999999996	31.68	27.611	56.599	26.682	17.655	33.199	51.496	33.104	30.28	58.34	28.349
40.17421	8.147	31.318	48.751999999999995	33.661	25.994	54.335	25.651999999999997	32.388000000000005	25.573	51.251000000000005	31.964000000000002	28.487	55.328	26.809	18.831	33.382	51.534	32.443000000000005	30.325	57.85	27.66
