Experiment	Tray	Well	Strain	Medium_addition
coumarate_111114	4	D6	COUM4-10_2	butanol
coumarate_111114	4	C12	COUM4-8_1	butanol
coumarate_111114	4	F5	COUM4-2_3	butanol
coumarate_111114	4	F2	COUM1-10_3	butanol
coumarate_111114	4	F7	COUM5-8_2	butanol
coumarate_111114	4	B9	COUM6-9_3	butanol
coumarate_111114	4	E12	COUM4-8_3	butanol
coumarate_111114	4	B12	COUM3-10_3	butanol
coumarate_111114	4	B1	MG1655_2	butanol
coumarate_111114	4	G8	COUM6-9_1	butanol
coumarate_111114	4	H2	COUM2-3_2	butanol
coumarate_111114	4	B8	COUM6-2_2	butanol
coumarate_111114	4	B4	COUM3-1_1	butanol
coumarate_111114	4	H5	COUM4-5_2	butanol
coumarate_111114	4	D5	COUM4-2_1	butanol
coumarate_111114	4	A8	M9 blank	butanol
coumarate_111114	4	A3	M9 blank	butanol
coumarate_111114	4	E5	COUM4-2_2	butanol
coumarate_111114	4	C1	MG1655_3	butanol
coumarate_111114	4	D12	COUM4-8_2	butanol
coumarate_111114	4	E4	COUM3-7_1	butanol
coumarate_111114	4	F3	COUM2-7_1	butanol
coumarate_111114	4	F8	COUM6-5_3	butanol
coumarate_111114	4	D4	COUM3-1_3	butanol
coumarate_111114	4	B2	COUM1-7_2	butanol
coumarate_111114	4	A5	M9 blank	butanol
coumarate_111114	4	F4	COUM3-7_2	butanol
coumarate_111114	4	D9	COUM7-5_2	butanol
coumarate_111114	4	F9	COUM7-6_1	butanol
coumarate_111114	4	E2	COUM1-10_2	butanol
coumarate_111114	4	H11	COUM3-10_2	butanol
coumarate_111114	4	H1	COUM1-2_3	butanol
coumarate_111114	5	H9	COUM7-6_3	butanol
coumarate_111114	5	G6	COUM5-3_2	butanol
coumarate_111114	5	F12	M9 blank	butanol
coumarate_111114	5	G12	M9 blank	butanol
coumarate_111114	5	H6	COUM5-3_3	butanol
coumarate_111114	5	E3	COUM2-4_3	butanol
coumarate_111114	5	G7	COUM5-8_3	butanol
coumarate_111114	5	D3	COUM2-4_2	butanol
coumarate_111114	5	A2	COUM1-7_1	butanol
coumarate_111114	5	E1	MG1655_5	butanol
coumarate_111114	5	A4	M9 blank	butanol
coumarate_111114	5	A6	M9 blank	butanol
coumarate_111114	5	G2	COUM2-3_1	butanol
coumarate_111114	5	D7	COUM5-5_3	butanol
coumarate_111114	5	C5	COUM3-9_3	butanol
coumarate_111114	5	D2	COUM1-10_1	butanol
coumarate_111114	5	D10	COUM7-9_3	butanol
coumarate_111114	5	G4	COUM3-7_3	butanol
coumarate_111114	5	H4	COUM3-9_1	butanol
coumarate_111114	5	E9	COUM7-5_3	butanol
coumarate_111114	5	H10	COUM8-6_1	butanol
coumarate_111114	5	E6	COUM4-10_3	butanol
coumarate_111114	5	C8	COUM6-2_3	butanol
coumarate_111114	5	G1	COUM1-2_2	butanol
coumarate_111114	5	D1	MG1655_4	butanol
coumarate_111114	5	E8	COUM6-5_2	butanol
coumarate_111114	5	C2	COUM1-7_3	butanol
coumarate_111114	5	A1	MG1655_1	butanol
coumarate_111114	5	B10	COUM7-9_1	butanol
coumarate_111114	5	H7	COUM6-2_1	butanol
coumarate_111114	5	F10	COUM8-1_2	butanol
coumarate_111114	5	B6	COUM4-5_3	butanol
coumarate_111114	5	B5	COUM3-9_2	butanol
coumarate_111114	5	F1	COUM1-2_1	butanol
coumarate_111114	5	A7	M9 blank	butanol
coumarate_111114	5	G10	COUM8-1_3	butanol
coumarate_111114	5	E7	COUM5-8_1	butanol
coumarate_111114	5	C11	COUM8-6_3	butanol
coumarate_111114	5	C7	COUM5-5_2	butanol
coumarate_111114	5	H8	COUM6-9_2	butanol
coumarate_111114	5	A10	M9 blank	butanol
coumarate_111114	5	C9	COUM7-5_1	butanol
coumarate_111114	5	H3	COUM2-7_3	butanol
coumarate_111114	5	B11	COUM8-6_2	butanol
coumarate_111114	5	D11	COUM8-8_1	butanol
coumarate_111114	5	A11	M9 blank	butanol
coumarate_111114	5	G5	COUM4-5_1	butanol
coumarate_111114	5	A9	M9 blank	butanol
coumarate_111114	5	E11	COUM8-8_2	butanol
coumarate_111114	5	C6	COUM4-10_1	butanol
coumarate_111114	5	E10	COUM8-1_1	butanol
coumarate_111114	5	A12	M9 blank	butanol
coumarate_111114	5	D8	COUM6-5_1	butanol
coumarate_111114	5	F11	COUM8-8_3	butanol
coumarate_111114	5	B3	COUM2-3_3	butanol
coumarate_111114	5	G11	COUM3-10_1	butanol
coumarate_111114	5	C10	COUM7-9_2	butanol
coumarate_111114	5	G3	COUM2-7_2	butanol
coumarate_111114	5	F6	COUM5-3_1	butanol
coumarate_111114	5	G9	COUM7-6_2	butanol
coumarate_111114	5	C3	COUM2-4_1	butanol
coumarate_111114	5	H12	M9 blank	butanol
coumarate_111114	5	C4	COUM3-1_2	butanol
coumarate_111114	5	B7	COUM5-5_1	butanol
coumarate_111114	5	D6	COUM4-10_2	butanol
coumarate_111114	5	C12	COUM4-8_1	butanol
coumarate_111114	5	F5	COUM4-2_3	butanol
coumarate_111114	5	F2	COUM1-10_3	butanol
coumarate_111114	5	F7	COUM5-8_2	butanol
coumarate_111114	5	B9	COUM6-9_3	butanol
coumarate_111114	5	E12	COUM4-8_3	butanol
coumarate_111114	5	B12	COUM3-10_3	butanol
coumarate_111114	5	B1	MG1655_2	butanol
coumarate_111114	5	G8	COUM6-9_1	butanol
coumarate_111114	5	H2	COUM2-3_2	butanol
coumarate_111114	5	B8	COUM6-2_2	butanol
coumarate_111114	5	B4	COUM3-1_1	butanol
coumarate_111114	5	H5	COUM4-5_2	butanol
coumarate_111114	5	D5	COUM4-2_1	butanol
coumarate_111114	5	A8	M9 blank	butanol
coumarate_111114	5	A3	M9 blank	butanol
coumarate_111114	5	E5	COUM4-2_2	butanol
coumarate_111114	5	C1	MG1655_3	butanol
coumarate_111114	5	D12	COUM4-8_2	butanol
coumarate_111114	5	E4	COUM3-7_1	butanol
coumarate_111114	5	F3	COUM2-7_1	butanol
coumarate_111114	5	F8	COUM6-5_3	butanol
coumarate_111114	5	D4	COUM3-1_3	butanol
coumarate_111114	5	B2	COUM1-7_2	butanol
coumarate_111114	5	A5	M9 blank	butanol
coumarate_111114	5	F4	COUM3-7_2	butanol
coumarate_111114	5	D9	COUM7-5_2	butanol
coumarate_111114	5	F9	COUM7-6_1	butanol
coumarate_111114	5	E2	COUM1-10_2	butanol
coumarate_111114	5	H11	COUM3-10_2	butanol
coumarate_111114	5	H1	COUM1-2_3	butanol
coumarate_111114	6	H9	COUM7-6_3	butanol
coumarate_111114	6	G6	COUM5-3_2	butanol
coumarate_111114	6	F12	M9 blank	butanol
coumarate_111114	6	G12	M9 blank	butanol
coumarate_111114	6	H6	COUM5-3_3	butanol
coumarate_111114	6	E3	COUM2-4_3	butanol
coumarate_111114	6	G7	COUM5-8_3	butanol
coumarate_111114	6	D3	COUM2-4_2	butanol
coumarate_111114	6	A2	COUM1-7_1	butanol
coumarate_111114	6	E1	MG1655_5	butanol
coumarate_111114	6	A4	M9 blank	butanol
coumarate_111114	6	A6	M9 blank	butanol
coumarate_111114	6	G2	COUM2-3_1	butanol
coumarate_111114	6	D7	COUM5-5_3	butanol
coumarate_111114	6	C5	COUM3-9_3	butanol
coumarate_111114	6	D2	COUM1-10_1	butanol
coumarate_111114	6	D10	COUM7-9_3	butanol
coumarate_111114	6	G4	COUM3-7_3	butanol
coumarate_111114	6	H4	COUM3-9_1	butanol
coumarate_111114	6	E9	COUM7-5_3	butanol
coumarate_111114	6	H10	COUM8-6_1	butanol
coumarate_111114	6	E6	COUM4-10_3	butanol
coumarate_111114	6	C8	COUM6-2_3	butanol
coumarate_111114	6	G1	COUM1-2_2	butanol
coumarate_111114	6	D1	MG1655_4	butanol
coumarate_111114	6	E8	COUM6-5_2	butanol
coumarate_111114	6	C2	COUM1-7_3	butanol
coumarate_111114	6	A1	MG1655_1	butanol
coumarate_111114	6	B10	COUM7-9_1	butanol
coumarate_111114	6	H7	COUM6-2_1	butanol
coumarate_111114	6	F10	COUM8-1_2	butanol
coumarate_111114	6	B6	COUM4-5_3	butanol
coumarate_111114	6	B5	COUM3-9_2	butanol
coumarate_111114	6	F1	COUM1-2_1	butanol
coumarate_111114	6	A7	M9 blank	butanol
coumarate_111114	6	G10	COUM8-1_3	butanol
coumarate_111114	6	E7	COUM5-8_1	butanol
coumarate_111114	6	C11	COUM8-6_3	butanol
coumarate_111114	6	C7	COUM5-5_2	butanol
coumarate_111114	6	H8	COUM6-9_2	butanol
coumarate_111114	6	A10	M9 blank	butanol
coumarate_111114	6	C9	COUM7-5_1	butanol
coumarate_111114	6	H3	COUM2-7_3	butanol
coumarate_111114	6	B11	COUM8-6_2	butanol
coumarate_111114	6	D11	COUM8-8_1	butanol
coumarate_111114	6	A11	M9 blank	butanol
coumarate_111114	6	G5	COUM4-5_1	butanol
coumarate_111114	6	A9	M9 blank	butanol
coumarate_111114	6	E11	COUM8-8_2	butanol
coumarate_111114	6	C6	COUM4-10_1	butanol
coumarate_111114	6	E10	COUM8-1_1	butanol
coumarate_111114	6	A12	M9 blank	butanol
coumarate_111114	6	D8	COUM6-5_1	butanol
coumarate_111114	6	F11	COUM8-8_3	butanol
coumarate_111114	6	B3	COUM2-3_3	butanol
coumarate_111114	6	G11	COUM3-10_1	butanol
coumarate_111114	6	C10	COUM7-9_2	butanol
coumarate_111114	6	G3	COUM2-7_2	butanol
coumarate_111114	6	F6	COUM5-3_1	butanol
coumarate_111114	6	G9	COUM7-6_2	butanol
coumarate_111114	6	C3	COUM2-4_1	butanol
coumarate_111114	6	H12	M9 blank	butanol
coumarate_111114	6	C4	COUM3-1_2	butanol
coumarate_111114	6	B7	COUM5-5_1	butanol
coumarate_111114	6	D6	COUM4-10_2	butanol
coumarate_111114	6	C12	COUM4-8_1	butanol
coumarate_111114	6	F5	COUM4-2_3	butanol
coumarate_111114	6	F2	COUM1-10_3	butanol
coumarate_111114	6	F7	COUM5-8_2	butanol
coumarate_111114	6	B9	COUM6-9_3	butanol
coumarate_111114	6	E12	COUM4-8_3	butanol
coumarate_111114	6	B12	COUM3-10_3	butanol
coumarate_111114	6	B1	MG1655_2	butanol
coumarate_111114	6	G8	COUM6-9_1	butanol
coumarate_111114	6	H2	COUM2-3_2	butanol
coumarate_111114	6	B8	COUM6-2_2	butanol
coumarate_111114	6	B4	COUM3-1_1	butanol
coumarate_111114	6	H5	COUM4-5_2	butanol
coumarate_111114	6	D5	COUM4-2_1	butanol
coumarate_111114	6	A8	M9 blank	butanol
coumarate_111114	6	A3	M9 blank	butanol
coumarate_111114	6	E5	COUM4-2_2	butanol
coumarate_111114	6	C1	MG1655_3	butanol
coumarate_111114	6	D12	COUM4-8_2	butanol
coumarate_111114	6	E4	COUM3-7_1	butanol
coumarate_111114	6	F3	COUM2-7_1	butanol
coumarate_111114	6	F8	COUM6-5_3	butanol
coumarate_111114	6	D4	COUM3-1_3	butanol
coumarate_111114	6	B2	COUM1-7_2	butanol
coumarate_111114	6	A5	M9 blank	butanol
coumarate_111114	6	F4	COUM3-7_2	butanol
coumarate_111114	6	D9	COUM7-5_2	butanol
coumarate_111114	6	F9	COUM7-6_1	butanol
coumarate_111114	6	E2	COUM1-10_2	butanol
coumarate_111114	6	H11	COUM3-10_2	butanol
coumarate_111114	6	H1	COUM1-2_3	butanol
coumarate_111114	7	H9	COUM7-6_3	butanol
coumarate_111114	7	G6	COUM5-3_2	butanol
coumarate_111114	7	F12	M9 blank	butanol
coumarate_111114	7	G12	M9 blank	butanol
coumarate_111114	7	H6	COUM5-3_3	butanol
coumarate_111114	7	E3	COUM2-4_3	butanol
coumarate_111114	7	G7	COUM5-8_3	butanol
coumarate_111114	7	D3	COUM2-4_2	butanol
coumarate_111114	7	A2	COUM1-7_1	butanol
coumarate_111114	7	E1	MG1655_5	butanol
coumarate_111114	7	A4	M9 blank	butanol
coumarate_111114	7	A6	M9 blank	butanol
coumarate_111114	7	G2	COUM2-3_1	butanol
coumarate_111114	7	D7	COUM5-5_3	butanol
coumarate_111114	7	C5	COUM3-9_3	butanol
coumarate_111114	7	D2	COUM1-10_1	butanol
coumarate_111114	7	D10	COUM7-9_3	butanol
coumarate_111114	7	G4	COUM3-7_3	butanol
coumarate_111114	7	H4	COUM3-9_1	butanol
coumarate_111114	7	E9	COUM7-5_3	butanol
coumarate_111114	7	H10	COUM8-6_1	butanol
coumarate_111114	7	E6	COUM4-10_3	butanol
coumarate_111114	7	C8	COUM6-2_3	butanol
coumarate_111114	7	G1	COUM1-2_2	butanol
coumarate_111114	7	D1	MG1655_4	butanol
coumarate_111114	7	E8	COUM6-5_2	butanol
coumarate_111114	7	C2	COUM1-7_3	butanol
coumarate_111114	7	A1	MG1655_1	butanol
coumarate_111114	7	B10	COUM7-9_1	butanol
coumarate_111114	7	H7	COUM6-2_1	butanol
coumarate_111114	7	F10	COUM8-1_2	butanol
coumarate_111114	7	B6	COUM4-5_3	butanol
coumarate_111114	7	B5	COUM3-9_2	butanol
coumarate_111114	7	F1	COUM1-2_1	butanol
coumarate_111114	7	A7	M9 blank	butanol
coumarate_111114	7	G10	COUM8-1_3	butanol
coumarate_111114	7	E7	COUM5-8_1	butanol
coumarate_111114	7	C11	COUM8-6_3	butanol
coumarate_111114	7	C7	COUM5-5_2	butanol
coumarate_111114	7	H8	COUM6-9_2	butanol
coumarate_111114	7	A10	M9 blank	butanol
coumarate_111114	7	C9	COUM7-5_1	butanol
coumarate_111114	7	H3	COUM2-7_3	butanol
coumarate_111114	7	B11	COUM8-6_2	butanol
coumarate_111114	7	D11	COUM8-8_1	butanol
coumarate_111114	7	A11	M9 blank	butanol
coumarate_111114	7	G5	COUM4-5_1	butanol
coumarate_111114	7	A9	M9 blank	butanol
coumarate_111114	7	E11	COUM8-8_2	butanol
coumarate_111114	7	C6	COUM4-10_1	butanol
coumarate_111114	7	E10	COUM8-1_1	butanol
coumarate_111114	7	A12	M9 blank	butanol
coumarate_111114	7	D8	COUM6-5_1	butanol
coumarate_111114	7	F11	COUM8-8_3	butanol
coumarate_111114	7	B3	COUM2-3_3	butanol
coumarate_111114	7	G11	COUM3-10_1	butanol
coumarate_111114	7	C10	COUM7-9_2	butanol
coumarate_111114	7	G3	COUM2-7_2	butanol
coumarate_111114	7	F6	COUM5-3_1	butanol
coumarate_111114	7	G9	COUM7-6_2	butanol
coumarate_111114	7	C3	COUM2-4_1	butanol
coumarate_111114	7	H12	M9 blank	butanol
coumarate_111114	7	C4	COUM3-1_2	butanol
coumarate_111114	7	B7	COUM5-5_1	butanol
coumarate_111114	7	D6	COUM4-10_2	butanol
coumarate_111114	7	C12	COUM4-8_1	butanol
coumarate_111114	7	F5	COUM4-2_3	butanol
coumarate_111114	7	F2	COUM1-10_3	butanol
coumarate_111114	7	F7	COUM5-8_2	butanol
coumarate_111114	7	B9	COUM6-9_3	butanol
coumarate_111114	7	E12	COUM4-8_3	butanol
coumarate_111114	7	B12	COUM3-10_3	butanol
coumarate_111114	7	B1	MG1655_2	butanol
coumarate_111114	7	G8	COUM6-9_1	butanol
coumarate_111114	7	H2	COUM2-3_2	butanol
coumarate_111114	7	B8	COUM6-2_2	butanol
coumarate_111114	7	B4	COUM3-1_1	butanol
coumarate_111114	7	H5	COUM4-5_2	butanol
coumarate_111114	7	D5	COUM4-2_1	butanol
coumarate_111114	7	A8	M9 blank	butanol
coumarate_111114	7	A3	M9 blank	butanol
coumarate_111114	7	E5	COUM4-2_2	butanol
coumarate_111114	7	C1	MG1655_3	butanol
coumarate_111114	7	D12	COUM4-8_2	butanol
coumarate_111114	7	E4	COUM3-7_1	butanol
coumarate_111114	7	F3	COUM2-7_1	butanol
coumarate_111114	7	F8	COUM6-5_3	butanol
coumarate_111114	7	D4	COUM3-1_3	butanol
coumarate_111114	7	B2	COUM1-7_2	butanol
coumarate_111114	7	A5	M9 blank	butanol
coumarate_111114	7	F4	COUM3-7_2	butanol
coumarate_111114	7	D9	COUM7-5_2	butanol
coumarate_111114	7	F9	COUM7-6_1	butanol
coumarate_111114	7	E2	COUM1-10_2	butanol
coumarate_111114	7	H11	COUM3-10_2	butanol
coumarate_111114	7	H1	COUM1-2_3	butanol
coumarate_111114	8	H9	COUM7-6_3	butanol
coumarate_111114	8	G6	COUM5-3_2	butanol
coumarate_111114	8	F12	M9 blank	butanol
coumarate_111114	8	G12	M9 blank	butanol
coumarate_111114	8	H6	COUM5-3_3	butanol
coumarate_111114	8	E3	COUM2-4_3	butanol
coumarate_111114	8	G7	COUM5-8_3	butanol
coumarate_111114	8	D3	COUM2-4_2	butanol
coumarate_111114	8	A2	COUM1-7_1	butanol
coumarate_111114	8	E1	MG1655_5	butanol
coumarate_111114	8	A4	M9 blank	butanol
coumarate_111114	8	A6	M9 blank	butanol
coumarate_111114	8	G2	COUM2-3_1	butanol
coumarate_111114	8	D7	COUM5-5_3	butanol
coumarate_111114	8	C5	COUM3-9_3	butanol
coumarate_111114	8	D2	COUM1-10_1	butanol
coumarate_111114	8	D10	COUM7-9_3	butanol
coumarate_111114	8	G4	COUM3-7_3	butanol
coumarate_111114	8	H4	COUM3-9_1	butanol
coumarate_111114	8	E9	COUM7-5_3	butanol
coumarate_111114	8	H10	COUM8-6_1	butanol
coumarate_111114	8	E6	COUM4-10_3	butanol
coumarate_111114	8	C8	COUM6-2_3	butanol
coumarate_111114	8	G1	COUM1-2_2	butanol
coumarate_111114	8	D1	MG1655_4	butanol
coumarate_111114	8	E8	COUM6-5_2	butanol
coumarate_111114	8	C2	COUM1-7_3	butanol
coumarate_111114	8	A1	MG1655_1	butanol
coumarate_111114	8	B10	COUM7-9_1	butanol
coumarate_111114	8	H7	COUM6-2_1	butanol
coumarate_111114	8	F10	COUM8-1_2	butanol
coumarate_111114	8	B6	COUM4-5_3	butanol
coumarate_111114	8	B5	COUM3-9_2	butanol
coumarate_111114	8	F1	COUM1-2_1	butanol
coumarate_111114	8	A7	M9 blank	butanol
coumarate_111114	8	G10	COUM8-1_3	butanol
coumarate_111114	8	E7	COUM5-8_1	butanol
coumarate_111114	8	C11	COUM8-6_3	butanol
coumarate_111114	8	C7	COUM5-5_2	butanol
coumarate_111114	8	H8	COUM6-9_2	butanol
coumarate_111114	8	A10	M9 blank	butanol
coumarate_111114	8	C9	COUM7-5_1	butanol
coumarate_111114	8	H3	COUM2-7_3	butanol
coumarate_111114	8	B11	COUM8-6_2	butanol
coumarate_111114	8	D11	COUM8-8_1	butanol
coumarate_111114	8	A11	M9 blank	butanol
coumarate_111114	8	G5	COUM4-5_1	butanol
coumarate_111114	8	A9	M9 blank	butanol
coumarate_111114	8	E11	COUM8-8_2	butanol
coumarate_111114	8	C6	COUM4-10_1	butanol
coumarate_111114	8	E10	COUM8-1_1	butanol
coumarate_111114	8	A12	M9 blank	butanol
coumarate_111114	8	D8	COUM6-5_1	butanol
coumarate_111114	8	F11	COUM8-8_3	butanol
coumarate_111114	8	B3	COUM2-3_3	butanol
coumarate_111114	8	G11	COUM3-10_1	butanol
coumarate_111114	8	C10	COUM7-9_2	butanol
coumarate_111114	8	G3	COUM2-7_2	butanol
coumarate_111114	8	F6	COUM5-3_1	butanol
coumarate_111114	8	G9	COUM7-6_2	butanol
coumarate_111114	8	C3	COUM2-4_1	butanol
coumarate_111114	8	H12	M9 blank	butanol
coumarate_111114	8	C4	COUM3-1_2	butanol
coumarate_111114	8	B7	COUM5-5_1	butanol
coumarate_111114	8	D6	COUM4-10_2	butanol
coumarate_111114	8	C12	COUM4-8_1	butanol
coumarate_111114	8	F5	COUM4-2_3	butanol
coumarate_111114	8	F2	COUM1-10_3	butanol
coumarate_111114	8	F7	COUM5-8_2	butanol
coumarate_111114	8	B9	COUM6-9_3	butanol
coumarate_111114	8	E12	COUM4-8_3	butanol
coumarate_111114	8	B12	COUM3-10_3	butanol
coumarate_111114	8	B1	MG1655_2	butanol
coumarate_111114	8	G8	COUM6-9_1	butanol
coumarate_111114	8	H2	COUM2-3_2	butanol
coumarate_111114	8	B8	COUM6-2_2	butanol
coumarate_111114	8	B4	COUM3-1_1	butanol
coumarate_111114	8	H5	COUM4-5_2	butanol
coumarate_111114	8	D5	COUM4-2_1	butanol
coumarate_111114	8	A8	M9 blank	butanol
coumarate_111114	8	A3	M9 blank	butanol
coumarate_111114	8	E5	COUM4-2_2	butanol
coumarate_111114	8	C1	MG1655_3	butanol
coumarate_111114	8	D12	COUM4-8_2	butanol
coumarate_111114	8	E4	COUM3-7_1	butanol
coumarate_111114	8	F3	COUM2-7_1	butanol
coumarate_111114	8	F8	COUM6-5_3	butanol
coumarate_111114	8	D4	COUM3-1_3	butanol
coumarate_111114	8	B2	COUM1-7_2	butanol
coumarate_111114	8	A5	M9 blank	butanol
coumarate_111114	8	F4	COUM3-7_2	butanol
coumarate_111114	8	D9	COUM7-5_2	butanol
coumarate_111114	8	F9	COUM7-6_1	butanol
coumarate_111114	8	E2	COUM1-10_2	butanol
coumarate_111114	8	H11	COUM3-10_2	butanol
coumarate_111114	8	H1	COUM1-2_3	butanol
coumarate_111114	9	H9	COUM7-6_3	butanol
coumarate_111114	9	G6	COUM5-3_2	butanol
coumarate_111114	9	F12	M9 blank	butanol
coumarate_111114	9	G12	M9 blank	butanol
coumarate_111114	9	H6	COUM5-3_3	butanol
coumarate_111114	9	E3	COUM2-4_3	butanol
coumarate_111114	9	G7	COUM5-8_3	butanol
coumarate_111114	9	D3	COUM2-4_2	butanol
coumarate_111114	9	A2	COUM1-7_1	butanol
coumarate_111114	9	E1	MG1655_5	butanol
coumarate_111114	9	A4	M9 blank	butanol
coumarate_111114	9	A6	M9 blank	butanol
coumarate_111114	9	G2	COUM2-3_1	butanol
coumarate_111114	9	D7	COUM5-5_3	butanol
coumarate_111114	9	C5	COUM3-9_3	butanol
coumarate_111114	9	D2	COUM1-10_1	butanol
coumarate_111114	9	D10	COUM7-9_3	butanol
coumarate_111114	9	G4	COUM3-7_3	butanol
coumarate_111114	9	H4	COUM3-9_1	butanol
coumarate_111114	9	E9	COUM7-5_3	butanol
coumarate_111114	9	H10	COUM8-6_1	butanol
coumarate_111114	9	E6	COUM4-10_3	butanol
coumarate_111114	9	C8	COUM6-2_3	butanol
coumarate_111114	9	G1	COUM1-2_2	butanol
coumarate_111114	9	D1	MG1655_4	butanol
coumarate_111114	9	E8	COUM6-5_2	butanol
coumarate_111114	9	C2	COUM1-7_3	butanol
coumarate_111114	9	A1	MG1655_1	butanol
coumarate_111114	9	B10	COUM7-9_1	butanol
coumarate_111114	9	H7	COUM6-2_1	butanol
coumarate_111114	9	F10	COUM8-1_2	butanol
coumarate_111114	9	B6	COUM4-5_3	butanol
coumarate_111114	9	B5	COUM3-9_2	butanol
coumarate_111114	9	F1	COUM1-2_1	butanol
coumarate_111114	9	A7	M9 blank	butanol
coumarate_111114	9	G10	COUM8-1_3	butanol
coumarate_111114	9	E7	COUM5-8_1	butanol
coumarate_111114	9	C11	COUM8-6_3	butanol
coumarate_111114	9	C7	COUM5-5_2	butanol
coumarate_111114	9	H8	COUM6-9_2	butanol
coumarate_111114	9	A10	M9 blank	butanol
coumarate_111114	9	C9	COUM7-5_1	butanol
coumarate_111114	9	H3	COUM2-7_3	butanol
coumarate_111114	9	B11	COUM8-6_2	butanol
coumarate_111114	9	D11	COUM8-8_1	butanol
coumarate_111114	9	A11	M9 blank	butanol
coumarate_111114	9	G5	COUM4-5_1	butanol
coumarate_111114	9	A9	M9 blank	butanol
coumarate_111114	9	E11	COUM8-8_2	butanol
coumarate_111114	9	C6	COUM4-10_1	butanol
coumarate_111114	9	E10	COUM8-1_1	butanol
coumarate_111114	9	A12	M9 blank	butanol
coumarate_111114	9	D8	COUM6-5_1	butanol
coumarate_111114	9	F11	COUM8-8_3	butanol
coumarate_111114	9	B3	COUM2-3_3	butanol
coumarate_111114	9	G11	COUM3-10_1	butanol
coumarate_111114	9	C10	COUM7-9_2	butanol
coumarate_111114	9	G3	COUM2-7_2	butanol
coumarate_111114	9	F6	COUM5-3_1	butanol
coumarate_111114	9	G9	COUM7-6_2	butanol
coumarate_111114	9	C3	COUM2-4_1	butanol
coumarate_111114	9	H12	M9 blank	butanol
coumarate_111114	9	C4	COUM3-1_2	butanol
coumarate_111114	9	B7	COUM5-5_1	butanol
coumarate_111114	9	D6	COUM4-10_2	butanol
coumarate_111114	9	C12	COUM4-8_1	butanol
coumarate_111114	9	F5	COUM4-2_3	butanol
coumarate_111114	9	F2	COUM1-10_3	butanol
coumarate_111114	9	F7	COUM5-8_2	butanol
coumarate_111114	9	B9	COUM6-9_3	butanol
coumarate_111114	9	E12	COUM4-8_3	butanol
coumarate_111114	9	B12	COUM3-10_3	butanol
coumarate_111114	9	B1	MG1655_2	butanol
coumarate_111114	9	G8	COUM6-9_1	butanol
coumarate_111114	9	H2	COUM2-3_2	butanol
coumarate_111114	9	B8	COUM6-2_2	butanol
coumarate_111114	9	B4	COUM3-1_1	butanol
coumarate_111114	9	H5	COUM4-5_2	butanol
coumarate_111114	9	D5	COUM4-2_1	butanol
coumarate_111114	9	A8	M9 blank	butanol
coumarate_111114	9	A3	M9 blank	butanol
coumarate_111114	9	E5	COUM4-2_2	butanol
coumarate_111114	9	C1	MG1655_3	butanol
coumarate_111114	9	D12	COUM4-8_2	butanol
coumarate_111114	9	E4	COUM3-7_1	butanol
coumarate_111114	9	F3	COUM2-7_1	butanol
coumarate_111114	9	F8	COUM6-5_3	butanol
coumarate_111114	9	D4	COUM3-1_3	butanol
coumarate_111114	9	B2	COUM1-7_2	butanol
coumarate_111114	9	A5	M9 blank	butanol
coumarate_111114	9	F4	COUM3-7_2	butanol
coumarate_111114	9	D9	COUM7-5_2	butanol
coumarate_111114	9	F9	COUM7-6_1	butanol
coumarate_111114	9	E2	COUM1-10_2	butanol
coumarate_111114	9	H11	COUM3-10_2	butanol
coumarate_111114	9	H1	COUM1-2_3	butanol
coumarate_111114	10	H9	COUM7-6_3	butanol
coumarate_111114	10	G6	COUM5-3_2	butanol
coumarate_111114	10	F12	M9 blank	butanol
coumarate_111114	10	G12	M9 blank	butanol
coumarate_111114	10	H6	COUM5-3_3	butanol
coumarate_111114	10	E3	COUM2-4_3	butanol
coumarate_111114	10	G7	COUM5-8_3	butanol
coumarate_111114	10	D3	COUM2-4_2	butanol
coumarate_111114	10	A2	COUM1-7_1	butanol
coumarate_111114	10	E1	MG1655_5	butanol
coumarate_111114	10	A4	M9 blank	butanol
coumarate_111114	10	A6	M9 blank	butanol
coumarate_111114	10	G2	COUM2-3_1	butanol
coumarate_111114	10	D7	COUM5-5_3	butanol
coumarate_111114	10	C5	COUM3-9_3	butanol
coumarate_111114	10	D2	COUM1-10_1	butanol
coumarate_111114	10	D10	COUM7-9_3	butanol
coumarate_111114	10	G4	COUM3-7_3	butanol
coumarate_111114	10	H4	COUM3-9_1	butanol
coumarate_111114	10	E9	COUM7-5_3	butanol
coumarate_111114	10	H10	COUM8-6_1	butanol
coumarate_111114	10	E6	COUM4-10_3	butanol
coumarate_111114	10	C8	COUM6-2_3	butanol
coumarate_111114	10	G1	COUM1-2_2	butanol
coumarate_111114	10	D1	MG1655_4	butanol
coumarate_111114	10	E8	COUM6-5_2	butanol
coumarate_111114	10	C2	COUM1-7_3	butanol
coumarate_111114	10	A1	MG1655_1	butanol
coumarate_111114	10	B10	COUM7-9_1	butanol
coumarate_111114	10	H7	COUM6-2_1	butanol
coumarate_111114	10	F10	COUM8-1_2	butanol
coumarate_111114	10	B6	COUM4-5_3	butanol
coumarate_111114	10	B5	COUM3-9_2	butanol
coumarate_111114	10	F1	COUM1-2_1	butanol
coumarate_111114	10	A7	M9 blank	butanol
coumarate_111114	10	G10	COUM8-1_3	butanol
